,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Litigation,,,0.0,,,,Income Statement
Impair-Assets Held for Use,,,,,,1694.0,Income Statement
Unusual Expense (Income),,,0.0,,,1694.0,Income Statement
Total Operating Expense,,,207101.0,242864.0,203755.0,205974.0,Income Statement
Total Operating Income,,,319.0,-35102.0,8947.0,11722.0,Income Statement
"Inter Expse,Net Non-Operat",,,-2503.0,-2449.0,-3319.0,-5209.0,Income Statement
OtherNon-OperatInc (Expnse),,,2138.0,1511.0,6217.0,6869.0,Income Statement
"Other, Net",,,2138.0,1511.0,6217.0,6869.0,Income Statement
Income Before Tax,,,-46.0,-36040.0,11845.0,13382.0,Income Statement
Income Tax - Total,,,16264.0,56820.0,-52651.0,3277.0,Income Statement
Income After Tax,,,-16310.0,-92860.0,64496.0,10105.0,Income Statement
Net Inc Before Extra Items,,,-16310.0,-92860.0,64496.0,10105.0,Income Statement
Total Net Income,,,-16310.0,-92860.0,64496.0,10105.0,Income Statement
Preferred Dividends,,,,0.0,,,Income Statement
Misc Earnings Adjustment,,,0.0,,,0.0,Income Statement
Total Adjust to Net Income,,,0.0,0.0,,0.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-16310.0,-92860.0,64496.0,10105.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-16310.0,-92860.0,64496.0,10105.0,Income Statement
Basic/Primary Weighted Average Shares,,,139171.0,139423.0,140082.0,137833.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.12,-0.67,0.46,0.07,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.12,-0.67,0.46,0.07,Income Statement
Diluted Weighted Average Shares,,,139171.0,139423.0,142133.0,139668.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.12,-0.67,0.45,0.07,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.12,-0.67,0.45,0.07,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,2503.0,2449.0,3319.0,5209.0,Income Statement
"Depreciat/Amort, Suppl",,,3166.0,8058.0,7811.0,7904.0,Income Statement
Total Special Items,,,0.0,,,1694.0,Income Statement
Normalzd Income Before Tax,,,-46.0,-36040.0,11845.0,15076.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,0.0,,,415.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,16264.0,56820.0,-52651.0,3692.0,Income Statement
Normalized Income After Tax,,,-16310.0,-92860.0,64496.0,11384.0,Income Statement
Normalzd Inc Avail to Common,,,-16310.0,-92860.0,64496.0,11384.0,Income Statement
Basic Normalized EPS,,,-0.12,-0.67,0.46,0.08,Income Statement
Diluted Normalized EPS,,,-0.12,-0.67,0.45,0.08,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-249149.0,-92860.0,-28364.0,-18259.0,Cash Flow
Depreciation/Depletion,,,32720.0,8058.0,15869.0,23773.0,Cash Flow
Deferred Taxes,,,3196.0,,0.0,0.0,Cash Flow
Non-Cash Items,,,309105.0,24686.0,52097.0,78009.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,1929.0,1.0,5968.0,9450.0,Cash Flow
"Cash Interest Pd, Suppl",,,10251.0,2149.0,5247.0,10283.0,Cash Flow
Accounts Receivable,,,712.0,-1361.0,-1701.0,-3099.0,Cash Flow
Prepaid Expenses,,,-35423.0,31896.0,-3021.0,-11514.0,Cash Flow
Accounts Payable,,,10726.0,10847.0,9456.0,12936.0,Cash Flow
Payable/Accrued,,,14525.0,42220.0,9260.0,6034.0,Cash Flow
Changes in Working Capital,,,27285.0,107386.0,44081.0,41594.0,Cash Flow
Total Cash from Operations,,,123157.0,47270.0,83683.0,125117.0,Cash Flow
Capital Expenditures,,,-11021.0,-3359.0,-5735.0,-8852.0,Cash Flow
Acquisition of Business,,,-202170.0,0.0,0.0,0.0,Cash Flow
Sale/Maturity of Investment,,,34155.0,7340.0,15940.0,22740.0,Cash Flow
Purchase of Investments,,,-28694.0,-4027.0,-17016.0,-19444.0,Cash Flow
Other Investing Cash Flow,,,0.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-196709.0,3313.0,-1076.0,3296.0,Cash Flow
Total Cash from Investing,,,-207730.0,-46.0,-6811.0,-5556.0,Cash Flow
Financing Cash Flow Items,,,-34870.0,-7556.0,-15269.0,-17334.0,Cash Flow
Sale/Issuance of Common,,,304409.0,0.0,0.0,0.0,Cash Flow
Repurch/Retirement Common,,,,,-35202.0,-85580.0,Cash Flow
"Common Stock, Net",,,304409.0,0.0,-35202.0,-85580.0,Cash Flow
Options Exercised,,,4760.0,1141.0,2110.0,2158.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,309169.0,1141.0,-33092.0,-83422.0,Cash Flow
Long Term Debt Issued,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,-13586.0,-3396.0,-6793.0,-10189.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-13586.0,-3396.0,-6793.0,-10189.0,Cash Flow
Total Cash From Financing,,,260713.0,-9811.0,-55154.0,-110945.0,Cash Flow
Foreign Exchange Effects,,,-351.0,-217.0,-600.0,-985.0,Cash Flow
Net Change in Cash,,,175789.0,37196.0,21118.0,7631.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,57891.0,233680.0,233680.0,233680.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,233680.0,270876.0,254798.0,241311.0,Cash Flow
"Depreciation, Supplemental",,,32720.0,8058.0,15869.0,23773.0,Cash Flow
Free Cash Flow,,,112136.0,43911.0,77948.0,116265.0,
FCF Growth,,,,-0.6084129985018192,0.775136070688438,0.4915713039462206,
