,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
Min. Pension Lblty Adj.,,,,77.0,67.0,67.0,67.0,Balance Sheet
Other Comprehensive Income,,,,2.0,2.0,-1.0,-1.0,Balance Sheet
"Other Equity, Total",,,,79.0,69.0,66.0,66.0,Balance Sheet
Total Equity,,,,3910.0,4303.0,4706.0,4999.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,27936.0,28123.0,28220.0,28754.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,468.0,488.0,532.0,533.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,120.0,100.0,59.0,57.0,Balance Sheet
Shrs Out-Pref Primary Iss.,,,,1.0,1.0,1.0,1.0,Balance Sheet
Shrs Out-Pref Stk Iss. 2,,,,1.0,1.0,0.0,0.0,Balance Sheet
Trsry Shrs-Pref. Iss. 1,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsry Shrs-Pref. Iss. 2,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-04 00:00:00,2022-02-26 00:00:00,2022-06-18 00:00:00,2022-09-10 00:00:00,Income Statement
Total Revenue,,,,16728.0,17384.0,23310.0,17919.0,Income Statement
"Cost of Revenue, Total",,,,11898.0,12399.0,16765.0,12915.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,3893.0,3953.0,5368.0,4114.0,Income Statement
Depreciation/Amortization,,,,351.0,369.0,496.0,374.0,Income Statement
Impair-Assets Held for Use,,,,,31.0,,,Income Statement
Other Unusual Expnse (In),,,,4.0,0.0,,,Income Statement
Unusual Expense (Income),,,,-10.0,-2.0,-79.0,-14.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,-13.0,-33.0,-79.0,-14.0,Income Statement
Total Operating Expense,,,,16133.0,16719.0,22550.0,17388.0,Income Statement
Total Operating Income,,,,596.0,664.0,760.0,531.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-111.0,-108.0,-139.0,-90.0,Income Statement
OtherNon-OperatInc (Expnse),,,,38.0,48.0,6.0,19.0,Income Statement
"Other, Net",,,,38.0,48.0,6.0,19.0,Income Statement
Income Before Tax,,,,523.0,604.0,628.0,460.0,Income Statement
Income Tax - Total,,,,98.0,149.0,143.0,117.0,Income Statement
Income After Tax,,,,425.0,455.0,484.0,343.0,Income Statement
Net Inc Before Extra Items,,,,425.0,455.0,484.0,343.0,Income Statement
Total Net Income,,,,425.0,455.0,484.0,343.0,Income Statement
Total Adjust to Net Income,,,,-61.0,-89.0,-58.0,-19.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,363.0,366.0,427.0,324.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,363.0,366.0,427.0,324.0,Income Statement
Basic/Primary Weighted Average Shares,,,,466.0,482.0,527.0,532.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,0.78,0.76,0.81,0.61,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,0.78,0.76,0.81,0.61,Income Statement
Dilution Adjustment,,,,61.0,,,,Income Statement
Diluted Weighted Average Shares,,,,574.0,488.0,551.0,576.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,0.74,0.75,0.77,0.56,Income Statement
Diluted EPS Incl. Extra. Items,,,,0.74,0.75,0.77,0.56,Income Statement
Div/Share-ComStockPrimIssue,,,,0.12,0.12,0.24,0.0,Income Statement
Gross Divid - Common Stock,,,,56.0,58.0,63.0,64.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,111.0,108.0,139.0,90.0,Income Statement
"Depreciat/Amort, Suppl",,,,381.0,258.0,532.0,400.0,Income Statement
Total Special Items,,,,7.0,15.0,-39.0,3.0,Income Statement
Normalzd Income Before Tax,,,,530.0,618.0,588.0,463.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,1.0,4.0,-9.0,1.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,100.0,152.0,134.0,118.0,Income Statement
Normalized Income After Tax,,,,430.0,466.0,454.0,345.0,Income Statement
Normalzd Inc Avail to Common,,,,369.0,377.0,396.0,326.0,Income Statement
Basic Normalized EPS,,,,0.79,0.78,0.75,0.61,Income Statement
Diluted Normalized EPS,,,,0.75,0.77,0.72,0.56,Income Statement
Date,,,,2021-12-04 00:00:00,2022-02-26 00:00:00,2022-06-18 00:00:00,2022-09-10 00:00:00,Cash Flow
Net Income,,,,1165.0,1620.0,484.0,827.0,Cash Flow
Depreciation/Depletion,,,,1273.0,1681.0,548.0,960.0,Cash Flow
Deferred Taxes,,,,99.0,219.0,3.0,58.0,Cash Flow
Unusual Items,,,,-18.0,-34.0,-98.0,-108.0,Cash Flow
Other Non-Cash Items,,,,506.0,702.0,312.0,512.0,Cash Flow
Non-Cash Items,,,,488.0,668.0,214.0,403.0,Cash Flow
Accounts Receivable,,,,-70.0,-22.0,-5.0,-93.0,Cash Flow
Inventories,,,,-427.0,-314.0,-134.0,-363.0,Cash Flow
Accounts Payable,,,,628.0,680.0,-123.0,44.0,Cash Flow
Accrued Expenses,,,,-388.0,-605.0,-118.0,-265.0,Cash Flow
Changes in Working Capital,,,,-242.0,-675.0,-257.0,-596.0,Cash Flow
Total Cash from Operations,,,,2783.0,3513.0,992.0,1652.0,Cash Flow
Capital Expenditures,,,,-1216.0,-1607.0,-614.0,-1061.0,Cash Flow
Acquisition of Business,,,,-25.0,-25.0,,,Cash Flow
Sale of Business,,,,,,0.0,0.0,Cash Flow
Sale of Fixed Assets,,,,38.0,52.0,72.0,94.0,Cash Flow
Other Investing Cash Flow,,,,27.0,41.0,-9.0,-11.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,39.0,68.0,62.0,83.0,Cash Flow
Total Cash from Investing,,,,-1177.0,-1539.0,-551.0,-978.0,Cash Flow
Financing Cash Flow Items,,,,-43.0,-59.0,-31.0,-35.0,Cash Flow
Cash Divids Paid - Common,,,,-149.0,-207.0,-63.0,-127.0,Cash Flow
Cash Divs Paid - Preferred,,,,-89.0,-115.0,-23.0,-35.0,Cash Flow
Total Cash Dividends Paid,,,,-238.0,-322.0,-86.0,-161.0,Cash Flow
"Common Stock, Net",,,,0.0,0.0,,,Cash Flow
"Preferred Stock, Net",,,,0.0,0.0,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,0.0,0.0,,,Cash Flow
Long Term Debt Issued,,,,0.0,0.0,,,Cash Flow
Long Term Debt Reduction,,,,-381.0,-409.0,-13.0,-30.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-381.0,-409.0,-13.0,-30.0,Cash Flow
Total Cash From Financing,,,,-662.0,-790.0,-130.0,-227.0,Cash Flow
Net Change in Cash,,,,944.0,1185.0,311.0,448.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,1768.0,1768.0,2953.0,2953.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,2712.0,2953.0,3264.0,3400.0,Cash Flow
"Depreciation, Supplemental",,,,1273.0,1681.0,548.0,960.0,Cash Flow
Free Cash Flow,,,,1567.0,1906.0,378.0,591.0,
FCF Growth,,,,,0.21633694958519456,-0.8016789087093389,0.5634920634920635,
