,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Net Income,,,-260.0,426.0,940.0,577.0,Income Statement
Total Adjust to Net Income,,,-416.0,,,0.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-676.0,426.0,940.0,577.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-676.0,426.0,940.0,577.0,Income Statement
Basic/Primary Weighted Average Shares,,,450.0,432.0,398.0,355.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-1.5,0.99,2.36,1.63,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-1.5,0.99,2.36,1.63,Income Statement
Diluted Weighted Average Shares,,,450.0,461.0,424.0,379.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-1.5,0.92,2.22,1.52,Income Statement
Diluted EPS Incl. Extra. Items,,,-1.5,0.92,2.22,1.52,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,,,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,69.0,44.0,86.0,70.0,Income Statement
"Depreciat/Amort, Suppl",,,137.0,33.0,181.0,402.0,Income Statement
Total Special Items,,,4.0,6.0,15.0,8.0,Income Statement
Normalzd Income Before Tax,,,-133.0,562.0,1134.0,655.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,1.0,1.0,2.0,1.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,126.0,131.0,181.0,71.0,Income Statement
Normalized Income After Tax,,,-259.0,431.0,953.0,584.0,Income Statement
Normalzd Inc Avail to Common,,,-673.0,431.0,953.0,584.0,Income Statement
Basic Normalized EPS,,,-1.5,1.0,2.39,1.65,Income Statement
Diluted Normalized EPS,,,-1.5,0.93,2.25,1.54,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,365.0,426.0,1366.0,1943.0,Cash Flow
Depreciation/Depletion,,,796.0,33.0,214.0,616.0,Cash Flow
Deferred Taxes,,,270.0,103.0,249.0,301.0,Cash Flow
Unusual Items,,,227.0,-94.0,-576.0,-704.0,Cash Flow
Other Non-Cash Items,,,566.0,31.0,109.0,174.0,Cash Flow
Non-Cash Items,,,793.0,-63.0,-467.0,-530.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,40.0,6.0,37.0,60.0,Cash Flow
"Cash Interest Pd, Suppl",,,455.0,56.0,166.0,248.0,Cash Flow
Accounts Receivable,,,-210.0,-43.0,-200.0,-234.0,Cash Flow
Prepaid Expenses,,,-20.0,-40.0,-87.0,-80.0,Cash Flow
Other Assets,,,274.0,72.0,79.0,202.0,Cash Flow
Accounts Payable,,,-70.0,51.0,-32.0,-7.0,Cash Flow
Accrued Expenses,,,-399.0,44.0,140.0,-40.0,Cash Flow
Changes in Working Capital,,,-418.0,122.0,-33.0,-69.0,Cash Flow
Total Cash from Operations,,,1806.0,621.0,1329.0,2261.0,Cash Flow
Capital Expenditures,,,-7225.0,-3015.0,-6148.0,-7957.0,Cash Flow
Sale of Business,,,871.0,0.0,0.0,0.0,Cash Flow
Sale of Fixed Assets,,,2834.0,1472.0,2893.0,4480.0,Cash Flow
Other Investing Cash Flow,,,-24.0,2.0,4.0,4.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,3681.0,1474.0,2897.0,4484.0,Cash Flow
Total Cash from Investing,,,-3544.0,-1541.0,-3251.0,-3473.0,Cash Flow
Financing Cash Flow Items,,,-232.0,-28.0,-42.0,-46.0,Cash Flow
Total Cash Dividends Paid,,,,,,0.0,Cash Flow
Sale/Issuance of Common,,,0.0,,,,Cash Flow
Repurch/Retirement Common,,,-654.0,-766.0,-1647.0,-2152.0,Cash Flow
"Common Stock, Net",,,-893.0,-766.0,-1647.0,-2152.0,Cash Flow
Sale/Issuance of Preferred,,,1433.0,,0.0,0.0,Cash Flow
Repurch/Retirement Preferd,,,-1883.0,,,,Cash Flow
"Preferred Stock, Net",,,-450.0,,0.0,0.0,Cash Flow
Options Exercised,,,1639.0,,0.0,0.0,Cash Flow
Warrants Converted,,,77.0,3.0,3.0,3.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,373.0,-763.0,-1644.0,-2149.0,Cash Flow
Long Term Debt Issued,,,21748.0,4680.0,7379.0,8282.0,Cash Flow
Long Term Debt Reduction,,,-19044.0,-3497.0,-4834.0,-5968.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,2704.0,1183.0,2545.0,2314.0,Cash Flow
Total Cash From Financing,,,2845.0,392.0,859.0,119.0,Cash Flow
Foreign Exchange Effects,,,-34.0,-1.0,-25.0,-50.0,Cash Flow
Net Change in Cash,,,1073.0,-529.0,-1088.0,-1143.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,1578.0,2651.0,2651.0,2651.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,2651.0,2122.0,1563.0,1508.0,Cash Flow
"Depreciation, Supplemental",,,796.0,33.0,214.0,616.0,Cash Flow
Free Cash Flow,,,-5419.0,-2394.0,-4819.0,-5696.0,
FCF Growth,,,,-0.5582210739988928,1.0129490392648286,0.18198796430794761,
