,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Non-Cash Items,,,236.0,39.0,77.0,125.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,0.0,0.0,1.0,1.0,Cash Flow
"Cash Interest Pd, Suppl",,,0.0,0.0,0.0,0.0,Cash Flow
Accounts Receivable,,,-44.0,30.0,17.0,-6.0,Cash Flow
Prepaid Expenses,,,-17.0,-5.0,-5.0,-7.0,Cash Flow
Accounts Payable,,,4.0,0.0,6.0,2.0,Cash Flow
Accrued Expenses,,,32.0,-6.0,-13.0,16.0,Cash Flow
Changes in Working Capital,,,54.0,28.0,21.0,35.0,Cash Flow
Total Cash from Operations,,,37.0,10.0,-17.0,-10.0,Cash Flow
Purchase of Fixed Assets,,,-12.0,-8.0,-9.0,-14.0,Cash Flow
Purchase/Acq of Intangibles,,,-15.0,-8.0,-16.0,-25.0,Cash Flow
Capital Expenditures,,,-28.0,-15.0,-26.0,-38.0,Cash Flow
Acquisition of Business,,,-510.0,,0.0,0.0,Cash Flow
"Investment, Net",,,-4.0,,,,Cash Flow
Purchase of Investments,,,,-2.0,-3.0,-297.0,Cash Flow
Other Investing Cash Flow,,,,1.0,-2.0,-3.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-514.0,-1.0,-5.0,-300.0,Cash Flow
Total Cash from Investing,,,-542.0,-16.0,-30.0,-339.0,Cash Flow
Financing Cash Flow Items,,,-6.0,0.0,0.0,0.0,Cash Flow
"Common Stock, Net",,,665.0,,0.0,0.0,Cash Flow
"Preferred Stock, Net",,,0.0,,,,Cash Flow
Options Exercised,,,53.0,7.0,26.0,31.0,Cash Flow
Warrants Converted,,,0.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,718.0,7.0,26.0,31.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,0.0,-1.0,-1.0,Cash Flow
Total Cash From Financing,,,712.0,7.0,25.0,29.0,Cash Flow
Foreign Exchange Effects,,,-1.0,0.0,-1.0,-2.0,Cash Flow
Net Change in Cash,,,206.0,1.0,-23.0,-321.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,383.0,589.0,589.0,589.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,589.0,590.0,566.0,268.0,Cash Flow
"Depreciation, Supplemental",,,36.0,15.0,31.0,46.0,Cash Flow
Free Cash Flow,,,9.0,-5.0,-43.0,-48.0,
FCF Growth,,,,-1.5555555555555556,7.6,0.11627906976744184,
