,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
OtherNon-OperatInc (Expnse),,,,-1372.0,7742.0,-2452.0,-1021.0,Income Statement
"Other, Net",,,,-1372.0,7742.0,-2452.0,-1021.0,Income Statement
Income Before Tax,,,,-56726.0,-39254.0,-58225.0,-71692.0,Income Statement
Income Tax - Total,,,,13.0,193.0,195.0,179.0,Income Statement
Income After Tax,,,,-56739.0,-39447.0,-58420.0,-71871.0,Income Statement
Net Inc Before Extra Items,,,,-56739.0,-39447.0,-58420.0,-71871.0,Income Statement
Total Net Income,,,,-56739.0,-39447.0,-58420.0,-71871.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,-56739.0,-39447.0,-58420.0,-71871.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-56739.0,-39447.0,-58420.0,-71871.0,Income Statement
Basic/Primary Weighted Average Shares,,,,103746.0,105093.0,106093.0,106842.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.55,-0.38,-0.55,-0.67,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.55,-0.38,-0.55,-0.67,Income Statement
Diluted Weighted Average Shares,,,,103746.0,105093.0,106093.0,106842.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.55,-0.38,-0.55,-0.67,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.55,-0.38,-0.55,-0.67,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,1223.0,1397.0,1429.0,1461.0,Income Statement
Normalzd Income Before Tax,,,,-56726.0,-39254.0,-58225.0,-71692.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,13.0,193.0,195.0,179.0,Income Statement
Normalized Income After Tax,,,,-56739.0,-39447.0,-58420.0,-71871.0,Income Statement
Normalzd Inc Avail to Common,,,,-56739.0,-39447.0,-58420.0,-71871.0,Income Statement
Basic Normalized EPS,,,,-0.55,-0.38,-0.55,-0.67,Income Statement
Diluted Normalized EPS,,,,-0.55,-0.38,-0.55,-0.67,Income Statement
Date,,,,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,Cash Flow
Net Income,,,,-94198.0,-133645.0,-192065.0,-71871.0,Cash Flow
Depreciation/Depletion,,,,2364.0,3761.0,5190.0,1461.0,Cash Flow
Unusual Items,,,,,,0.0,,Cash Flow
Other Non-Cash Items,,,,47014.0,80437.0,119227.0,58570.0,Cash Flow
Non-Cash Items,,,,47014.0,80437.0,119227.0,58570.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,625.0,677.0,939.0,66.0,Cash Flow
Accounts Receivable,,,,39047.0,-1963.0,-14156.0,-927.0,Cash Flow
Prepaid Expenses,,,,-15074.0,-21108.0,-14578.0,2910.0,Cash Flow
Accounts Payable,,,,-1682.0,2237.0,34481.0,-21318.0,Cash Flow
Accrued Expenses,,,,-6565.0,-1544.0,7128.0,-500.0,Cash Flow
Changes in Working Capital,,,,26944.0,-23853.0,-18814.0,-26418.0,Cash Flow
Total Cash from Operations,,,,-17876.0,-73300.0,-86462.0,-38258.0,Cash Flow
Purchase of Fixed Assets,,,,-1429.0,-2183.0,-3791.0,-15536.0,Cash Flow
Software Development Costs,,,,-500.0,-500.0,-500.0,-1000.0,Cash Flow
Capital Expenditures,,,,-1929.0,-2683.0,-4291.0,-16536.0,Cash Flow
Sale/Maturity of Investment,,,,461648.0,698312.0,1117793.0,162429.0,Cash Flow
Purchase of Investments,,,,-388870.0,-540290.0,-796487.0,-226367.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,72778.0,158022.0,321306.0,-63938.0,Cash Flow
Total Cash from Investing,,,,70849.0,155339.0,317015.0,-80474.0,Cash Flow
Financing Cash Flow Items,,,,-105.0,-105.0,-105.0,0.0,Cash Flow
Sale/Issuance of Common,,,,,,0.0,,Cash Flow
Repurch/Retirement Common,,,,,,-15000.0,,Cash Flow
"Common Stock, Net",,,,,,-15000.0,,Cash Flow
Options Exercised,,,,11305.0,19334.0,20816.0,1087.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,11305.0,19334.0,5816.0,1087.0,Cash Flow
Total Cash From Financing,,,,11200.0,19229.0,5711.0,1087.0,Cash Flow
Net Change in Cash,,,,64173.0,101268.0,236264.0,-117645.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,116255.0,116255.0,116255.0,352519.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,180428.0,217523.0,352519.0,234874.0,Cash Flow
"Depreciation, Supplemental",,,,2364.0,3761.0,5190.0,1461.0,Cash Flow
Free Cash Flow,,,,-19805.0,-75983.0,-90753.0,-54794.0,
FCF Growth,,,,,2.836556425145165,0.19438558624955582,-0.39622932575231673,
