,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,-1377.0,-313.0,-802.0,-605.0,Cash Flow
Depreciation/Depletion,,,,,,507.0,185.0,382.0,586.0,Cash Flow
Deferred Taxes,,,,,,-240.0,-45.0,-123.0,-168.0,Cash Flow
Unusual Items,,,,,,2824.0,538.0,1226.0,1315.0,Cash Flow
Equity in Net Earnings/Loss,,,,,,10.0,1.0,2.0,3.0,Cash Flow
Other Non-Cash Items,,,,,,-540.0,-50.0,-90.0,-145.0,Cash Flow
Non-Cash Items,,,,,,2295.0,488.0,1138.0,1173.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,128.0,45.0,87.0,154.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,300.0,109.0,252.0,325.0,Cash Flow
Accounts Receivable,,,,,,-2986.0,1566.0,3074.0,2553.0,Cash Flow
Prepaid Expenses,,,,,,-260.0,69.0,114.0,147.0,Cash Flow
Accounts Payable,,,,,,4276.0,-1659.0,-3138.0,-4181.0,Cash Flow
Changes in Working Capital,,,,,,2422.0,479.0,916.0,355.0,Cash Flow
Total Cash from Operations,,,,,,3607.0,795.0,1510.0,1341.0,Cash Flow
Purchase of Fixed Assets,,,,,,-1083.0,-137.0,-306.0,-353.0,Cash Flow
Purchase/Acq of Intangibles,,,,,,-216.0,-105.0,-153.0,-215.0,Cash Flow
Capital Expenditures,,,,,,-1299.0,-242.0,-459.0,-568.0,Cash Flow
Acquisition of Business,,,,,,-7217.0,-42.0,-77.0,-85.0,Cash Flow
Sale of Fixed Assets,,,,,,0.0,20.0,21.0,23.0,Cash Flow
Sale/Maturity of Investment,,,,,,209.0,0.0,181.0,184.0,Cash Flow
"Investment, Net",,,,,,5371.0,-481.0,-405.0,-557.0,Cash Flow
Purchase of Investments,,,,,,-41.0,-7.0,-22.0,-35.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-1679.0,-509.0,-303.0,-470.0,Cash Flow
Total Cash from Investing,,,,,,-2977.0,-751.0,-761.0,-1038.0,Cash Flow
Financing Cash Flow Items,,,,,,227.0,-1.0,-2.0,-3.0,Cash Flow
Sale/Issuance of Common,,,,,,0.0,53.0,53.0,53.0,Cash Flow
Repurch/Retirement Common,,,,,,-989.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,-989.0,53.0,53.0,53.0,Cash Flow
Long Term Debt Issued,,,,,,12284.0,1500.0,2750.0,3250.0,Cash Flow
Long Term Debt Reduction,,,,,,-10103.0,-1908.0,-4269.0,-5759.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,2181.0,-408.0,-1519.0,-2509.0,Cash Flow
Total Cash From Financing,,,,,,1419.0,-356.0,-1467.0,-2459.0,Cash Flow
Foreign Exchange Effects,,,,,,0.0,-14.0,10.0,4.0,Cash Flow
Net Change in Cash,,,,,,2049.0,-326.0,-709.0,-2152.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,2447.0,4496.0,4496.0,4496.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,4496.0,4170.0,3787.0,2343.0,Cash Flow
"Depreciation, Supplemental",,,,,,507.0,185.0,382.0,586.0,Cash Flow
Free Cash Flow,,,,,,2308.0,553.0,1051.0,773.0,
FCF Growth,,,,,,,-0.7603986135181976,0.9005424954792043,-0.26450999048525214,
