,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
"Other Equity, Total",,,,,-202.0,-1017.0,-1337.0,-1612.0,Balance Sheet
Total Equity,,,,,241830.0,267823.0,305068.0,355930.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,345682.0,372520.0,417145.0,475809.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,35444.0,35724.0,35907.0,36134.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,84183.0,93631.0,120746.0,131330.0,Income Statement
"Cost of Revenue, Total",,,,,12663.0,12890.0,16730.0,17874.0,Income Statement
Selling/Gen/Admin Expense,,,,,36944.0,41731.0,45669.0,47867.0,Income Statement
Labor & Related Expense,,,,,5876.0,6619.0,8011.0,8649.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,42820.0,48350.0,53680.0,56516.0,Income Statement
Research & Development,,,,,14717.0,17019.0,20760.0,20177.0,Income Statement
Total Operating Expense,,,,,70200.0,78259.0,91170.0,94567.0,Income Statement
Total Operating Income,,,,,13983.0,15372.0,29576.0,36763.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,-301.0,-297.0,-304.0,-316.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,-421.0,-47.0,-1464.0,97.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,-213.0,-310.0,-1473.0,-1423.0,Income Statement
"Other, Net",,,,,-213.0,-310.0,-1473.0,-1423.0,Income Statement
Income Before Tax,,,,,13048.0,14718.0,26335.0,35121.0,Income Statement
Income Tax - Total,,,,,106.0,197.0,774.0,118.0,Income Statement
Income After Tax,,,,,12942.0,14521.0,25561.0,35003.0,Income Statement
Net Inc Before Extra Items,,,,,12942.0,14521.0,25561.0,35003.0,Income Statement
Total Net Income,,,,,12942.0,14521.0,25561.0,35003.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,12942.0,14521.0,25561.0,35003.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,12942.0,14521.0,25561.0,35003.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,35353.0,35587.0,35826.0,36004.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,0.37,0.41,0.71,0.97,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,0.37,0.41,0.71,0.97,Income Statement
Diluted Weighted Average Shares,,,,,35353.0,37623.0,37690.0,37948.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,0.37,0.39,0.68,0.92,Income Statement
Diluted EPS Incl. Extra. Items,,,,,0.37,0.39,0.68,0.92,Income Statement
Div/Share-ComStockPrimIssue,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,301.0,297.0,304.0,316.0,Income Statement
"Depreciat/Amort, Suppl",,,,,894.0,953.0,1107.0,1258.0,Income Statement
Normalzd Income Before Tax,,,,,13048.0,14718.0,26335.0,35121.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,106.0,197.0,774.0,118.0,Income Statement
Normalized Income After Tax,,,,,12942.0,14521.0,25561.0,35003.0,Income Statement
Normalzd Inc Avail to Common,,,,,12942.0,14521.0,25561.0,35003.0,Income Statement
Basic Normalized EPS,,,,,0.37,0.41,0.71,0.97,Income Statement
Diluted Normalized EPS,,,,,0.37,0.39,0.68,0.92,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,-9136.0,14521.0,40082.0,75085.0,Cash Flow
Depreciation/Depletion,,,,,3579.0,953.0,2060.0,3318.0,Cash Flow
Unusual Items,,,,,7.0,,,,Cash Flow
Equity in Net Earnings/Loss,,,,,6286.0,47.0,1511.0,1414.0,Cash Flow
Other Non-Cash Items,,,,,30818.0,10640.0,24256.0,38210.0,Cash Flow
Non-Cash Items,,,,,37111.0,10687.0,25767.0,39624.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,143.0,78.0,382.0,1415.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,586.0,144.0,292.0,442.0,Cash Flow
Accounts Receivable,,,,,-25746.0,-10407.0,-22477.0,-27113.0,Cash Flow
Inventories,,,,,-12073.0,-10090.0,-16222.0,-24372.0,Cash Flow
Prepaid Expenses,,,,,-2110.0,600.0,-2774.0,-3615.0,Cash Flow
Other Assets,,,,,91.0,-119.0,-430.0,-1174.0,Cash Flow
Accounts Payable,,,,,1870.0,4911.0,1160.0,109.0,Cash Flow
Accrued Expenses,,,,,21450.0,-9119.0,3642.0,3434.0,Cash Flow
Changes in Working Capital,,,,,-16518.0,-24224.0,-37101.0,-52731.0,Cash Flow
Total Cash from Operations,,,,,15036.0,1937.0,30808.0,65296.0,Cash Flow
Capital Expenditures,,,,,-12439.0,-3286.0,-6888.0,-14045.0,Cash Flow
Sale/Maturity of Investment,,,,,156100.0,18000.0,37923.0,72423.0,Cash Flow
Purchase of Investments,,,,,-117245.0,-42128.0,-52633.0,-85252.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,38855.0,-24128.0,-14710.0,-12829.0,Cash Flow
Total Cash from Investing,,,,,26416.0,-27414.0,-21598.0,-26874.0,Cash Flow
Financing Cash Flow Items,,,,,-8337.0,-6.0,-6.0,-6.0,Cash Flow
"Common Stock, Net",,,,,2837.0,2135.0,2135.0,4487.0,Cash Flow
Options Exercised,,,,,3049.0,391.0,891.0,1672.0,Cash Flow
Warrants Converted,,,,,0.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,5886.0,2526.0,3026.0,6159.0,Cash Flow
Long Term Debt Issued,,,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,,,0.0,,,-2750.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,0.0,,,-2750.0,Cash Flow
Total Cash From Financing,,,,,-2451.0,2520.0,3020.0,3403.0,Cash Flow
Foreign Exchange Effects,,,,,,,-1526.0,-2755.0,Cash Flow
Net Change in Cash,,,,,39001.0,-22957.0,10704.0,39070.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,51873.0,90874.0,90874.0,90874.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,90874.0,67917.0,101578.0,129944.0,Cash Flow
"Depreciation, Supplemental",,,,,3579.0,953.0,2060.0,3318.0,Cash Flow
Free Cash Flow,,,,,2597.0,-1349.0,23920.0,51251.0,
FCF Growth,,,,,,-1.5194455140546785,-18.731653076352853,1.1426003344481606,
