,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Inventories,,,-367.0,-56.0,38.0,-77.0,Cash Flow
Prepaid Expenses,,,-7.0,-31.0,-66.0,-52.0,Cash Flow
Other Assets,,,-34.0,-36.0,-7.0,-18.0,Cash Flow
Accounts Payable,,,279.0,-81.0,-82.0,74.0,Cash Flow
Accrued Expenses,,,21.0,23.0,37.0,-53.0,Cash Flow
Changes in Working Capital,,,-148.0,-116.0,7.0,125.0,Cash Flow
Total Cash from Operations,,,-265.0,-192.0,-141.0,-61.0,Cash Flow
Capital Expenditures,,,-4.0,-1.0,-1.0,-3.0,Cash Flow
Acquisition of Business,,,-18.0,0.0,0.0,-29.0,Cash Flow
Sale/Maturity of Investment,,,0.0,,,,Cash Flow
Purchase of Investments,,,,,-1.0,-1.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-18.0,0.0,-1.0,-30.0,Cash Flow
Total Cash from Investing,,,-22.0,-1.0,-2.0,-33.0,Cash Flow
Financing Cash Flow Items,,,6.0,-15.0,-20.0,-17.0,Cash Flow
Sale/Issuance of Common,,,125.0,948.0,948.0,936.0,Cash Flow
Repurch/Retirement Common,,,,,,-5.0,Cash Flow
"Common Stock, Net",,,125.0,948.0,948.0,931.0,Cash Flow
Options Exercised,,,,,,1.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,125.0,948.0,948.0,932.0,Cash Flow
Short Term Debt Issued,,,225.0,0.0,0.0,0.0,Cash Flow
Short Term Debt Reduction,,,-125.0,-100.0,-100.0,-100.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,100.0,-100.0,-100.0,-100.0,Cash Flow
Total Cash From Financing,,,231.0,833.0,828.0,815.0,Cash Flow
Foreign Exchange Effects,,,-1.0,0.0,0.0,2.0,Cash Flow
Net Change in Cash,,,-57.0,641.0,685.0,724.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,95.0,38.0,38.0,38.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,38.0,679.0,723.0,762.0,Cash Flow
"Depreciation, Supplemental",,,5.0,1.0,3.0,5.0,Cash Flow
Free Cash Flow,,,-269.0,-193.0,-142.0,-64.0,
FCF Growth,,,,-0.2825278810408922,-0.2642487046632125,-0.5492957746478873,
