,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Liabilities & Shareholders’ Equity,,,234545.0,268730.0,265045.0,256965.0,Balance Sheet
Ttl Comm. Shares Outs.,,,76447.0,76449.0,76538.0,77077.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,914.0,914.0,914.0,914.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,42775.0,41371.0,42498.0,46006.0,Income Statement
"Cost of Revenue, Total",,,7815.0,6791.0,7638.0,8491.0,Income Statement
Selling/Gen/Admin Expense,,,31927.0,33714.0,34768.0,36973.0,Income Statement
Labor & Related Expense,,,2116.0,2014.0,2083.0,2254.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,34043.0,35728.0,36851.0,39227.0,Income Statement
Research & Development,,,4874.0,5773.0,5990.0,6337.0,Income Statement
Depreciation/Amortization,,,737.0,771.0,1079.0,440.0,Income Statement
Unusual Expense (Income),,,298.0,743.0,18.0,0.0,Income Statement
Total Operating Expense,,,47767.0,49806.0,51576.0,54495.0,Income Statement
Total Operating Income,,,-4992.0,-8435.0,-9078.0,-8489.0,Income Statement
"Inter Expse,Net Non-Operat",,,-545.0,-668.0,-1104.0,-1093.0,Income Statement
OtherNon-OperatInc (Expnse),,,-362.0,-101.0,652.0,59.0,Income Statement
"Other, Net",,,-362.0,-101.0,652.0,59.0,Income Statement
Income Before Tax,,,-5899.0,-9204.0,-9530.0,-9523.0,Income Statement
Income Tax - Total,,,276.0,32.0,73.0,201.0,Income Statement
Income After Tax,,,-6175.0,-9236.0,-9603.0,-9724.0,Income Statement
Net Inc Before Extra Items,,,-6175.0,-9236.0,-9603.0,-9724.0,Income Statement
Total Net Income,,,-6175.0,-9236.0,-9603.0,-9724.0,Income Statement
Preferred Dividends,,,,0.0,0.0,0.0,Income Statement
Misc Earnings Adjustment,,,1516.0,,,,Income Statement
Total Adjust to Net Income,,,1516.0,0.0,0.0,0.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-4659.0,-9236.0,-9603.0,-9724.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-4659.0,-9236.0,-9603.0,-9724.0,Income Statement
Basic/Primary Weighted Average Shares,,,76447.0,76447.0,76482.0,76851.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.06,-0.12,-0.13,-0.13,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.06,-0.12,-0.13,-0.13,Income Statement
Diluted Weighted Average Shares,,,76447.0,76447.0,76482.0,76851.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.06,-0.12,-0.13,-0.13,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.06,-0.12,-0.13,-0.13,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,545.0,668.0,1104.0,1093.0,Income Statement
"Depreciat/Amort, Suppl",,,2130.0,2259.0,2457.0,2618.0,Income Statement
Total Special Items,,,298.0,743.0,18.0,0.0,Income Statement
Normalzd Income Before Tax,,,-5601.0,-8461.0,-9512.0,-9523.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,104.0,260.0,6.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,380.0,292.0,79.0,201.0,Income Statement
Normalized Income After Tax,,,-5981.0,-8753.0,-9591.0,-9724.0,Income Statement
Normalzd Inc Avail to Common,,,-4465.0,-8753.0,-9591.0,-9724.0,Income Statement
Basic Normalized EPS,,,-0.06,-0.11,-0.13,-0.13,Income Statement
Diluted Normalized EPS,,,-0.06,-0.11,-0.13,-0.13,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-13693.0,-9236.0,-18839.0,-28563.0,Cash Flow
Depreciation/Depletion,,,8961.0,3030.0,6566.0,9624.0,Cash Flow
Deferred Taxes,,,170.0,-340.0,-707.0,-1110.0,Cash Flow
Unusual Items,,,237.0,898.0,623.0,902.0,Cash Flow
Other Non-Cash Items,,,9838.0,1908.0,2589.0,5874.0,Cash Flow
Non-Cash Items,,,10075.0,2806.0,3212.0,6776.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,678.0,0.0,386.0,788.0,Cash Flow
"Cash Interest Pd, Suppl",,,1086.0,273.0,1520.0,2111.0,Cash Flow
Accounts Receivable,,,-6461.0,-2240.0,-6825.0,-10227.0,Cash Flow
Inventories,,,-11098.0,-2329.0,-11518.0,-15316.0,Cash Flow
Other Assets,,,-2468.0,-3.0,289.0,1442.0,Cash Flow
Accounts Payable,,,3431.0,-1178.0,1537.0,951.0,Cash Flow
Accrued Expenses,,,7095.0,-682.0,1992.0,176.0,Cash Flow
Changes in Working Capital,,,-8830.0,-5763.0,-14071.0,-22677.0,Cash Flow
Total Cash from Operations,,,-3317.0,-9503.0,-23839.0,-35950.0,Cash Flow
Purchase of Fixed Assets,,,-18296.0,-23036.0,-29204.0,-33937.0,Cash Flow
Purchase/Acq of Intangibles,,,-2993.0,-704.0,-783.0,-1720.0,Cash Flow
Capital Expenditures,,,-21289.0,-23740.0,-29987.0,-35657.0,Cash Flow
Acquisition of Business,,,-15000.0,-18201.0,-18504.0,-18504.0,Cash Flow
Sale of Fixed Assets,,,799.0,305.0,519.0,642.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-14201.0,-17896.0,-17985.0,-17862.0,Cash Flow
Total Cash from Investing,,,-35490.0,-41636.0,-47972.0,-53519.0,Cash Flow
Financing Cash Flow Items,,,-3139.0,-405.0,-405.0,-920.0,Cash Flow
Sale/Issuance of Common,,,130385.0,0.0,0.0,0.0,Cash Flow
Repurch/Retirement Common,,,-561.0,0.0,0.0,0.0,Cash Flow
"Common Stock, Net",,,129824.0,0.0,0.0,0.0,Cash Flow
"Preferred Stock, Net",,,0.0,,,,Cash Flow
Options Exercised,,,445.0,12.0,300.0,2224.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,130269.0,12.0,300.0,2224.0,Cash Flow
Short Term Debt Issued,,,0.0,,,,Cash Flow
Short Term Debt Reduction,,,0.0,,,,Cash Flow
"Short Term Debt, Net",,,0.0,,,,Cash Flow
Long Term Debt Issued,,,10000.0,36000.0,36000.0,36000.0,Cash Flow
Long Term Debt Reduction,,,-6034.0,-37.0,-178.0,-367.0,Cash Flow
"Long Term Debt, Net",,,3966.0,35963.0,35822.0,35633.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,3966.0,35963.0,35822.0,35633.0,Cash Flow
Total Cash From Financing,,,131096.0,35570.0,35717.0,36937.0,Cash Flow
Foreign Exchange Effects,,,-438.0,-136.0,-256.0,-495.0,Cash Flow
Net Change in Cash,,,91851.0,-15705.0,-36350.0,-53027.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,17501.0,109352.0,109352.0,109352.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,109352.0,93647.0,73002.0,56325.0,Cash Flow
"Depreciation, Supplemental",,,8961.0,3030.0,6566.0,9624.0,Cash Flow
Free Cash Flow,,,-24606.0,-33243.0,-53826.0,-71607.0,
FCF Growth,,,,0.35101194830529137,0.6191679451313059,0.33034221380002227,
