,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Common Stock,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,2354.0,2349.0,2561.0,2569.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,126.0,163.0,214.0,277.0,Balance Sheet
Unrealized Gain (Loss),,,0.0,,,,Balance Sheet
Cum. Trans. Adjustment,,,,-94.0,-169.0,-212.0,Balance Sheet
Min. Pension Lblty Adj.,,,,-76.0,-76.0,-76.0,Balance Sheet
Other Comprehensive Income,,,-130.0,-2.0,-1.0,10.0,Balance Sheet
"Other Equity, Total",,,-130.0,-172.0,-246.0,-278.0,Balance Sheet
Total Equity,,,2351.0,2341.0,2530.0,2569.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,7271.0,7126.0,8706.0,8806.0,Balance Sheet
Ttl Comm. Shares Outs.,,,115.0,115.0,119.0,119.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,2262.0,2083.0,2156.0,2287.0,Income Statement
"Cost of Revenue, Total",,,1912.0,1748.0,1775.0,1885.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,212.0,209.0,244.0,241.0,Income Statement
Depreciation/Amortization,,,76.0,76.0,77.0,89.0,Income Statement
Unusual Expense (Income),,,-1.0,13.0,1.0,0.0,Income Statement
Total Operating Expense,,,2199.0,2046.0,2097.0,2215.0,Income Statement
Total Operating Income,,,63.0,37.0,59.0,72.0,Income Statement
"Inter Expse,Net Non-Operat",,,-5.0,-4.0,-9.0,-6.0,Income Statement
OtherNon-OperatInc (Expnse),,,12.0,16.0,23.0,17.0,Income Statement
"Other, Net",,,12.0,16.0,23.0,17.0,Income Statement
Income Before Tax,,,70.0,49.0,73.0,83.0,Income Statement
Income Tax - Total,,,13.0,11.0,21.0,19.0,Income Statement
Income After Tax,,,57.0,38.0,52.0,64.0,Income Statement
Minority Interest,,,-1.0,-1.0,-1.0,-1.0,Income Statement
Net Inc Before Extra Items,,,56.0,37.0,51.0,63.0,Income Statement
Total Net Income,,,56.0,37.0,51.0,63.0,Income Statement
Income Available to Common Excl. Extra. Items,,,56.0,37.0,51.0,63.0,Income Statement
Income Available to Common Incl. Extra. Items,,,56.0,37.0,51.0,63.0,Income Statement
Basic/Primary Weighted Average Shares,,,114.0,115.0,116.0,119.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,0.49,0.32,0.44,0.53,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,0.49,0.32,0.44,0.53,Income Statement
Diluted Weighted Average Shares,,,114.0,116.0,117.0,119.0,Income Statement
Diluted EPS Excl. Extra. Items,,,0.49,0.32,0.44,0.53,Income Statement
Diluted EPS Incl. Extra. Items,,,0.49,0.32,0.44,0.53,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,5.0,4.0,9.0,6.0,Income Statement
"Depreciat/Amort, Suppl",,,76.0,76.0,77.0,89.0,Income Statement
Total Special Items,,,-1.0,13.0,1.0,0.0,Income Statement
Normalzd Income Before Tax,,,69.0,62.0,74.0,83.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,0.0,3.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,13.0,14.0,21.0,19.0,Income Statement
Normalized Income After Tax,,,56.0,48.0,53.0,64.0,Income Statement
Normalzd Inc Avail to Common,,,55.0,47.0,52.0,63.0,Income Statement
Basic Normalized EPS,,,0.49,0.41,0.45,0.53,Income Statement
Diluted Normalized EPS,,,0.48,0.41,0.44,0.53,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,161.0,38.0,90.0,154.0,Cash Flow
Depreciation/Depletion,,,335.0,76.0,153.0,242.0,Cash Flow
Deferred Taxes,,,-62.0,3.0,3.0,0.0,Cash Flow
Non-Cash Items,,,18.0,10.0,17.0,20.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,75.0,,,,Cash Flow
"Cash Interest Pd, Suppl",,,22.0,,,,Cash Flow
Accounts Receivable,,,-243.0,-33.0,-20.0,-22.0,Cash Flow
Other Assets,,,-57.0,-7.0,-30.0,-28.0,Cash Flow
Accounts Payable,,,114.0,-39.0,-56.0,-68.0,Cash Flow
Accrued Expenses,,,189.0,-2.0,43.0,18.0,Cash Flow
Changes in Working Capital,,,3.0,-81.0,-63.0,-100.0,Cash Flow
Total Cash from Operations,,,455.0,46.0,200.0,316.0,Cash Flow
Capital Expenditures,,,-250.0,-65.0,-154.0,-239.0,Cash Flow
Acquisition of Business,,,,,-874.0,-874.0,Cash Flow
Sale of Business,,,32.0,,,,Cash Flow
Sale of Fixed Assets,,,11.0,3.0,6.0,22.0,Cash Flow
Other Investing Cash Flow,,,0.0,18.0,19.0,35.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,43.0,21.0,-849.0,-817.0,Cash Flow
Total Cash from Investing,,,-207.0,-44.0,-1003.0,-1056.0,Cash Flow
Financing Cash Flow Items,,,-937.0,-9.0,-14.0,-12.0,Cash Flow
Long Term Debt Issued,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,-72.0,-9.0,-15.0,-23.0,Cash Flow
"Long Term Debt, Net",,,-98.0,-9.0,-15.0,-23.0,Cash Flow
Total Debt Issued,,,794.0,,898.0,898.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,696.0,-9.0,883.0,875.0,Cash Flow
Total Cash From Financing,,,-241.0,-18.0,869.0,863.0,Cash Flow
Foreign Exchange Effects,,,-2.0,-5.0,-15.0,-22.0,Cash Flow
Net Change in Cash,,,5.0,-21.0,51.0,101.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,328.0,333.0,333.0,333.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,333.0,312.0,384.0,434.0,Cash Flow
"Depreciation, Supplemental",,,335.0,76.0,153.0,242.0,Cash Flow
Free Cash Flow,,,205.0,-19.0,46.0,77.0,
FCF Growth,,,,-1.0926829268292684,-3.4210526315789473,0.673913043478261,
