,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Unusual Expense (Income),,,0.0,,,0.0,Income Statement
Total Operating Expense,,,29488.0,40391.0,45885.0,47068.0,Income Statement
Total Operating Income,,,-19078.0,-28173.0,-26241.0,-27953.0,Income Statement
"Inter Expse,Net Non-Operat",,,-1110.0,-141.0,-92.0,-129.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,-1569.0,-6014.0,23665.0,-6612.0,Income Statement
OtherNon-OperatInc (Expnse),,,7329.0,-31013.0,130618.0,-40501.0,Income Statement
"Other, Net",,,7329.0,-31013.0,130618.0,-40501.0,Income Statement
Income Before Tax,,,-14428.0,-65341.0,127950.0,-75195.0,Income Statement
Income Tax - Total,,,0.0,0.0,0.0,0.0,Income Statement
Income After Tax,,,-14428.0,-65341.0,127950.0,-75195.0,Income Statement
Net Inc Before Extra Items,,,-14428.0,-65341.0,127950.0,-75195.0,Income Statement
Total Net Income,,,-14428.0,-65341.0,127950.0,-75195.0,Income Statement
Total Adjust to Net Income,,,0.0,,,,Income Statement
Income Available to Common Excl. Extra. Items,,,-14428.0,-65341.0,127950.0,-75195.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-14428.0,-65341.0,127950.0,-75195.0,Income Statement
Basic/Primary Weighted Average Shares,,,58689.0,183498.0,184282.0,185560.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.25,-0.36,0.69,-0.41,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.25,-0.36,0.69,-0.41,Income Statement
Diluted Weighted Average Shares,,,58689.0,183498.0,202326.0,185560.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.25,-0.36,0.63,-0.41,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.25,-0.36,0.63,-0.41,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,1110.0,141.0,92.0,129.0,Income Statement
"Depreciat/Amort, Suppl",,,894.0,1019.0,1089.0,1220.0,Income Statement
Total Special Items,,,0.0,,,0.0,Income Statement
Normalzd Income Before Tax,,,-14428.0,-65341.0,127950.0,-75195.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,0.0,,,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,0.0,0.0,0.0,0.0,Income Statement
Normalized Income After Tax,,,-14428.0,-65341.0,127950.0,-75195.0,Income Statement
Normalzd Inc Avail to Common,,,-14428.0,-65341.0,127950.0,-75195.0,Income Statement
Basic Normalized EPS,,,-0.25,-0.36,0.69,-0.41,Income Statement
Diluted Normalized EPS,,,-0.25,-0.36,0.63,-0.41,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-107091.0,-65341.0,62608.0,-12587.0,Cash Flow
Depreciation/Depletion,,,2170.0,1019.0,2108.0,3328.0,Cash Flow
Non-Cash Items,,,51708.0,42205.0,-106713.0,-54059.0,Cash Flow
"Cash Interest Pd, Suppl",,,1417.0,86.0,152.0,253.0,Cash Flow
Accounts Receivable,,,-8787.0,1426.0,830.0,-10240.0,Cash Flow
Inventories,,,-8010.0,-16302.0,-34826.0,-41807.0,Cash Flow
Prepaid Expenses,,,-7628.0,5036.0,7049.0,7342.0,Cash Flow
Other Assets,,,-14499.0,842.0,1283.0,1970.0,Cash Flow
Accounts Payable,,,1876.0,1880.0,-415.0,1177.0,Cash Flow
Accrued Expenses,,,6878.0,2707.0,5977.0,10148.0,Cash Flow
Changes in Working Capital,,,-3191.0,-7990.0,-26796.0,-28836.0,Cash Flow
Total Cash from Operations,,,-56404.0,-30107.0,-68793.0,-92154.0,Cash Flow
Capital Expenditures,,,-18099.0,-5767.0,-11141.0,-16402.0,Cash Flow
Sale/Maturity of Investment,,,,,4000.0,29550.0,Cash Flow
Purchase of Investments,,,-15491.0,-66942.0,-87655.0,-87655.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-15491.0,-66942.0,-83655.0,-58105.0,Cash Flow
Total Cash from Investing,,,-33590.0,-72709.0,-94796.0,-74507.0,Cash Flow
Financing Cash Flow Items,,,123270.0,,,0.0,Cash Flow
"Preferred Stock, Net",,,0.0,,,,Cash Flow
Options Exercised,,,385.0,167.0,570.0,1243.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,385.0,167.0,570.0,1243.0,Cash Flow
Long Term Debt Issued,,,187758.0,0.0,0.0,6664.0,Cash Flow
Long Term Debt Reduction,,,,,,-8089.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,159231.0,-534.0,-1067.0,-1780.0,Cash Flow
Total Cash From Financing,,,282886.0,-367.0,-497.0,-537.0,Cash Flow
Foreign Exchange Effects,,,-7.0,7.0,-7.0,-57.0,Cash Flow
Net Change in Cash,,,192885.0,-103176.0,-164093.0,-167255.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,15517.0,208402.0,208402.0,208402.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,208402.0,105226.0,44309.0,41147.0,Cash Flow
"Depreciation, Supplemental",,,2170.0,1019.0,2108.0,3328.0,Cash Flow
Free Cash Flow,,,-74503.0,-35874.0,-79934.0,-108556.0,
FCF Growth,,,,-0.5184891883548314,1.22818754529743,0.35807040808667145,
