,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Ret. Earn.(Accum. Deficit),,,,,,-526333.0,-575454.0,-619753.0,-661316.0,Balance Sheet
Unrealized Gain (Loss),,,,,,-228.0,-940.0,-927.0,-762.0,Balance Sheet
"Other Equity, Total",,,,,,-184.0,-201.0,-276.0,-341.0,Balance Sheet
Total Equity,,,,,,299263.0,259654.0,230198.0,215539.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,375421.0,332850.0,301842.0,285920.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,197347.0,198263.0,216163.0,232677.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,17542.0,6180.0,11507.0,9641.0,Income Statement
"Cost of Revenue, Total",,,,,,14850.0,15463.0,18604.0,20518.0,Income Statement
Selling/Gen/Admin Expense,,,,,,15244.0,16264.0,16049.0,12449.0,Income Statement
Labor & Related Expense,,,,,,2850.0,2058.0,2721.0,2012.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,18094.0,18322.0,18770.0,14461.0,Income Statement
Research & Development,,,,,,22255.0,21297.0,18757.0,16918.0,Income Statement
Unusual Expense (Income),,,,,,0.0,,,,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,,,0.0,,,,Income Statement
Total Operating Expense,,,,,,55199.0,55082.0,56131.0,51897.0,Income Statement
Total Operating Income,,,,,,-37657.0,-48902.0,-44624.0,-42256.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-3.0,0.0,0.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,127.0,227.0,294.0,732.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,,,3.0,,,,Income Statement
"Other, Net",,,,,,53.0,4.0,-110.0,2.0,Income Statement
Income Before Tax,,,,,,-37474.0,-48674.0,-44440.0,-41522.0,Income Statement
Income Tax - Total,,,,,,-4.0,447.0,-141.0,41.0,Income Statement
Income After Tax,,,,,,-37470.0,-49121.0,-44299.0,-41563.0,Income Statement
Net Inc Before Extra Items,,,,,,-37470.0,-49121.0,-44299.0,-41563.0,Income Statement
Total Net Income,,,,,,-37470.0,-49121.0,-44299.0,-41563.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,-37470.0,-49121.0,-44299.0,-41563.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,-37470.0,-49121.0,-44299.0,-41563.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,197422.0,198166.0,198947.0,213519.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,-0.19,-0.25,-0.22,-0.19,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,-0.19,-0.25,-0.22,-0.19,Income Statement
Diluted Weighted Average Shares,,,,,,197422.0,198166.0,198947.0,213519.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,-0.19,-0.25,-0.22,-0.19,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,-0.19,-0.25,-0.22,-0.19,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,3.0,0.0,0.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,2133.0,2034.0,2068.0,1662.0,Income Statement
Total Special Items,,,,,,0.0,,,,Income Statement
Normalzd Income Before Tax,,,,,,-37474.0,-48674.0,-44440.0,-41522.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,0.0,,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,-4.0,447.0,-141.0,41.0,Income Statement
Normalized Income After Tax,,,,,,-37470.0,-49121.0,-44299.0,-41563.0,Income Statement
Normalzd Inc Avail to Common,,,,,,-37470.0,-49121.0,-44299.0,-41563.0,Income Statement
Basic Normalized EPS,,,,,,-0.19,-0.25,-0.22,-0.19,Income Statement
Diluted Normalized EPS,,,,,,-0.19,-0.25,-0.22,-0.19,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,-212236.0,-49121.0,-93420.0,-134983.0,Cash Flow
Depreciation/Depletion,,,,,,8452.0,2172.0,4362.0,6071.0,Cash Flow
Deferred Taxes,,,,,,3.0,,,,Cash Flow
Unusual Items,,,,,,-10124.0,,0.0,0.0,Cash Flow
Other Non-Cash Items,,,,,,94181.0,11337.0,19553.0,27649.0,Cash Flow
Non-Cash Items,,,,,,84057.0,11337.0,19553.0,27649.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,820.0,407.0,334.0,3.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,80.0,3.0,3.0,394.0,Cash Flow
Accounts Receivable,,,,,,-2516.0,4609.0,5057.0,6013.0,Cash Flow
Inventories,,,,,,8833.0,-3199.0,-4168.0,-2199.0,Cash Flow
Prepaid Expenses,,,,,,-1078.0,2249.0,5794.0,7954.0,Cash Flow
Other Assets,,,,,,166.0,41.0,-35.0,-79.0,Cash Flow
Accounts Payable,,,,,,-2829.0,2114.0,3508.0,325.0,Cash Flow
Accrued Expenses,,,,,,-554.0,-3832.0,-6959.0,-2639.0,Cash Flow
Changes in Working Capital,,,,,,-946.0,305.0,196.0,5584.0,Cash Flow
Total Cash from Operations,,,,,,-120670.0,-35307.0,-69309.0,-95679.0,Cash Flow
Capital Expenditures,,,,,,-5641.0,-1545.0,-2580.0,-2884.0,Cash Flow
Acquisition of Business,,,,,,0.0,,,,Cash Flow
Sale of Fixed Assets,,,,,,0.0,,,,Cash Flow
Sale/Maturity of Investment,,,,,,214645.0,79249.0,152161.0,211845.0,Cash Flow
Purchase of Investments,,,,,,-341701.0,-35358.0,-35358.0,-110941.0,Cash Flow
Other Investing Cash Flow,,,,,,0.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-127056.0,43891.0,116803.0,100904.0,Cash Flow
Total Cash from Investing,,,,,,-132697.0,42346.0,114223.0,98020.0,Cash Flow
Financing Cash Flow Items,,,,,,-20042.0,0.0,-51.0,-2103.0,Cash Flow
Sale/Issuance of Common,,,,,,3560.0,,8206.0,27370.0,Cash Flow
Repurch/Retirement Common,,,,,,0.0,,,,Cash Flow
"Common Stock, Net",,,,,,3560.0,,8206.0,27370.0,Cash Flow
"Preferred Stock, Net",,,,,,0.0,,,,Cash Flow
Warrants Converted,,,,,,89270.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,92830.0,0.0,8206.0,27370.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,0.0,,,,Cash Flow
Total Cash From Financing,,,,,,72788.0,0.0,8155.0,25267.0,Cash Flow
Foreign Exchange Effects,,,,,,-5.0,16.0,-109.0,-185.0,Cash Flow
Net Change in Cash,,,,,,-180584.0,7055.0,52960.0,27423.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,204648.0,24064.0,24064.0,24064.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,24064.0,31119.0,77024.0,51487.0,Cash Flow
"Depreciation, Supplemental",,,,,,8452.0,2172.0,4362.0,6071.0,Cash Flow
Free Cash Flow,,,,,,-126311.0,-36852.0,-71889.0,-98563.0,
FCF Growth,,,,,,,-0.7082439375826333,0.9507489417127972,0.37104424877241304,
