,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Basic/Primary EPS Incl. Extra. Items,,,,0.02,-0.06,-0.19,-0.19,Income Statement
Diluted Weighted Average Shares,,,,50272.0,50955.0,53184.0,53492.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,0.02,-0.06,-0.19,-0.19,Income Statement
Diluted EPS Incl. Extra. Items,,,,0.02,-0.06,-0.19,-0.19,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,75.0,73.0,73.0,74.0,Income Statement
"Depreciat/Amort, Suppl",,,,926.0,1063.0,1197.0,1170.0,Income Statement
Normalzd Income Before Tax,,,,1681.0,-3129.0,-8935.0,-9313.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,574.0,0.0,1252.0,840.0,Income Statement
Normalized Income After Tax,,,,1107.0,-3129.0,-10187.0,-10153.0,Income Statement
Normalzd Inc Avail to Common,,,,1107.0,-3129.0,-10187.0,-10153.0,Income Statement
Basic Normalized EPS,,,,0.02,-0.06,-0.19,-0.19,Income Statement
Diluted Normalized EPS,,,,0.02,-0.06,-0.19,-0.19,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,9840.0,-3129.0,-13316.0,-23469.0,Cash Flow
Depreciation/Depletion,,,,3034.0,1063.0,2260.0,3430.0,Cash Flow
Unusual Items,,,,69.0,,,23.0,Cash Flow
Other Non-Cash Items,,,,26843.0,7274.0,15082.0,23323.0,Cash Flow
Non-Cash Items,,,,26912.0,7274.0,15082.0,23346.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,472.0,89.0,2297.0,3085.0,Cash Flow
"Cash Interest Pd, Suppl",,,,151.0,37.0,75.0,112.0,Cash Flow
Accounts Receivable,,,,-14361.0,-2695.0,-6960.0,-12220.0,Cash Flow
Inventories,,,,-10488.0,-2788.0,-5676.0,-8706.0,Cash Flow
Prepaid Expenses,,,,-3430.0,261.0,1072.0,-1537.0,Cash Flow
Accounts Payable,,,,3514.0,-467.0,-1760.0,-441.0,Cash Flow
Accrued Expenses,,,,25220.0,-6522.0,106.0,-1127.0,Cash Flow
Changes in Working Capital,,,,-14300.0,-14308.0,-16187.0,-28534.0,Cash Flow
Total Cash from Operations,,,,25486.0,-9100.0,-12161.0,-25227.0,Cash Flow
Capital Expenditures,,,,-13645.0,-2745.0,-5864.0,-8173.0,Cash Flow
Sale/Maturity of Investment,,,,97000.0,47000.0,67000.0,184000.0,Cash Flow
Purchase of Investments,,,,-134377.0,-112073.0,-230814.0,-332103.0,Cash Flow
Other Investing Cash Flow,,,,,-5693.0,-5693.0,-5693.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-37377.0,-70766.0,-169507.0,-153796.0,Cash Flow
Total Cash from Investing,,,,-51022.0,-73511.0,-175371.0,-161969.0,Cash Flow
Financing Cash Flow Items,,,,-2354.0,-1624.0,-3375.0,-4599.0,Cash Flow
"Common Stock, Net",,,,5558.0,177821.0,177821.0,182816.0,Cash Flow
Options Exercised,,,,869.0,345.0,501.0,610.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,6427.0,178166.0,178322.0,183426.0,Cash Flow
Long Term Debt Issued,,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,,0.0,,,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,0.0,,,,Cash Flow
Total Cash From Financing,,,,4073.0,176542.0,174947.0,178827.0,Cash Flow
Foreign Exchange Effects,,,,-402.0,-127.0,-443.0,-855.0,Cash Flow
Net Change in Cash,,,,-21865.0,93804.0,-13028.0,-9224.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,114617.0,92752.0,92752.0,92752.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,92752.0,186556.0,79724.0,83528.0,Cash Flow
"Depreciation, Supplemental",,,,3034.0,1063.0,2260.0,3430.0,Cash Flow
Free Cash Flow,,,,11841.0,-11845.0,-18025.0,-33400.0,
FCF Growth,,,,,-2.0003378093066466,0.5217391304347827,0.8529819694868239,
