,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Normalzd Income Before Tax,,,,,-61357.0,-61196.0,-52084.0,-45319.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,0.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,0.0,0.0,0.0,Income Statement
Normalized Income After Tax,,,,,-61357.0,-61196.0,-52084.0,-45319.0,Income Statement
Normalzd Inc Avail to Common,,,,,-61433.0,-61136.0,-52046.0,-45281.0,Income Statement
Basic Normalized EPS,,,,,-0.43,-0.43,-0.37,-0.32,Income Statement
Diluted Normalized EPS,,,,,-0.43,-0.43,-0.37,-0.32,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,-207298.0,-62796.0,-114880.0,-160199.0,Cash Flow
Depreciation/Depletion,,,,,12254.0,4637.0,9409.0,14364.0,Cash Flow
Amortization,,,,,1699.0,419.0,842.0,1270.0,Cash Flow
Unusual Items,,,,,7233.0,862.0,1414.0,1825.0,Cash Flow
Other Non-Cash Items,,,,,50201.0,14633.0,33388.0,49224.0,Cash Flow
Non-Cash Items,,,,,57434.0,15495.0,34802.0,51049.0,Cash Flow
Accounts Receivable,,,,,-7362.0,-5109.0,-6303.0,-9139.0,Cash Flow
Inventories,,,,,-5200.0,-1739.0,-2284.0,-2212.0,Cash Flow
Prepaid Expenses,,,,,1286.0,962.0,644.0,601.0,Cash Flow
Accrued Expenses,,,,,8522.0,2035.0,-715.0,-3041.0,Cash Flow
Payable/Accrued,,,,,3940.0,-7545.0,-8956.0,-3419.0,Cash Flow
Changes in Working Capital,,,,,-56816.0,-22208.0,-41691.0,-60410.0,Cash Flow
Total Cash from Operations,,,,,-192727.0,-64453.0,-111518.0,-153926.0,Cash Flow
Capital Expenditures,,,,,-61746.0,-3077.0,-8375.0,-13807.0,Cash Flow
Sale/Maturity of Investment,,,,,559500.0,101000.0,136000.0,228000.0,Cash Flow
Purchase of Investments,,,,,-316544.0,-60235.0,-85191.0,-113744.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,242956.0,40765.0,50809.0,114256.0,Cash Flow
Total Cash from Investing,,,,,181210.0,37688.0,42434.0,100449.0,Cash Flow
Financing Cash Flow Items,,,,,429.0,0.0,0.0,124691.0,Cash Flow
"Common Stock, Net",,,,,0.0,,,,Cash Flow
Options Exercised,,,,,26717.0,2749.0,6739.0,7568.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,26717.0,2749.0,6739.0,7568.0,Cash Flow
Total Cash From Financing,,,,,27146.0,2749.0,6739.0,132259.0,Cash Flow
Net Change in Cash,,,,,15629.0,-24016.0,-62345.0,78782.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,125574.0,141203.0,141203.0,141203.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,141203.0,117187.0,78858.0,219985.0,Cash Flow
"Depreciation, Supplemental",,,,,12254.0,4637.0,9409.0,14364.0,Cash Flow
Free Cash Flow,,,,,-254473.0,-67530.0,-119893.0,-167733.0,
FCF Growth,,,,,,-0.7346280351943035,0.7754035243595438,0.3990224616950113,
