,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,45225.0,24514.0,25233.0,24780.0,Balance Sheet
Total Liabilities,,,104562.0,90161.0,112437.0,112234.0,Balance Sheet
Redeemable Preferred Stock,,,0.0,0.0,0.0,,Balance Sheet
Common Stock,,,18.0,18.0,18.0,18.0,Balance Sheet
Additional Paid-In Capital,,,612680.0,634443.0,640072.0,645583.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-320326.0,-328472.0,-332104.0,-347576.0,Balance Sheet
"Other Equity, Total",,,220.0,-251.0,-1001.0,-1708.0,Balance Sheet
Total Equity,,,292592.0,305738.0,306985.0,296317.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,397154.0,395899.0,419422.0,408551.0,Balance Sheet
Ttl Comm. Shares Outs.,,,177342.0,181830.0,182776.0,183567.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,38006.0,27824.0,43371.0,50864.0,Income Statement
"Cost of Revenue, Total",,,8042.0,5355.0,6485.0,7425.0,Income Statement
Selling/Gen/Admin Expense,,,22419.0,18173.0,18124.0,37699.0,Income Statement
Labor & Related Expense,,,5012.0,7848.0,10521.0,11607.0,Income Statement
Advertising Expense,,,6405.0,7331.0,11027.0,8686.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,33836.0,33352.0,39672.0,57992.0,Income Statement
Depreciation/Amortization,,,1755.0,1696.0,1175.0,1561.0,Income Statement
Total Operating Expense,,,43633.0,40403.0,47332.0,66978.0,Income Statement
Total Operating Income,,,-5627.0,-12579.0,-3961.0,-16114.0,Income Statement
"Inter Expse,Net Non-Operat",,,-19.0,-18.0,-24.0,-19.0,Income Statement
"Inter Income, Non-Operating",,,21.0,139.0,658.0,1287.0,Income Statement
"Invest Income, Non-Operat",,,39653.0,4579.0,0.0,0.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,39674.0,4718.0,658.0,1287.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,-90.0,-256.0,-532.0,-257.0,Income Statement
Income Before Tax,,,33938.0,-8135.0,-3859.0,-15103.0,Income Statement
Income Tax - Total,,,54.0,11.0,-227.0,44.0,Income Statement
Income After Tax,,,33884.0,-8146.0,-3632.0,-15147.0,Income Statement
Equity In Affiliates,,,,,,-325.0,Income Statement
Net Inc Before Extra Items,,,33884.0,-8146.0,-3632.0,-15472.0,Income Statement
Total Net Income,,,33884.0,-8146.0,-3632.0,-15472.0,Income Statement
Income Available to Common Excl. Extra. Items,,,33884.0,-8146.0,-3632.0,-15472.0,Income Statement
Income Available to Common Incl. Extra. Items,,,33884.0,-8146.0,-3632.0,-15472.0,Income Statement
Basic/Primary Weighted Average Shares,,,176541.0,179671.0,181730.0,182493.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,0.19,-0.05,-0.02,-0.08,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,0.19,-0.05,-0.02,-0.08,Income Statement
Diluted Weighted Average Shares,,,176541.0,179671.0,181730.0,182493.0,Income Statement
Diluted EPS Excl. Extra. Items,,,0.19,-0.05,-0.02,-0.08,Income Statement
Diluted EPS Incl. Extra. Items,,,0.19,-0.05,-0.02,-0.08,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,19.0,18.0,24.0,19.0,Income Statement
"Depreciat/Amort, Suppl",,,3100.0,2700.0,2700.0,2700.0,Income Statement
Total Special Items,,,1483.0,-80.0,410.0,18168.0,Income Statement
Normalzd Income Before Tax,,,35421.0,-8215.0,-3449.0,3065.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,2.0,-28.0,144.0,6359.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,56.0,-17.0,-84.0,6403.0,Income Statement
Normalized Income After Tax,,,35365.0,-8198.0,-3366.0,-3338.0,Income Statement
Normalzd Inc Avail to Common,,,35365.0,-8198.0,-3366.0,-3663.0,Income Statement
Basic Normalized EPS,,,0.2,-0.05,-0.02,-0.02,Income Statement
Diluted Normalized EPS,,,0.2,-0.05,-0.02,-0.02,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-64049.0,-8146.0,-11778.0,-27250.0,Cash Flow
Depreciation/Depletion,,,14683.0,3428.0,6325.0,9634.0,Cash Flow
Deferred Taxes,,,-272.0,0.0,-246.0,-225.0,Cash Flow
Unusual Items,,,43990.0,-4572.0,-4563.0,-4549.0,Cash Flow
Equity in Net Earnings/Loss,,,,,,325.0,Cash Flow
Other Non-Cash Items,,,13835.0,4921.0,10570.0,15567.0,Cash Flow
Non-Cash Items,,,57825.0,349.0,6007.0,11343.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,0.0,45.0,45.0,Cash Flow
"Cash Interest Pd, Suppl",,,,0.0,7.0,7.0,Cash Flow
Accounts Receivable,,,-23024.0,-193.0,-12168.0,-23480.0,Cash Flow
Prepaid Expenses,,,-3126.0,-2166.0,28.0,-753.0,Cash Flow
Other Assets,,,-24.0,52.0,14.0,-10.0,Cash Flow
Accounts Payable,,,3738.0,-515.0,636.0,-373.0,Cash Flow
Accrued Expenses,,,1753.0,-2726.0,-2964.0,15441.0,Cash Flow
Changes in Working Capital,,,6147.0,3257.0,13302.0,660.0,Cash Flow
Total Cash from Operations,,,14334.0,-1112.0,13610.0,-5838.0,Cash Flow
Purchase of Fixed Assets,,,-881.0,-297.0,-389.0,-443.0,Cash Flow
Software Development Costs,,,-6340.0,-1732.0,-3727.0,-5751.0,Cash Flow
Capital Expenditures,,,-7221.0,-2029.0,-4116.0,-6194.0,Cash Flow
Acquisition of Business,,,,,-5711.0,-5711.0,Cash Flow
Sale of Fixed Assets,,,24.0,0.0,0.0,2.0,Cash Flow
Sale/Maturity of Investment,,,0.0,,12600.0,55383.0,Cash Flow
Purchase of Investments,,,-4293.0,-123642.0,-174328.0,-253592.0,Cash Flow
Other Investing Cash Flow,,,0.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-4269.0,-123642.0,-167439.0,-203918.0,Cash Flow
Total Cash from Investing,,,-11490.0,-125671.0,-171555.0,-210112.0,Cash Flow
Financing Cash Flow Items,,,-41416.0,-393.0,-1301.0,-2224.0,Cash Flow
Options Exercised,,,6505.0,2353.0,3791.0,4972.0,Cash Flow
Warrants Converted,,,,-7.0,-7.0,-7.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,6505.0,2346.0,3784.0,4965.0,Cash Flow
Long Term Debt Issued,,,268282.0,,,0.0,Cash Flow
Long Term Debt Reduction,,,-38124.0,,,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,230158.0,,,0.0,Cash Flow
Total Cash From Financing,,,195247.0,1953.0,2483.0,2741.0,Cash Flow
Foreign Exchange Effects,,,-35.0,-24.0,-105.0,-177.0,Cash Flow
Net Change in Cash,,,198056.0,-124854.0,-155567.0,-213386.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,80848.0,278904.0,278904.0,278904.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,278904.0,154050.0,123337.0,65518.0,Cash Flow
"Depreciation, Supplemental",,,14683.0,3428.0,6325.0,9634.0,Cash Flow
Free Cash Flow,,,7113.0,-3141.0,9494.0,-12032.0,
FCF Growth,,,,-1.4415858287642345,-4.022604266157275,-2.2673267326732676,
