,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Diluted Normalized EPS,,,1.09,1.36,1.33,0.96,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,1351.0,348.0,582.0,809.0,Cash Flow
Depreciation/Depletion,,,92.0,25.0,47.0,72.0,Cash Flow
Amortization,,,103.0,28.0,56.0,88.0,Cash Flow
Deferred Taxes,,,-288.0,-4.0,-9.0,-18.0,Cash Flow
Discontinued Operations,,,298.0,0.0,0.0,0.0,Cash Flow
Unusual Items,,,7.0,,9.0,9.0,Cash Flow
Purchased R&D,,,,,97.0,107.0,Cash Flow
Other Non-Cash Items,,,193.0,15.0,24.0,31.0,Cash Flow
Non-Cash Items,,,498.0,15.0,130.0,147.0,Cash Flow
Accounts Receivable,,,-277.0,54.0,-125.0,-119.0,Cash Flow
Inventories,,,-138.0,14.0,-81.0,-134.0,Cash Flow
Other Assets,,,353.0,-37.0,-76.0,-76.0,Cash Flow
Accounts Payable,,,663.0,-298.0,-237.0,-323.0,Cash Flow
Accrued Expenses,,,329.0,-45.0,-53.0,108.0,Cash Flow
Changes in Working Capital,,,702.0,-289.0,-532.0,-507.0,Cash Flow
Total Cash from Operations,,,2458.0,123.0,274.0,591.0,Cash Flow
Purchase of Fixed Assets,,,-192.0,-33.0,-78.0,-133.0,Cash Flow
Purchase/Acq of Intangibles,,,-104.0,,,-105.0,Cash Flow
Capital Expenditures,,,-296.0,-33.0,-78.0,-238.0,Cash Flow
Acquisition of Business,,,-192.0,-30.0,-69.0,-124.0,Cash Flow
Sale of Fixed Assets,,,7.0,,1.0,3.0,Cash Flow
Other Investing Cash Flow,,,0.0,0.0,0.0,0.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-185.0,-30.0,-68.0,-121.0,Cash Flow
Total Cash from Investing,,,-481.0,-63.0,-146.0,-359.0,Cash Flow
Financing Cash Flow Items,,,-8916.0,-18.0,-25.0,-28.0,Cash Flow
Total Cash Dividends Paid,,,-145.0,-71.0,-143.0,-217.0,Cash Flow
"Short Term Debt, Net",,,-1624.0,0.0,,-106.0,Cash Flow
Long Term Debt Issued,,,9470.0,,0.0,0.0,Cash Flow
Long Term Debt Reduction,,,-118.0,-2.0,-106.0,0.0,Cash Flow
"Long Term Debt, Net",,,9352.0,-2.0,-106.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,7728.0,-2.0,-106.0,-106.0,Cash Flow
Total Cash From Financing,,,-1333.0,-91.0,-274.0,-351.0,Cash Flow
Foreign Exchange Effects,,,23.0,-12.0,-46.0,-119.0,Cash Flow
Net Change in Cash,,,667.0,-43.0,-192.0,-238.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,70.0,737.0,737.0,737.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,737.0,694.0,545.0,499.0,Cash Flow
"Depreciation, Supplemental",,,92.0,25.0,47.0,72.0,Cash Flow
Free Cash Flow,,,2162.0,90.0,196.0,353.0,
FCF Growth,,,,-0.9583718778908418,1.1777777777777776,0.8010204081632653,
