,2020,2021,2022,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Report
Date,,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Income Statement
Total Revenue,,,,343735.0,361898.0,411859.0,482156.0,Income Statement
"Cost of Revenue, Total",,,,136424.0,136494.0,138330.0,145861.0,Income Statement
Selling/Gen/Admin Expense,,,,36986.0,39794.0,47102.0,51448.0,Income Statement
Labor & Related Expense,,,,2556.0,2534.0,2971.0,4104.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,39542.0,42328.0,50073.0,55552.0,Income Statement
Depreciation/Amortization,,,,37691.0,37118.0,35345.0,35400.0,Income Statement
Restructuring Charge,,,,,0.0,,,Income Statement
Impair-Assets Held for Use,,,,0.0,0.0,0.0,0.0,Income Statement
Other Unusual Expnse (In),,,,,0.0,,,Income Statement
Unusual Expense (Income),,,,0.0,0.0,0.0,0.0,Income Statement
"Other Operat Expse, Total",,,,4553.0,903.0,2112.0,6621.0,Income Statement
Total Operating Expense,,,,218210.0,216843.0,225860.0,243434.0,Income Statement
Total Operating Income,,,,125525.0,145055.0,185999.0,238722.0,Income Statement
"Inter Expse, Non-Operating",,,,-1918.0,-1775.0,-1815.0,-2501.0,Income Statement
"Inter Capital, Non-Operat",,,,1249.0,1085.0,1158.0,975.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-669.0,-690.0,-657.0,-1526.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,-41745.0,-22832.0,-192719.0,-56854.0,Income Statement
Income Before Tax,,,,83111.0,121533.0,-7377.0,180342.0,Income Statement
Income Tax - Total,,,,403.0,902.0,-6505.0,24848.0,Income Statement
Income After Tax,,,,82708.0,120631.0,-872.0,155494.0,Income Statement
Net Inc Before Extra Items,,,,82708.0,120631.0,-872.0,155494.0,Income Statement
Total Net Income,,,,82708.0,120631.0,-872.0,155494.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,82708.0,120631.0,-872.0,155494.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,82708.0,120631.0,-872.0,155494.0,Income Statement
Basic/Primary Weighted Average Shares,,,,51094.0,51251.0,51602.0,51757.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,1.62,2.35,-0.02,3.0,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,1.62,2.35,-0.02,3.0,Income Statement
Diluted Weighted Average Shares,,,,54714.0,62851.0,51602.0,54886.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,1.51,1.92,-0.02,2.83,Income Statement
Diluted EPS Incl. Extra. Items,,,,1.51,1.92,-0.02,2.83,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,0.0,,,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,669.0,690.0,657.0,1526.0,Income Statement
"Interest Capitalized, Suppl",,,,-1249.0,-1085.0,-1158.0,-975.0,Income Statement
"Depreciat/Amort, Suppl",,,,37691.0,37118.0,35345.0,35400.0,Income Statement
Total Special Items,,,,0.0,0.0,0.0,0.0,Income Statement
Normalzd Income Before Tax,,,,83111.0,121533.0,-7377.0,180342.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,0.0,0.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,403.0,902.0,-6505.0,24848.0,Income Statement
Normalized Income After Tax,,,,82708.0,120631.0,-872.0,155494.0,Income Statement
Normalzd Inc Avail to Common,,,,82708.0,120631.0,-872.0,155494.0,Income Statement
Basic Normalized EPS,,,,1.62,2.35,-0.02,3.0,Income Statement
Diluted Normalized EPS,,,,1.51,1.92,-0.02,2.83,Income Statement
Date,,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Cash Flow
Net Income,,,,-64629.0,56002.0,-872.0,154622.0,Cash Flow
Depreciation/Depletion,,,,113522.0,150640.0,35345.0,70745.0,Cash Flow
Deferred Taxes,,,,-34.0,364.0,-5944.0,15992.0,Cash Flow
Unusual Items,,,,158037.0,79512.0,99662.0,28557.0,Cash Flow
Other Non-Cash Items,,,,22395.0,25597.0,2389.0,5854.0,Cash Flow
Non-Cash Items,,,,180432.0,105109.0,102051.0,34411.0,Cash Flow
Accounts Receivable,,,,-54757.0,-52228.0,-71151.0,-97569.0,Cash Flow
Other Assets,,,,7337.0,10390.0,189.0,-12175.0,Cash Flow
Accounts Payable,,,,23168.0,29351.0,23348.0,33329.0,Cash Flow
Payable/Accrued,,,,47484.0,28500.0,11410.0,52010.0,Cash Flow
Changes in Working Capital,,,,18266.0,5043.0,-40437.0,-35662.0,Cash Flow
Total Cash from Operations,,,,247557.0,317158.0,90143.0,240108.0,Cash Flow
Capital Expenditures,,,,-143091.0,-231113.0,-88811.0,-177918.0,Cash Flow
Sale of Fixed Assets,,,,19053.0,19053.0,,237.0,Cash Flow
Other Investing Cash Flow,,,,5797.0,9128.0,-1396.0,-5623.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,24850.0,28181.0,-1396.0,-5386.0,Cash Flow
Total Cash from Investing,,,,-118241.0,-202932.0,-90207.0,-183304.0,Cash Flow
Financing Cash Flow Items,,,,-2426.0,-3122.0,-3068.0,-1388.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,-23374.0,Cash Flow
Long Term Debt Issued,,,,627000.0,898000.0,274000.0,489000.0,Cash Flow
Long Term Debt Reduction,,,,-747676.0,-1001008.0,-274000.0,-524000.0,Cash Flow
"Long Term Debt, Net",,,,-120676.0,-103008.0,0.0,-35000.0,Cash Flow
Total Debt Reduction,,,,0.0,,,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-120676.0,-103008.0,0.0,-35000.0,Cash Flow
Total Cash From Financing,,,,-123102.0,-106130.0,-3068.0,-59762.0,Cash Flow
Net Change in Cash,,,,6214.0,8096.0,-3132.0,-2958.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,42248.0,42248.0,50344.0,50344.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,48462.0,50344.0,47212.0,47386.0,Cash Flow
"Depreciation, Supplemental",,,,113522.0,150640.0,35345.0,70745.0,Cash Flow
Free Cash Flow,,,,104466.0,86045.0,1332.0,62190.0,
FCF Growth,,,,,-0.17633488407711595,-0.9845197280492766,45.689189189189186,
