,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Selling/Gen/Admin Expense,,,5367.0,5697.0,6373.0,6888.0,Income Statement
Labor & Related Expense,,,1234.0,1738.0,2694.0,2704.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,6601.0,7435.0,9067.0,9592.0,Income Statement
Research & Development,,,25939.0,24490.0,33125.0,35197.0,Income Statement
Total Operating Expense,,,32540.0,31925.0,42192.0,44789.0,Income Statement
Total Operating Income,,,-32540.0,-31925.0,-42192.0,-43860.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,64.0,82.0,308.0,1976.0,Income Statement
OtherNon-OperatInc (Expnse),,,1139.0,1677.0,938.0,-3306.0,Income Statement
"Other, Net",,,1139.0,1677.0,938.0,-3306.0,Income Statement
Income Before Tax,,,-31337.0,-30166.0,-40946.0,-45190.0,Income Statement
Income After Tax,,,-31337.0,-30166.0,-40946.0,-45190.0,Income Statement
Net Inc Before Extra Items,,,-31337.0,-30166.0,-40946.0,-45190.0,Income Statement
Total Net Income,,,-31337.0,-30166.0,-40946.0,-45190.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-31337.0,-30166.0,-40946.0,-45190.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-31337.0,-30166.0,-40946.0,-45190.0,Income Statement
Basic/Primary Weighted Average Shares,,,48393.0,48571.0,48675.0,57207.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.65,-0.62,-0.84,-0.79,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.65,-0.62,-0.84,-0.79,Income Statement
Diluted Weighted Average Shares,,,48393.0,48571.0,48675.0,57207.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.65,-0.62,-0.84,-0.79,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.65,-0.62,-0.84,-0.79,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,472.0,514.0,648.0,717.0,Income Statement
Normalzd Income Before Tax,,,-31337.0,-30166.0,-40946.0,-45190.0,Income Statement
Normalized Income After Tax,,,-31337.0,-30166.0,-40946.0,-45190.0,Income Statement
Normalzd Inc Avail to Common,,,-31337.0,-30166.0,-40946.0,-45190.0,Income Statement
Basic Normalized EPS,,,-0.65,-0.62,-0.84,-0.79,Income Statement
Diluted Normalized EPS,,,-0.65,-0.62,-0.84,-0.79,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-120314.0,-30166.0,-71112.0,-116302.0,Cash Flow
Depreciation/Depletion,,,1535.0,514.0,1162.0,1879.0,Cash Flow
Unusual Items,,,33389.0,-1677.0,-2615.0,691.0,Cash Flow
Other Non-Cash Items,,,10422.0,5432.0,12083.0,19166.0,Cash Flow
Non-Cash Items,,,43811.0,3755.0,9468.0,19857.0,Cash Flow
Prepaid Expenses,,,-7528.0,1149.0,-2894.0,-9368.0,Cash Flow
Other Assets,,,,,,-929.0,Cash Flow
Accounts Payable,,,6829.0,-5105.0,-1017.0,-6411.0,Cash Flow
Accrued Expenses,,,4037.0,-3654.0,4128.0,1820.0,Cash Flow
Changes in Working Capital,,,-2912.0,-7610.0,217.0,5126.0,Cash Flow
Total Cash from Operations,,,-77880.0,-33507.0,-60265.0,-89440.0,Cash Flow
Capital Expenditures,,,-4359.0,-2908.0,-5627.0,-8264.0,Cash Flow
Sale/Maturity of Investment,,,136755.0,63000.0,147750.0,242700.0,Cash Flow
Purchase of Investments,,,-371494.0,0.0,-74249.0,-222078.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-234739.0,63000.0,73501.0,20622.0,Cash Flow
Total Cash from Investing,,,-239098.0,60092.0,67874.0,12358.0,Cash Flow
Financing Cash Flow Items,,,-2850.0,,0.0,-605.0,Cash Flow
"Common Stock, Net",,,285214.0,,325.0,288230.0,Cash Flow
"Preferred Stock, Net",,,93759.0,0.0,0.0,0.0,Cash Flow
Options Exercised,,,966.0,505.0,625.0,1733.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,379939.0,505.0,950.0,289963.0,Cash Flow
Short Term Debt Issued,,,0.0,,,,Cash Flow
Short Term Debt Reduction,,,0.0,,,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,0.0,,,,Cash Flow
Total Cash From Financing,,,377089.0,505.0,950.0,289358.0,Cash Flow
Net Change in Cash,,,60111.0,27090.0,8559.0,212276.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,9456.0,69567.0,69567.0,69567.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,69567.0,96657.0,78126.0,281843.0,Cash Flow
"Depreciation, Supplemental",,,1535.0,514.0,1162.0,1879.0,Cash Flow
Free Cash Flow,,,-82239.0,-36415.0,-65892.0,-97704.0,
FCF Growth,,,,-0.5572052189350551,0.8094741178085954,0.4827900200327808,
