,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Labor & Related Expense,,,66102.0,40748.0,41431.0,42500.0,Income Statement
Advertising Expense,,,,,0.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,94859.0,60755.0,60724.0,64836.0,Income Statement
Depreciation,,,4287.0,4405.0,4509.0,4489.0,Income Statement
Amortiz of Intangibles,,,800.0,800.0,800.0,800.0,Income Statement
Depreciation/Amortization,,,5087.0,5205.0,5309.0,5289.0,Income Statement
"Inter/Invest Inc, Operating",,,-146.0,-123.0,-275.0,-409.0,Income Statement
Other Unusual Expnse (In),,,7265.0,,,,Income Statement
Unusual Expense (Income),,,7532.0,31.0,93.0,114.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,267.0,31.0,93.0,114.0,Income Statement
Other Operating Expense,,,16329.0,15721.0,15601.0,17673.0,Income Statement
"Other, Net",,,,,1754.0,708.0,Income Statement
"Other Operat Expse, Total",,,16058.0,15534.0,15559.0,17331.0,Income Statement
Total Operating Expense,,,168689.0,127668.0,133184.0,140535.0,Income Statement
Total Operating Income,,,-29781.0,6814.0,17439.0,10586.0,Income Statement
"Inter Expse,Net Non-Operat",,,-7570.0,-6099.0,-6097.0,-7090.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,1754.0,708.0,Income Statement
Income Before Tax,,,-37351.0,715.0,13096.0,4204.0,Income Statement
Income Tax - Total,,,-3531.0,165.0,2340.0,1006.0,Income Statement
Income After Tax,,,-33820.0,550.0,10756.0,3198.0,Income Statement
Minority Interest,,,19408.0,-356.0,-5645.0,-1606.0,Income Statement
Net Inc Before Extra Items,,,-14412.0,194.0,5111.0,1592.0,Income Statement
Total Net Income,,,-14412.0,194.0,5111.0,1592.0,Income Statement
Total Adjust to Net Income,,,-4198.0,0.0,0.0,0.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-18610.0,194.0,5111.0,1592.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-18610.0,194.0,5111.0,1592.0,Income Statement
Basic/Primary Weighted Average Shares,,,35807.0,35807.0,35991.0,38899.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.52,0.01,0.14,0.04,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.52,0.01,0.14,0.04,Income Statement
Diluted Weighted Average Shares,,,35807.0,39944.0,39687.0,42625.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.52,0.0,0.13,0.04,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.52,0.0,0.13,0.04,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,,,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,7570.0,6099.0,6097.0,7090.0,Income Statement
"Depreciat/Amort, Suppl",,,4300.0,4405.0,4509.0,4500.0,Income Statement
Total Special Items,,,7532.0,745.0,136.0,994.0,Income Statement
Normalzd Income Before Tax,,,-29819.0,1460.0,13232.0,5198.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,2636.0,172.0,24.0,238.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,-895.0,337.0,2364.0,1244.0,Income Statement
Normalized Income After Tax,,,-28924.0,1123.0,10868.0,3954.0,Income Statement
Normalzd Inc Avail to Common,,,-13714.0,767.0,5223.0,2348.0,Income Statement
Basic Normalized EPS,,,-0.38,0.02,0.15,0.06,Income Statement
Diluted Normalized EPS,,,-0.38,0.02,0.13,0.06,Income Statement
Date,,,2021-12-26 00:00:00,2022-03-27 00:00:00,2022-06-26 00:00:00,2022-09-26 00:00:00,Cash Flow
Net Income,,,-13416.0,550.0,11306.0,14504.0,Cash Flow
Depreciation/Depletion,,,23312.0,5205.0,10514.0,15803.0,Cash Flow
Deferred Taxes,,,-3532.0,165.0,2505.0,3511.0,Cash Flow
Unusual Items,,,7521.0,22.0,107.0,212.0,Cash Flow
Other Non-Cash Items,,,36013.0,5261.0,8610.0,13210.0,Cash Flow
Non-Cash Items,,,43534.0,5283.0,8717.0,13422.0,Cash Flow
"Cash Interest Pd, Suppl",,,43544.0,5356.0,10815.0,16856.0,Cash Flow
Accounts Receivable,,,-929.0,1808.0,-1155.0,-2098.0,Cash Flow
Inventories,,,-1003.0,931.0,439.0,144.0,Cash Flow
Other Assets,,,-2921.0,-319.0,754.0,1666.0,Cash Flow
Accounts Payable,,,1788.0,-3708.0,-2908.0,-1089.0,Cash Flow
Accrued Expenses,,,-4521.0,-9745.0,-6140.0,-8448.0,Cash Flow
Changes in Working Capital,,,-7024.0,-10403.0,-7683.0,-8271.0,Cash Flow
Total Cash from Operations,,,42874.0,800.0,25359.0,38969.0,Cash Flow
Capital Expenditures,,,-36183.0,-6279.0,-13940.0,-30012.0,Cash Flow
Sale of Fixed Assets,,,123.0,0.0,30.0,44.0,Cash Flow
Purchase of Investments,,,-200.0,0.0,0.0,0.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-77.0,0.0,30.0,44.0,Cash Flow
Total Cash from Investing,,,-36260.0,-6279.0,-13910.0,-29968.0,Cash Flow
Financing Cash Flow Items,,,374288.0,-771.0,-771.0,-771.0,Cash Flow
"Common Stock, Net",,,100.0,,0.0,0.0,Cash Flow
"Preferred Stock, Net",,,-221747.0,,,,Cash Flow
Options Exercised,,,,,1451.0,1722.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,-221647.0,,1451.0,1722.0,Cash Flow
Long Term Debt Issued,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,-161424.0,-831.0,-1662.0,-2493.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-161424.0,-831.0,-1662.0,-2493.0,Cash Flow
Total Cash From Financing,,,-8783.0,-1602.0,-982.0,-1542.0,Cash Flow
Net Change in Cash,,,-2169.0,-7081.0,10467.0,7459.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,41432.0,39263.0,39263.0,39263.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,39263.0,32182.0,49730.0,46722.0,Cash Flow
"Depreciation, Supplemental",,,23312.0,5205.0,10514.0,15803.0,Cash Flow
Free Cash Flow,,,6691.0,-5479.0,11419.0,8957.0,
FCF Growth,,,,-1.818861156777761,-3.084139441503924,-0.2156055696645941,
