,2018,2019,2020,2021,2022,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Report
IncTxsExcl ImpctofSpec Itms,,,,,,2479.0,2161.0,-490.0,2498.0,Income Statement
Normalized Income After Tax,,,,,,-90801.0,-100420.0,-101405.0,-97652.0,Income Statement
Normalzd Inc Avail to Common,,,,,,-90801.0,-100420.0,-101405.0,-97652.0,Income Statement
Basic Normalized EPS,,,,,,-0.65,-0.71,-0.72,-0.69,Income Statement
Diluted Normalized EPS,,,,,,-0.65,-0.71,-0.72,-0.69,Income Statement
Date,,,,,,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,Cash Flow
Net Income,,,,,,-91.0,-191.0,-293.0,-390.0,Cash Flow
Depreciation/Depletion,,,,,,9.0,19.0,29.0,40.0,Cash Flow
Amortization,,,,,,2.0,4.0,7.0,9.0,Cash Flow
Deferred Taxes,,,,,,0.0,-1.0,-1.0,-1.0,Cash Flow
Unusual Items,,,,,,0.0,0.0,0.0,0.0,Cash Flow
Other Non-Cash Items,,,,,,127.0,264.0,410.0,566.0,Cash Flow
Non-Cash Items,,,,,,127.0,264.0,410.0,566.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,2.0,4.0,4.0,6.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,1.0,1.0,1.0,Cash Flow
Accounts Receivable,,,,,,85.0,-13.0,-15.0,-143.0,Cash Flow
Prepaid Expenses,,,,,,-4.0,5.0,-10.0,-10.0,Cash Flow
Other Assets,,,,,,-24.0,-59.0,-99.0,-159.0,Cash Flow
Accounts Payable,,,,,,-1.0,0.0,3.0,14.0,Cash Flow
Accrued Expenses,,,,,,-27.0,-18.0,-1.0,4.0,Cash Flow
Changes in Working Capital,,,,,,46.0,45.0,66.0,97.0,Cash Flow
Total Cash from Operations,,,,,,93.0,142.0,219.0,322.0,Cash Flow
Purchase of Fixed Assets,,,,,,-6.0,-20.0,-48.0,-69.0,Cash Flow
Software Development Costs,,,,,,-3.0,-8.0,-14.0,-21.0,Cash Flow
Capital Expenditures,,,,,,-10.0,-29.0,-62.0,-91.0,Cash Flow
Acquisition of Business,,,,,,,0.0,0.0,-25.0,Cash Flow
Sale/Maturity of Investment,,,,,,323.0,629.0,955.0,1335.0,Cash Flow
Purchase of Investments,,,,,,-313.0,-624.0,-810.0,-845.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,10.0,5.0,145.0,465.0,Cash Flow
Total Cash from Investing,,,,,,0.0,-24.0,83.0,374.0,Cash Flow
Financing Cash Flow Items,,,,,,0.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,3.0,16.0,18.0,42.0,Cash Flow
Long Term Debt Issued,,,,,,,,,0.0,Cash Flow
Long Term Debt Reduction,,,,,,,,,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,,,0.0,Cash Flow
Total Cash From Financing,,,,,,3.0,16.0,18.0,41.0,Cash Flow
Net Change in Cash,,,,,,96.0,134.0,319.0,737.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,276.0,276.0,276.0,276.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,372.0,410.0,595.0,1013.0,Cash Flow
"Depreciation, Supplemental",,,,,,9.0,19.0,29.0,40.0,Cash Flow
Free Cash Flow,,,,,,83.0,113.0,157.0,231.0,
FCF Growth,,,,,,,0.3614457831325302,0.38938053097345127,0.4713375796178343,
