,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
Diluted EPS Incl. Extra. Items,,,-0.37,-0.3,-0.45,-0.34,Income Statement
Div/Share-ComStockPrimIssue,,,0.0,,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,133.0,26.0,25.0,25.0,Income Statement
"Depreciat/Amort, Suppl",,,708.0,710.0,739.0,800.0,Income Statement
Normalzd Income Before Tax,,,-15675.0,-12950.0,-19569.0,-14997.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,249.0,286.0,265.0,372.0,Income Statement
Normalized Income After Tax,,,-15924.0,-13236.0,-19834.0,-15369.0,Income Statement
Normalzd Inc Avail to Common,,,-15924.0,-13236.0,-19834.0,-15369.0,Income Statement
Basic Normalized EPS,,,-0.37,-0.3,-0.45,-0.34,Income Statement
Diluted Normalized EPS,,,-0.37,-0.3,-0.45,-0.34,Income Statement
Date,,,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,Cash Flow
Net Income,,,-44993.0,-58229.0,-19834.0,-35203.0,Cash Flow
Depreciation/Depletion,,,2114.0,2824.0,739.0,1466.0,Cash Flow
Non-Cash Items,,,17146.0,25214.0,11279.0,23324.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,929.0,797.0,275.0,359.0,Cash Flow
"Cash Interest Pd, Suppl",,,591.0,616.0,25.0,50.0,Cash Flow
Accounts Receivable,,,13559.0,-730.0,11781.0,7329.0,Cash Flow
Prepaid Expenses,,,-5884.0,-6217.0,312.0,-1214.0,Cash Flow
Other Assets,,,-11628.0,-20495.0,-3798.0,-7706.0,Cash Flow
Accounts Payable,,,1113.0,-491.0,731.0,3543.0,Cash Flow
Accrued Expenses,,,410.0,6537.0,-8849.0,-5684.0,Cash Flow
Changes in Working Capital,,,-13189.0,-11383.0,-791.0,-5849.0,Cash Flow
Total Cash from Operations,,,-38922.0,-41574.0,-8607.0,-16262.0,Cash Flow
Capital Expenditures,,,-814.0,-819.0,-799.0,-2476.0,Cash Flow
Sale/Maturity of Investment,,,19468.0,21268.0,9600.0,32802.0,Cash Flow
Purchase of Investments,,,-66279.0,-112479.0,-53630.0,-69468.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-46811.0,-91211.0,-44030.0,-36666.0,Cash Flow
Total Cash from Investing,,,-47625.0,-92030.0,-44829.0,-39142.0,Cash Flow
Financing Cash Flow Items,,,-4930.0,-4930.0,0.0,0.0,Cash Flow
Sale/Issuance of Common,,,214854.0,214854.0,3525.0,3525.0,Cash Flow
Repurch/Retirement Common,,,-9.0,-9.0,,,Cash Flow
"Common Stock, Net",,,214845.0,214845.0,3525.0,3525.0,Cash Flow
"Preferred Stock, Net",,,0.0,0.0,,,Cash Flow
Options Exercised,,,5933.0,7495.0,2614.0,3367.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,220778.0,222340.0,6139.0,6892.0,Cash Flow
Long Term Debt Issued,,,0.0,0.0,,,Cash Flow
Long Term Debt Reduction,,,-25000.0,-25000.0,,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-25000.0,-25000.0,,,Cash Flow
Total Cash From Financing,,,190848.0,192410.0,6139.0,6892.0,Cash Flow
Foreign Exchange Effects,,,-158.0,-415.0,-719.0,-838.0,Cash Flow
Net Change in Cash,,,104143.0,58391.0,-48016.0,-49350.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,37840.0,37840.0,96231.0,96231.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,141983.0,96231.0,48215.0,46881.0,Cash Flow
"Depreciation, Supplemental",,,2114.0,2824.0,739.0,1466.0,Cash Flow
Free Cash Flow,,,-39736.0,-42393.0,-9406.0,-18738.0,
FCF Growth,,,,0.06686631769679896,-0.778123746844998,0.9921326812672762,
