,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Treasury Stock - Common,,,,,-1739.0,-2482.0,-11791.0,-21293.0,Balance Sheet
Other Equity,,,,,0.0,,,,Balance Sheet
Other Comprehensive Income,,,,,2317.0,598.0,889.0,2226.0,Balance Sheet
"Other Equity, Total",,,,,2317.0,598.0,889.0,2226.0,Balance Sheet
Total Equity,,,,,250355.0,245237.0,237251.0,232712.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,388738.0,391468.0,387921.0,394841.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,181822.0,182493.0,181331.0,184455.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,0.0,279.0,2045.0,4114.0,Balance Sheet
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,53838.0,50291.0,55701.0,62739.0,Income Statement
"Cost of Revenue, Total",,,,,14944.0,14630.0,15427.0,16828.0,Income Statement
Selling/Gen/Admin Expense,,,,,34538.0,35650.0,34819.0,35659.0,Income Statement
Labor & Related Expense,,,,,7521.0,6946.0,8677.0,7907.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,42059.0,42596.0,43496.0,43566.0,Income Statement
Research & Development,,,,,4132.0,6402.0,7892.0,8953.0,Income Statement
Depreciation/Amortization,,,,,375.0,511.0,629.0,819.0,Income Statement
Total Operating Expense,,,,,61510.0,64139.0,67444.0,70166.0,Income Statement
Total Operating Income,,,,,-7672.0,-13848.0,-11743.0,-7427.0,Income Statement
"Inter Income, Non-Operating",,,,,22.0,14.0,20.0,16.0,Income Statement
"Invest Income, Non-Operat",,,,,1400.0,-200.0,-900.0,-1300.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,1422.0,-186.0,-880.0,-1284.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,5851.0,3290.0,2875.0,2261.0,Income Statement
"Other, Net",,,,,5851.0,3290.0,2875.0,2261.0,Income Statement
Income Before Tax,,,,,-399.0,-10744.0,-9748.0,-6450.0,Income Statement
Income Tax - Total,,,,,7090.0,309.0,-546.0,336.0,Income Statement
Income After Tax,,,,,-7489.0,-11053.0,-9202.0,-6786.0,Income Statement
Minority Interest,,,,,-561.0,-617.0,-627.0,-626.0,Income Statement
Net Inc Before Extra Items,,,,,-8050.0,-11670.0,-9829.0,-7412.0,Income Statement
Total Net Income,,,,,-8050.0,-11670.0,-9829.0,-7412.0,Income Statement
Total Adjust to Net Income,,,,,0.0,0.0,0.0,0.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,-8050.0,-11670.0,-9829.0,-7412.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,-8050.0,-11670.0,-9829.0,-7412.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,186170.0,182833.0,182491.0,180732.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,-0.04,-0.06,-0.05,-0.04,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,-0.04,-0.06,-0.05,-0.04,Income Statement
Diluted Weighted Average Shares,,,,,186170.0,182833.0,182491.0,180732.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,-0.04,-0.06,-0.05,-0.04,Income Statement
Diluted EPS Incl. Extra. Items,,,,,-0.04,-0.06,-0.05,-0.04,Income Statement
Div/Share-ComStockPrimIssue,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,,375.0,1562.0,629.0,819.0,Income Statement
Normalzd Income Before Tax,,,,,-399.0,-10744.0,-9748.0,-6450.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,7090.0,309.0,-546.0,336.0,Income Statement
Normalized Income After Tax,,,,,-7489.0,-11053.0,-9202.0,-6786.0,Income Statement
Normalzd Inc Avail to Common,,,,,-8050.0,-11670.0,-9829.0,-7412.0,Income Statement
Basic Normalized EPS,,,,,-0.04,-0.06,-0.05,-0.04,Income Statement
Diluted Normalized EPS,,,,,-0.04,-0.06,-0.05,-0.04,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,-33245.0,-11053.0,-20255.0,-27041.0,Cash Flow
Depreciation/Depletion,,,,,1238.0,1662.0,1333.0,2255.0,Cash Flow
Deferred Taxes,,,,,-175.0,-9.0,-37.0,-154.0,Cash Flow
Unusual Items,,,,,-21248.0,-3264.0,-5885.0,-6772.0,Cash Flow
Other Non-Cash Items,,,,,60076.0,8459.0,23232.0,36973.0,Cash Flow
Non-Cash Items,,,,,38828.0,5195.0,17347.0,30201.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,4037.0,335.0,420.0,421.0,Cash Flow
Accounts Receivable,,,,,-9012.0,9248.0,2522.0,-9931.0,Cash Flow
Prepaid Expenses,,,,,-5914.0,205.0,1452.0,-1486.0,Cash Flow
Payable/Accrued,,,,,10626.0,-11725.0,-6654.0,-4227.0,Cash Flow
Changes in Working Capital,,,,,-1616.0,-1918.0,-4984.0,-12154.0,Cash Flow
Total Cash from Operations,,,,,5030.0,-6123.0,-6596.0,-6893.0,Cash Flow
Acquisition of Business,,,,,,-1473.0,-2222.0,-18574.0,Cash Flow
"Investment, Net",,,,,-916.0,-179029.0,-178948.0,342.0,Cash Flow
Purchase of Investments,,,,,-2461.0,-969.0,-2234.0,-3420.0,Cash Flow
Other Investing Cash Flow,,,,,,,-1174.0,-1165.0,Cash Flow
Total Cash from Investing,,,,,-3377.0,-181471.0,-184578.0,-22817.0,Cash Flow
Financing Cash Flow Items,,,,,-52988.0,0.0,0.0,0.0,Cash Flow
Sale/Issuance of Common,,,,,492316.0,0.0,0.0,0.0,Cash Flow
Repurch/Retirement Common,,,,,-107797.0,,,0.0,Cash Flow
"Common Stock, Net",,,,,384519.0,-744.0,-10042.0,-19554.0,Cash Flow
Sale/Issuance of Preferred,,,,,0.0,,,,Cash Flow
Repurch/Retirement Preferd,,,,,-130925.0,,,0.0,Cash Flow
"Preferred Stock, Net",,,,,-130925.0,,,0.0,Cash Flow
Options Exercised,,,,,-1964.0,1036.0,1719.0,1817.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,251630.0,292.0,-8323.0,-17737.0,Cash Flow
Short Term Debt Issued,,,,,0.0,,,,Cash Flow
Short Term Debt Reduction,,,,,-25.0,,,,Cash Flow
"Short Term Debt, Net",,,,,-25.0,,,,Cash Flow
"Long Term Debt, Net",,,,,,-5.0,-11.0,-23.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,-25.0,-5.0,-11.0,-23.0,Cash Flow
Total Cash From Financing,,,,,198617.0,287.0,-8334.0,-17760.0,Cash Flow
Foreign Exchange Effects,,,,,-1165.0,-2146.0,-3647.0,-2966.0,Cash Flow
Net Change in Cash,,,,,199105.0,-189453.0,-203155.0,-50436.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,69112.0,268217.0,268217.0,268217.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,268217.0,78764.0,65062.0,217781.0,Cash Flow
"Depreciation, Supplemental",,,,,1238.0,1662.0,1333.0,2255.0,Cash Flow
Free Cash Flow,,,,,,,,,
FCF Growth,,,,,,,,,
