,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Long Term Debt,,,1081.0,1082.0,1083.0,1084.0,Balance Sheet
Total Debt,,,1081.0,1082.0,1083.0,1084.0,Balance Sheet
"Other Liabilities, Total",,,64.0,69.0,70.0,68.0,Balance Sheet
Total Liabilities,,,1492.0,1481.0,1528.0,1530.0,Balance Sheet
Redeemable Preferred Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,1600.0,1703.0,1786.0,1892.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-749.0,-862.0,-979.0,-1096.0,Balance Sheet
"Other Equity, Total",,,-1.0,-6.0,-10.0,-13.0,Balance Sheet
Total Equity,,,850.0,836.0,797.0,784.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,2343.0,2318.0,2325.0,2314.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,119.0,125.0,141.0,153.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,153.0,153.0,141.0,133.0,Balance Sheet
Ttl Comm. Shares Outs.,,,272.0,278.0,281.0,285.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,119928.0,126139.0,139407.0,151732.0,Income Statement
"Cost of Revenue, Total",,,46146.0,45777.0,49509.0,53180.0,Income Statement
Selling/Gen/Admin Expense,,,100510.0,102874.0,104250.0,104949.0,Income Statement
Labor & Related Expense,,,30266.0,30109.0,35183.0,38704.0,Income Statement
Advertising Expense,,,,1200.0,3300.0,3700.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,130776.0,134183.0,142733.0,147353.0,Income Statement
Research & Development,,,56686.0,57661.0,64472.0,70099.0,Income Statement
Total Operating Expense,,,233608.0,237621.0,256714.0,270632.0,Income Statement
Total Operating Income,,,-113680.0,-111482.0,-117307.0,-118900.0,Income Statement
"Inter Expse,Net Non-Operat",,,-19299.0,-900.0,-900.0,-1000.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,189.0,566.0,2618.0,3147.0,Income Statement
OtherNon-OperatInc (Expnse),,,18781.0,-482.0,-532.0,2572.0,Income Statement
"Other, Net",,,18781.0,-482.0,-532.0,2572.0,Income Statement
Income Before Tax,,,-114009.0,-112298.0,-116121.0,-114181.0,Income Statement
Income Tax - Total,,,430.0,689.0,1510.0,1868.0,Income Statement
Income After Tax,,,-114439.0,-112987.0,-117631.0,-116049.0,Income Statement
Net Inc Before Extra Items,,,-114439.0,-112987.0,-117631.0,-116049.0,Income Statement
Total Net Income,,,-114439.0,-112987.0,-117631.0,-116049.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-114439.0,-112987.0,-117631.0,-116049.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-114439.0,-112987.0,-117631.0,-116049.0,Income Statement
Basic/Primary Weighted Average Shares,,,271802.0,272891.0,278269.0,282267.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.42,-0.41,-0.42,-0.41,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.42,-0.41,-0.42,-0.41,Income Statement
Diluted Weighted Average Shares,,,271802.0,272891.0,278269.0,282267.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.42,-0.41,-0.42,-0.41,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.42,-0.41,-0.42,-0.41,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,19299.0,900.0,900.0,1000.0,Income Statement
"Depreciat/Amort, Suppl",,,1200.0,1300.0,1810.0,2075.0,Income Statement
Normalzd Income Before Tax,,,-114009.0,-112298.0,-116121.0,-114181.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,430.0,689.0,1510.0,1868.0,Income Statement
Normalized Income After Tax,,,-114439.0,-112987.0,-117631.0,-116049.0,Income Statement
Normalzd Inc Avail to Common,,,-114439.0,-112987.0,-117631.0,-116049.0,Income Statement
Basic Normalized EPS,,,-0.42,-0.41,-0.42,-0.41,Income Statement
Diluted Normalized EPS,,,-0.42,-0.41,-0.42,-0.41,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-343.0,-113.0,-231.0,-347.0,Cash Flow
Depreciation/Depletion,,,4.0,1.0,3.0,5.0,Cash Flow
Deferred Taxes,,,1.0,0.0,0.0,0.0,Cash Flow
Unusual Items,,,2.0,1.0,0.0,-3.0,Cash Flow
Other Non-Cash Items,,,209.0,69.0,151.0,239.0,Cash Flow
Non-Cash Items,,,211.0,70.0,151.0,236.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,2.0,1.0,2.0,4.0,Cash Flow
Accounts Receivable,,,-33.0,13.0,-12.0,-6.0,Cash Flow
Prepaid Expenses,,,-31.0,-8.0,-20.0,-21.0,Cash Flow
Accounts Payable,,,6.0,0.0,7.0,6.0,Cash Flow
Accrued Expenses,,,50.0,-25.0,-3.0,-5.0,Cash Flow
Changes in Working Capital,,,22.0,-13.0,-12.0,-25.0,Cash Flow
Total Cash from Operations,,,-105.0,-55.0,-89.0,-130.0,Cash Flow
Capital Expenditures,,,-9.0,-3.0,-7.0,-11.0,Cash Flow
Sale/Maturity of Investment,,,272.0,96.0,371.0,718.0,Cash Flow
Purchase of Investments,,,-664.0,-404.0,-1167.0,-1523.0,Cash Flow
Other Investing Cash Flow,,,0.0,0.0,0.0,0.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-392.0,-308.0,-797.0,-806.0,Cash Flow
Total Cash from Investing,,,-401.0,-312.0,-804.0,-816.0,Cash Flow
Financing Cash Flow Items,,,-94.0,-1.0,-1.0,-1.0,Cash Flow
"Common Stock, Net",,,857.0,39.0,47.0,75.0,Cash Flow
"Preferred Stock, Net",,,0.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,857.0,39.0,47.0,75.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,1081.0,,,,Cash Flow
Total Cash From Financing,,,1845.0,38.0,46.0,74.0,Cash Flow
Foreign Exchange Effects,,,0.0,0.0,0.0,0.0,Cash Flow
Net Change in Cash,,,1339.0,-328.0,-846.0,-873.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,38.0,1377.0,1377.0,1377.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,1377.0,1048.0,530.0,504.0,Cash Flow
"Depreciation, Supplemental",,,4.0,1.0,3.0,5.0,Cash Flow
Free Cash Flow,,,-114.0,-58.0,-96.0,-141.0,
FCF Growth,,,,-0.49122807017543857,0.6551724137931034,0.46875,
