,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Other Equity,,,-4.0,-4.0,-5.0,-5.0,Balance Sheet
Min. Pension Lblty Adj.,,,0.0,0.0,0.0,0.0,Balance Sheet
Other Comprehensive Income,,,-11.0,3.0,6.0,14.0,Balance Sheet
"Other Equity, Total",,,-7.0,9.0,-25.0,-42.0,Balance Sheet
Total Equity,,,1232.0,1250.0,1207.0,1173.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,3145.0,3133.0,3100.0,3102.0,Balance Sheet
Ttl Comm. Shares Outs.,,,167.0,167.0,167.0,167.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2022-01-02 00:00:00,2022-04-03 00:00:00,2022-07-03 00:00:00,2022-10-02 00:00:00,Income Statement
Total Revenue,,,370597.0,372532.0,375245.0,377522.0,Income Statement
"Cost of Revenue, Total",,,324862.0,236902.0,245157.0,252270.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,6416.0,91288.0,92230.0,93198.0,Income Statement
Depreciation,,,27350.0,20595.0,20836.0,21044.0,Income Statement
Amortiz of Intangibles,,,,7246.0,6978.0,7083.0,Income Statement
Depreciation/Amortization,,,27350.0,27841.0,27814.0,28127.0,Income Statement
Unusual Expense (Income),,,,-1857.0,82.0,-1147.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,-2374.0,0.0,-1937.0,Income Statement
Other Operating Expense,,,1233.0,1329.0,985.0,1200.0,Income Statement
"Other, Net",,,-2317.0,321.0,-756.0,-1648.0,Income Statement
"Other Operat Expse, Total",,,-4504.0,1070.0,2454.0,6101.0,Income Statement
Total Operating Expense,,,354124.0,355244.0,367737.0,378549.0,Income Statement
Total Operating Income,,,16473.0,17288.0,7508.0,-1027.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,-6932.0,-6906.0,-7090.0,-8382.0,Income Statement
Income Before Tax,,,6762.0,10258.0,-834.0,-11546.0,Income Statement
Income Tax - Total,,,2479.0,3800.0,1574.0,294.0,Income Statement
Income After Tax,,,4283.0,6458.0,-2408.0,-11840.0,Income Statement
Minority Interest,,,-2927.0,-2456.0,-1441.0,-1216.0,Income Statement
Net Inc Before Extra Items,,,1356.0,4002.0,-3849.0,-13056.0,Income Statement
Total Net Income,,,1356.0,4002.0,-3849.0,-13056.0,Income Statement
Total Adjust to Net Income,,,,-374.0,0.0,,Income Statement
Income Available to Common Excl. Extra. Items,,,1356.0,3628.0,-3849.0,-13056.0,Income Statement
Income Available to Common Incl. Extra. Items,,,1356.0,3628.0,-3849.0,-13056.0,Income Statement
Basic/Primary Weighted Average Shares,,,167246.0,167261.0,167367.0,167431.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,0.01,0.02,-0.02,-0.08,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,0.01,0.02,-0.02,-0.08,Income Statement
Diluted Weighted Average Shares,,,167246.0,169485.0,167367.0,167431.0,Income Statement
Diluted EPS Excl. Extra. Items,,,0.01,0.02,-0.02,-0.08,Income Statement
Diluted EPS Incl. Extra. Items,,,0.01,0.02,-0.02,-0.08,Income Statement
Div/Share-ComStockPrimIssue,,,0.04,0.04,0.04,0.04,Income Statement
Gross Divid - Common Stock,,,,5855.0,5860.0,5860.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,462.0,445.0,496.0,489.0,Income Statement
"Depreciat/Amort, Suppl",,,20150.0,20595.0,20836.0,21044.0,Income Statement
Total Special Items,,,5011.0,-1318.0,6552.0,8615.0,Income Statement
Normalzd Income Before Tax,,,11773.0,8940.0,5718.0,-2931.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,1837.0,-488.0,2293.0,3015.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,4316.0,3312.0,3867.0,3309.0,Income Statement
Normalized Income After Tax,,,7457.0,5628.0,1851.0,-6240.0,Income Statement
Normalzd Inc Avail to Common,,,4530.0,2798.0,410.0,-7456.0,Income Statement
Basic Normalized EPS,,,0.03,0.02,0.0,-0.04,Income Statement
Diluted Normalized EPS,,,0.03,0.02,0.0,-0.04,Income Statement
Date,,,2022-01-02 00:00:00,2022-04-03 00:00:00,2022-07-03 00:00:00,2022-10-02 00:00:00,Cash Flow
Net Income,,,-14843.0,6458.0,4050.0,-7790.0,Cash Flow
Depreciation/Depletion,,,101608.0,27841.0,55655.0,83782.0,Cash Flow
Deferred Taxes,,,-3496.0,-822.0,-6866.0,-10259.0,Cash Flow
Unusual Items,,,1063.0,-1881.0,-631.0,3088.0,Cash Flow
Other Non-Cash Items,,,23517.0,3696.0,9760.0,14122.0,Cash Flow
Non-Cash Items,,,24580.0,1815.0,9129.0,17210.0,Cash Flow
Accounts Receivable,,,-3542.0,-156.0,193.0,378.0,Cash Flow
Inventories,,,-301.0,,,,Cash Flow
Other Assets,,,-316.0,,,,Cash Flow
Accrued Expenses,,,7787.0,,,,Cash Flow
Payable/Accrued,,,30240.0,,,,Cash Flow
Changes in Working Capital,,,33375.0,-6901.0,-8045.0,-12213.0,Cash Flow
Total Cash from Operations,,,141224.0,28391.0,53923.0,70730.0,Cash Flow
Capital Expenditures,,,-119497.0,-29460.0,-51460.0,-75002.0,Cash Flow
Acquisition of Business,,,-46330.0,,,-17335.0,Cash Flow
Sale of Business,,,92.0,15.0,29.0,,Cash Flow
Sale of Fixed Assets,,,218.0,8.0,872.0,856.0,Cash Flow
Sale/Maturity of Investment,,,1019.0,0.0,0.0,,Cash Flow
Purchase of Investments,,,0.0,,,-989.0,Cash Flow
Other Investing Cash Flow,,,11091.0,3000.0,2280.0,4769.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-33910.0,3023.0,3181.0,-12699.0,Cash Flow
Total Cash from Investing,,,-153407.0,-26437.0,-48279.0,-87701.0,Cash Flow
Financing Cash Flow Items,,,-40613.0,1151.0,-2877.0,-16792.0,Cash Flow
Total Cash Dividends Paid,,,,-5855.0,-11710.0,-17570.0,Cash Flow
Sale/Issuance of Common,,,647861.0,240.0,,0.0,Cash Flow
Repurch/Retirement Common,,,-139103.0,-1466.0,-2363.0,-2425.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,508758.0,-1226.0,-2390.0,-2713.0,Cash Flow
Long Term Debt Issued,,,695000.0,28000.0,53000.0,121500.0,Cash Flow
Long Term Debt Reduction,,,-1147049.0,-28697.0,-50179.0,-70180.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-452049.0,-697.0,2821.0,51320.0,Cash Flow
Total Cash From Financing,,,16096.0,-6627.0,-14156.0,14245.0,Cash Flow
Foreign Exchange Effects,,,-2204.0,-2228.0,-4473.0,-7967.0,Cash Flow
Net Change in Cash,,,1709.0,-6901.0,-12985.0,-10693.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,37483.0,39192.0,39192.0,39192.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,39192.0,32291.0,26207.0,28499.0,Cash Flow
"Depreciation, Supplemental",,,101608.0,27841.0,55655.0,83782.0,Cash Flow
Free Cash Flow,,,21727.0,-1069.0,2463.0,-4272.0,
FCF Growth,,,,-1.0492014544115618,-3.304022450888681,-2.7344701583434836,
