,2020,2021,2022,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Report
Other Long Term Assets,,,,,5.0,4.0,3.0,Balance Sheet
Total Assets,,,,955.0,981.0,1057.0,1005.0,Balance Sheet
Accounts Payable,,,,2.0,3.0,15.0,14.0,Balance Sheet
Accrued Expenses,,,,7.0,11.0,17.0,11.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,3.0,3.0,3.0,3.0,Balance Sheet
Customer Advances,,,,51.0,60.0,97.0,91.0,Balance Sheet
Other Current Liabilities,,,,13.0,19.0,41.0,25.0,Balance Sheet
"Other Curr. Lblts, Total",,,,65.0,79.0,138.0,116.0,Balance Sheet
Total Current Liabilities,,,,77.0,96.0,173.0,144.0,Balance Sheet
Long Term Debt,,,,97.0,97.0,98.0,99.0,Balance Sheet
Capital Lease Obligations,,,,,,16.0,16.0,Balance Sheet
Total Long Term Debt,,,,97.0,97.0,114.0,114.0,Balance Sheet
Total Debt,,,,99.0,100.0,117.0,117.0,Balance Sheet
Deferred Income Tax,,,,,0.0,1.0,0.0,Balance Sheet
"Other Liabilities, Total",,,,108.0,88.0,37.0,33.0,Balance Sheet
Total Liabilities,,,,281.0,282.0,325.0,291.0,Balance Sheet
Common Stock,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,981.0,1002.0,1062.0,1081.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-308.0,-305.0,-332.0,-369.0,Balance Sheet
"Other Equity, Total",,,,1.0,1.0,2.0,1.0,Balance Sheet
Total Equity,,,,674.0,698.0,733.0,713.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,955.0,981.0,1057.0,1005.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,449.0,450.0,463.0,468.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Income Statement
Total Revenue,,,,5287.0,27478.0,40703.0,55474.0,Income Statement
"Cost of Revenue, Total",,,,17738.0,20793.0,36968.0,50516.0,Income Statement
Selling/Gen/Admin Expense,,,,16840.0,15848.0,18508.0,13032.0,Income Statement
Labor & Related Expense,,,,7889.0,2890.0,3597.0,4727.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,24729.0,18738.0,22105.0,17759.0,Income Statement
Research & Development,,,,13759.0,10584.0,11578.0,16918.0,Income Statement
Depreciation,,,,854.0,490.0,587.0,912.0,Income Statement
Amortiz of Intangibles,,,,502.0,1204.0,2285.0,2528.0,Income Statement
Depreciation/Amortization,,,,1356.0,1694.0,2872.0,3440.0,Income Statement
Total Operating Expense,,,,57582.0,51809.0,73523.0,88633.0,Income Statement
Total Operating Income,,,,-52295.0,-24331.0,-32820.0,-33159.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,-2977.0,-2751.0,-2989.0,-2432.0,Income Statement
"Other, Net",,,,-34397.0,23915.0,13508.0,-23.0,Income Statement
Income Before Tax,,,,-89653.0,-3345.0,-22321.0,-39490.0,Income Statement
Income Tax - Total,,,,-1684.0,-6541.0,4388.0,-2073.0,Income Statement
Income After Tax,,,,-87969.0,3196.0,-26709.0,-37417.0,Income Statement
Net Inc Before Extra Items,,,,-87969.0,3196.0,-26709.0,-37417.0,Income Statement
Total Net Income,,,,-87969.0,3196.0,-26709.0,-37417.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,-87969.0,3196.0,-26709.0,-37417.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-87969.0,3196.0,-26709.0,-37417.0,Income Statement
Basic/Primary Weighted Average Shares,,,,228267.0,451884.0,456495.0,464720.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.39,0.01,-0.06,-0.08,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.39,0.01,-0.06,-0.08,Income Statement
Diluted Weighted Average Shares,,,,228267.0,451884.0,456495.0,464720.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.39,0.01,-0.06,-0.08,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.39,0.01,-0.06,-0.08,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,1945.0,2030.0,3093.0,4164.0,Income Statement
Normalzd Income Before Tax,,,,-89653.0,-3345.0,-22321.0,-39490.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,-1684.0,-6541.0,4388.0,-2073.0,Income Statement
Normalized Income After Tax,,,,-87969.0,3196.0,-26709.0,-37417.0,Income Statement
Normalzd Inc Avail to Common,,,,-87969.0,3196.0,-26709.0,-37417.0,Income Statement
Basic Normalized EPS,,,,-0.39,0.01,-0.06,-0.08,Income Statement
Diluted Normalized EPS,,,,-0.39,0.01,-0.06,-0.08,Income Statement
Date,,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Cash Flow
Net Income,,,,-121.0,-117.0,-27.0,-64.0,Cash Flow
Depreciation/Depletion,,,,7.0,11.0,6.0,14.0,Cash Flow
Deferred Taxes,,,,-4.0,-10.0,-2.0,0.0,Cash Flow
Unusual Items,,,,1.0,1.0,0.0,0.0,Cash Flow
Other Non-Cash Items,,,,66.0,52.0,2.0,18.0,Cash Flow
Non-Cash Items,,,,66.0,53.0,2.0,18.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,2.0,-2.0,2.0,2.0,Cash Flow
"Cash Interest Pd, Suppl",,,,2.0,4.0,2.0,5.0,Cash Flow
Accounts Receivable,,,,-9.0,-6.0,-9.0,-15.0,Cash Flow
Inventories,,,,-12.0,-13.0,-9.0,-16.0,Cash Flow
Prepaid Expenses,,,,-2.0,-11.0,-1.0,-8.0,Cash Flow
Other Assets,,,,-4.0,-9.0,2.0,4.0,Cash Flow
Accrued Expenses,,,,2.0,1.0,-4.0,-5.0,Cash Flow
Changes in Working Capital,,,,0.0,-8.0,-7.0,-33.0,Cash Flow
Total Cash from Operations,,,,-50.0,-72.0,-26.0,-65.0,Cash Flow
Capital Expenditures,,,,-11.0,-26.0,-6.0,-19.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,-66.0,-66.0,-65.0,Cash Flow
Total Cash from Investing,,,,-11.0,-92.0,-72.0,-84.0,Cash Flow
Financing Cash Flow Items,,,,730.0,728.0,13.0,-4.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,-28.0,-27.0,1.0,3.0,Cash Flow
Long Term Debt Issued,,,,114.0,114.0,,,Cash Flow
Long Term Debt Reduction,,,,-15.0,-15.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,99.0,99.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,,802.0,800.0,14.0,-1.0,Cash Flow
Foreign Exchange Effects,,,,-1.0,2.0,-1.0,4.0,Cash Flow
Net Change in Cash,,,,740.0,638.0,-84.0,-145.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,54.0,54.0,692.0,692.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,794.0,692.0,608.0,547.0,Cash Flow
"Depreciation, Supplemental",,,,7.0,11.0,6.0,14.0,Cash Flow
Free Cash Flow,,,,-61.0,-98.0,-32.0,-84.0,
FCF Growth,,,,,0.6065573770491803,-0.6734693877551021,1.625,
