,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Revenue,,,,,111765.0,113910.0,116316.0,118350.0,Income Statement
"Cost of Revenue, Total",,,,,93185.0,90353.0,91418.0,93090.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,19347.0,20047.0,20077.0,16860.0,Income Statement
Depreciation/Amortization,,,,,1239.0,1147.0,1279.0,1251.0,Income Statement
Unusual Expense (Income),,,,,183.0,37.0,6657.0,5.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,,,,6617.0,5.0,Income Statement
Total Operating Expense,,,,,113954.0,111584.0,119431.0,111206.0,Income Statement
Total Operating Income,,,,,-2189.0,2326.0,-3115.0,7144.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,,-467.0,-500.0,-691.0,-928.0,Income Statement
"Other, Net",,,,,,3.0,-35.0,-18.0,Income Statement
Income Before Tax,,,,,-2786.0,1700.0,-3971.0,6068.0,Income Statement
Income Tax - Total,,,,,-431.0,542.0,-1375.0,1074.0,Income Statement
Income After Tax,,,,,-2355.0,1158.0,-2596.0,4994.0,Income Statement
Minority Interest,,,,,206.0,-144.0,-80.0,-163.0,Income Statement
Net Inc Before Extra Items,,,,,-2149.0,1014.0,-2676.0,4831.0,Income Statement
Total Net Income,,,,,-2149.0,1014.0,-2676.0,4831.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,-2149.0,1014.0,-2676.0,4831.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,-2149.0,1014.0,-2676.0,4831.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,28532.0,28572.0,28605.0,29335.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,-0.08,0.04,-0.09,0.16,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,-0.08,0.04,-0.09,0.16,Income Statement
Diluted Weighted Average Shares,,,,,28532.0,30143.0,28605.0,30172.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,-0.08,0.03,-0.09,0.16,Income Statement
Diluted EPS Incl. Extra. Items,,,,,-0.08,0.03,-0.09,0.16,Income Statement
Div/Share-ComStockPrimIssue,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,130.0,129.0,130.0,130.0,Income Statement
"Depreciat/Amort, Suppl",,,,,1239.0,1147.0,1279.0,1251.0,Income Statement
Total Special Items,,,,,244.0,168.0,7048.0,1728.0,Income Statement
Normalzd Income Before Tax,,,,,-2542.0,1868.0,3077.0,7796.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,85.0,54.0,2467.0,306.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,-346.0,596.0,1092.0,1380.0,Income Statement
Normalized Income After Tax,,,,,-2196.0,1272.0,1985.0,6416.0,Income Statement
Normalzd Inc Avail to Common,,,,,-1990.0,1128.0,1905.0,6253.0,Income Statement
Basic Normalized EPS,,,,,-0.07,0.04,0.07,0.21,Income Statement
Diluted Normalized EPS,,,,,-0.07,0.04,0.07,0.21,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,2148.0,1158.0,-1438.0,3556.0,Cash Flow
Depreciation/Depletion,,,,,4784.0,1147.0,2426.0,3677.0,Cash Flow
Deferred Taxes,,,,,-1752.0,1749.0,1017.0,752.0,Cash Flow
Unusual Items,,,,,2835.0,97.0,214.0,218.0,Cash Flow
Other Non-Cash Items,,,,,11144.0,2753.0,5460.0,3066.0,Cash Flow
Non-Cash Items,,,,,13979.0,2850.0,5674.0,3284.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,2616.0,-55.0,55.0,77.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,1448.0,499.0,1187.0,2114.0,Cash Flow
Accounts Receivable,,,,,-7335.0,-3161.0,406.0,1734.0,Cash Flow
Prepaid Expenses,,,,,-4624.0,-4665.0,-7049.0,-1429.0,Cash Flow
Accounts Payable,,,,,562.0,367.0,1794.0,1655.0,Cash Flow
Accrued Expenses,,,,,-491.0,961.0,7811.0,5471.0,Cash Flow
Changes in Working Capital,,,,,-37382.0,-10975.0,-2780.0,1705.0,Cash Flow
Total Cash from Operations,,,,,-18223.0,-4071.0,4899.0,12974.0,Cash Flow
Capital Expenditures,,,,,-6303.0,-2392.0,-7863.0,-10426.0,Cash Flow
Acquisition of Business,,,,,-13550.0,0.0,-775.0,-9680.0,Cash Flow
Other Investing Cash Flow,,,,,-267.0,-190.0,-112.0,-70.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,-13817.0,-190.0,-887.0,-9750.0,Cash Flow
Total Cash from Investing,,,,,-20120.0,-2582.0,-8750.0,-20176.0,Cash Flow
Financing Cash Flow Items,,,,,-1394.0,0.0,0.0,0.0,Cash Flow
Total Cash Dividends Paid,,,,,0.0,,,,Cash Flow
Sale/Issuance of Common,,,,,0.0,,,,Cash Flow
Repurch/Retirement Common,,,,,0.0,,,,Cash Flow
"Common Stock, Net",,,,,0.0,,,,Cash Flow
Options Exercised,,,,,884.0,90.0,361.0,967.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,884.0,90.0,361.0,967.0,Cash Flow
Long Term Debt Issued,,,,,125500.0,11000.0,41000.0,82000.0,Cash Flow
Long Term Debt Reduction,,,,,-81500.0,-6000.0,-39500.0,-78000.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,44000.0,5000.0,1500.0,4000.0,Cash Flow
Total Cash From Financing,,,,,43490.0,5090.0,1861.0,4967.0,Cash Flow
Net Change in Cash,,,,,5147.0,-1563.0,-1990.0,-2235.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,43.0,5190.0,5190.0,5190.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,5190.0,3627.0,3200.0,2955.0,Cash Flow
"Depreciation, Supplemental",,,,,4784.0,1147.0,2426.0,3677.0,Cash Flow
Free Cash Flow,,,,,-24526.0,-6463.0,-2964.0,2548.0,
FCF Growth,,,,,,-0.7364837315501916,-0.5413894476249419,-1.8596491228070176,
