,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,105533.0,96723.0,109805.0,112254.0,Income Statement
"Cost of Revenue, Total",,,18453.0,16877.0,18836.0,19323.0,Income Statement
Selling/Gen/Admin Expense,,,38351.0,38731.0,40547.0,39207.0,Income Statement
Labor & Related Expense,,,7371.0,7628.0,5715.0,7306.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,45722.0,46359.0,46262.0,46513.0,Income Statement
Research & Development,,,17040.0,21588.0,23222.0,23932.0,Income Statement
Depreciation/Amortization,,,8296.0,9040.0,8317.0,8089.0,Income Statement
Total Operating Expense,,,89511.0,93864.0,96637.0,97857.0,Income Statement
Total Operating Income,,,16022.0,2859.0,13168.0,14397.0,Income Statement
"Inter Expse,Net Non-Operat",,,-236.0,-232.0,-223.0,-226.0,Income Statement
OtherNon-OperatInc (Expnse),,,674.0,-46.0,-145.0,-231.0,Income Statement
"Other, Net",,,674.0,-46.0,-145.0,-231.0,Income Statement
Income Before Tax,,,16460.0,2581.0,12800.0,13940.0,Income Statement
Income Tax - Total,,,-11848.0,-1998.0,2510.0,3609.0,Income Statement
Income After Tax,,,28308.0,4579.0,10290.0,10331.0,Income Statement
Net Inc Before Extra Items,,,28308.0,4579.0,10290.0,10331.0,Income Statement
Total Net Income,,,28308.0,4579.0,10290.0,10331.0,Income Statement
Income Available to Common Excl. Extra. Items,,,28308.0,4579.0,10290.0,10331.0,Income Statement
Income Available to Common Incl. Extra. Items,,,28308.0,4579.0,10290.0,10331.0,Income Statement
Basic/Primary Weighted Average Shares,,,160321.0,162612.0,163610.0,164297.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,0.18,0.03,0.06,0.06,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,0.18,0.03,0.06,0.06,Income Statement
Diluted Weighted Average Shares,,,180415.0,170439.0,170223.0,170876.0,Income Statement
Diluted EPS Excl. Extra. Items,,,0.16,0.03,0.06,0.06,Income Statement
Diluted EPS Incl. Extra. Items,,,0.16,0.03,0.06,0.06,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,236.0,232.0,223.0,226.0,Income Statement
"Depreciat/Amort, Suppl",,,3000.0,2740.0,2117.0,1900.0,Income Statement
Total Special Items,,,6306.0,1850.0,3217.0,537.0,Income Statement
Normalzd Income Before Tax,,,22766.0,4431.0,16017.0,14477.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,2207.0,648.0,631.0,139.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,-9641.0,-1351.0,3141.0,3748.0,Income Statement
Normalized Income After Tax,,,32407.0,5782.0,12876.0,10729.0,Income Statement
Normalzd Inc Avail to Common,,,32407.0,5782.0,12876.0,10729.0,Income Statement
Basic Normalized EPS,,,0.2,0.04,0.08,0.07,Income Statement
Diluted Normalized EPS,,,0.18,0.03,0.08,0.06,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,29308.0,4579.0,14869.0,25200.0,Cash Flow
Depreciation/Depletion,,,30285.0,9040.0,17357.0,25446.0,Cash Flow
Deferred Taxes,,,-7866.0,-2016.0,-3974.0,-5974.0,Cash Flow
Unusual Items,,,0.0,471.0,2855.0,2863.0,Cash Flow
Other Non-Cash Items,,,44437.0,13985.0,26049.0,40933.0,Cash Flow
Non-Cash Items,,,44437.0,14456.0,28904.0,43796.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,7698.0,948.0,1161.0,10210.0,Cash Flow
"Cash Interest Pd, Suppl",,,774.0,244.0,282.0,519.0,Cash Flow
Accounts Receivable,,,-22004.0,-12224.0,-21942.0,-23842.0,Cash Flow
Prepaid Expenses,,,-7046.0,-2332.0,-949.0,-2110.0,Cash Flow
Other Assets,,,-521.0,,,,Cash Flow
Accounts Payable,,,-49.0,2.0,2262.0,3452.0,Cash Flow
Accrued Expenses,,,13946.0,-13754.0,-9978.0,-7607.0,Cash Flow
Changes in Working Capital,,,-13415.0,-28308.0,-30607.0,-30107.0,Cash Flow
Total Cash from Operations,,,82749.0,-2249.0,26549.0,58361.0,Cash Flow
Capital Expenditures,,,-9397.0,-4759.0,-13606.0,-27719.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-149217.0,,,0.0,Cash Flow
Total Cash from Investing,,,-158614.0,-4759.0,-13606.0,-27719.0,Cash Flow
Financing Cash Flow Items,,,-21715.0,-3253.0,-2485.0,-2485.0,Cash Flow
Sale/Issuance of Common,,,299390.0,,0.0,0.0,Cash Flow
Repurch/Retirement Common,,,-1802.0,-1058.0,-9191.0,-9683.0,Cash Flow
"Common Stock, Net",,,297588.0,-1058.0,-9191.0,-9683.0,Cash Flow
Sale/Issuance of Preferred,,,0.0,,,,Cash Flow
Repurch/Retirement Preferd,,,0.0,,,,Cash Flow
"Preferred Stock, Net",,,0.0,,,,Cash Flow
Options Exercised,,,12440.0,1678.0,2516.0,4907.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,310028.0,620.0,-6675.0,-4776.0,Cash Flow
Long Term Debt Issued,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,-23918.0,-480.0,-907.0,-1286.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-23918.0,-480.0,-907.0,-1286.0,Cash Flow
Total Cash From Financing,,,264395.0,-3113.0,-10067.0,-8547.0,Cash Flow
Foreign Exchange Effects,,,-200.0,131.0,-738.0,-1015.0,Cash Flow
Net Change in Cash,,,188330.0,-9990.0,2138.0,21080.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,33395.0,221725.0,221725.0,221725.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,221725.0,211735.0,223863.0,242805.0,Cash Flow
"Depreciation, Supplemental",,,30285.0,9040.0,17357.0,25446.0,Cash Flow
Free Cash Flow,,,73352.0,-7008.0,12943.0,30642.0,
FCF Growth,,,,-1.0955393172646963,-2.8468892694063928,1.3674573128331917,
