,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Common Stock,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,668.0,671.0,777.0,779.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,765.0,792.0,815.0,836.0,Balance Sheet
Treasury Stock - Common,,,,,,-272.0,-294.0,-326.0,-349.0,Balance Sheet
ESOP Debt Guarantee,,,,,,-37.0,-36.0,-36.0,-35.0,Balance Sheet
Unrealized Gain (Loss),,,,,,2.0,-56.0,-94.0,-141.0,Balance Sheet
Other Equity,,,,,,-1.0,-1.0,-1.0,-1.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,-43.0,-42.0,-61.0,-61.0,Balance Sheet
Other Comprehensive Income,,,,,,-5.0,-2.0,-1.0,0.0,Balance Sheet
"Other Equity, Total",,,,,,-48.0,-45.0,-63.0,-61.0,Balance Sheet
Total Equity,,,,,,1079.0,1032.0,1074.0,1030.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,9224.0,9237.0,9751.0,10012.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,107.0,106.0,111.0,110.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,17.0,18.0,20.0,21.0,Balance Sheet
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Interest & Fees on Loans,,,,,,56939.0,56957.0,61927.0,68516.0,Income Statement
Inter & Divs/ Invest Securs,,,,,,11066.0,11314.0,10776.0,10874.0,Income Statement
Fed. Fund/Resale,,,,,,574.0,464.0,375.0,535.0,Income Statement
"Interest Income, Bank",,,,,,68579.0,68735.0,73078.0,79925.0,Income Statement
Interest on Deposit,,,,,,5706.0,4687.0,4671.0,6968.0,Income Statement
Inter on Other Borrowings,,,,,,1911.0,1322.0,1900.0,3806.0,Income Statement
Total Interest Expense,,,,,,7617.0,6009.0,6571.0,10774.0,Income Statement
Net Interest Income,,,,,,60962.0,62726.0,66507.0,69151.0,Income Statement
Loan Loss Provision,,,,,,-7392.0,1459.0,1539.0,1516.0,Income Statement
NetInterIn after Loan Loss Provision,,,,,,68354.0,61267.0,64968.0,67635.0,Income Statement
Fees & Commish from Operat,,,,,,1121.0,1170.0,1449.0,1510.0,Income Statement
Insur Commish Fees& Premium,,,,,,3053.0,2686.0,3174.0,2429.0,Income Statement
Fees for Other Cust Serv,,,,,,774.0,640.0,856.0,1432.0,Income Statement
Invest Securities Gains,,,,,,10.0,,210.0,0.0,Income Statement
Unrealized Gains,,,,,,17.0,79.0,-147.0,-264.0,Income Statement
Other Revenue,,,,,,1996.0,2466.0,2127.0,3057.0,Income Statement
"Non-Interest Income, Bank",,,,,,6971.0,7041.0,7669.0,8164.0,Income Statement
Labor & Related Expenses,,,,,,-28028.0,-25999.0,-28871.0,-31523.0,Income Statement
Other Unusual Expense,,,,,,-2801.0,-151.0,-1327.0,-1198.0,Income Statement
Other Expense,,,,,,-12543.0,-14599.0,-11522.0,-15118.0,Income Statement
"Non-Interest Expense, Bank",,,,,,-43372.0,-40749.0,-41720.0,-47839.0,Income Statement
Income Before Tax,,,,,,31953.0,27559.0,30917.0,27960.0,Income Statement
Income Tax - Total,,,,,,8619.0,7155.0,7958.0,7041.0,Income Statement
Income After Tax,,,,,,23334.0,20404.0,22959.0,20919.0,Income Statement
Net Inc Before Extra Items,,,,,,23334.0,20404.0,22959.0,20919.0,Income Statement
Total Net Income,,,,,,23334.0,20404.0,22959.0,20919.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,23334.0,20404.0,22959.0,20919.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,23334.0,20404.0,22959.0,20919.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,103165.0,103148.0,106204.0,106927.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,0.23,0.2,0.22,0.2,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,0.23,0.2,0.22,0.2,Income Statement
Diluted Weighted Average Shares,,,,,,103165.0,103737.0,106751.0,107535.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,0.23,0.2,0.22,0.19,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,0.23,0.2,0.22,0.19,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,0.0,0.0,,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,,,1699.0,1769.0,1836.0,1851.0,Income Statement
Total Special Items,,,,,,2801.0,151.0,1327.0,1198.0,Income Statement
Normalzd Income Before Tax,,,,,,34754.0,27710.0,32244.0,29158.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,756.0,39.0,342.0,302.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,9375.0,7194.0,8300.0,7343.0,Income Statement
Normalized Income After Tax,,,,,,25379.0,20516.0,23944.0,21815.0,Income Statement
Normalzd Inc Avail to Common,,,,,,25379.0,20516.0,23944.0,21815.0,Income Statement
Basic Normalized EPS,,,,,,0.25,0.2,0.23,0.2,Income Statement
Diluted Normalized EPS,,,,,,0.25,0.2,0.22,0.2,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,92049.0,20404.0,43363.0,64282.0,Cash Flow
Depreciation/Depletion,,,,,,6718.0,1769.0,3605.0,5456.0,Cash Flow
Amortization,,,,,,1025.0,248.0,749.0,1369.0,Cash Flow
Deferred Taxes,,,,,,17709.0,951.0,2219.0,-3487.0,Cash Flow
Unusual Items,,,,,,2713.0,-51.0,-113.0,269.0,Cash Flow
Other Non-Cash Items,,,,,,17440.0,4867.0,9393.0,13922.0,Cash Flow
Non-Cash Items,,,,,,20153.0,4816.0,9280.0,14191.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,16262.0,-1849.0,11919.0,13229.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,37906.0,5896.0,12863.0,23316.0,Cash Flow
Loan Loss Provision,,,,,,-9953.0,1459.0,2998.0,4514.0,Cash Flow
Other Assets,,,,,,-20136.0,28202.0,8187.0,1172.0,Cash Flow
Payable/Accrued,,,,,,1926.0,,,,Cash Flow
Changes in Working Capital,,,,,,-38950.0,4666.0,15537.0,30400.0,Cash Flow
Total Cash from Operations,,,,,,98704.0,32854.0,74753.0,112211.0,Cash Flow
Capital Expenditures,,,,,,-5492.0,-865.0,-2382.0,-4863.0,Cash Flow
Sale of Business,,,,,,20417.0,,140769.0,140769.0,Cash Flow
Sale of Fixed Assets,,,,,,1879.0,,1009.0,1009.0,Cash Flow
Sale/Maturity of Investment,,,,,,496081.0,100488.0,317911.0,381304.0,Cash Flow
Purchase of Investments,,,,,,-870885.0,-47397.0,-155323.0,-165479.0,Cash Flow
Loans,,,,,,-109260.0,-117432.0,-288666.0,-633783.0,Cash Flow
Foreclosed Real Estate,,,,,,0.0,,,,Cash Flow
Other Investing Cash Flow,,,,,,23655.0,-2256.0,-1472.0,-12903.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-438113.0,-66597.0,14228.0,-289083.0,Cash Flow
Total Cash from Investing,,,,,,-443605.0,-67462.0,11846.0,-293946.0,Cash Flow
Deposits,,,,,,581475.0,24772.0,-39884.0,-8055.0,Cash Flow
Other Financing Cash Flow,,,,,,3406.0,1404.0,8057.0,6651.0,Cash Flow
Financing Cash Flow Items,,,,,,584881.0,26176.0,-31827.0,-1404.0,Cash Flow
Sale/Issuance of Common,,,,,,0.0,,,,Cash Flow
Repurch/Retirement Common,,,,,,-108131.0,-21798.0,-53289.0,-76278.0,Cash Flow
"Common Stock, Net",,,,,,-108131.0,-21798.0,-53289.0,-76278.0,Cash Flow
Options Exercised,,,,,,-25.0,-182.0,-192.0,-445.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,-108156.0,-21980.0,-53481.0,-76723.0,Cash Flow
"Short Term Debt, Net",,,,,,-244027.0,55446.0,36898.0,255054.0,Cash Flow
Long Term Debt Issued,,,,,,66961.0,,0.0,35893.0,Cash Flow
Long Term Debt Reduction,,,,,,-306752.0,0.0,0.0,,Cash Flow
"Long Term Debt, Net",,,,,,-239791.0,0.0,0.0,35893.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,-483818.0,55446.0,36898.0,290947.0,Cash Flow
Total Cash From Financing,,,,,,-7093.0,59642.0,-48410.0,212820.0,Cash Flow
Net Change in Cash,,,,,,-351994.0,25034.0,38189.0,31085.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,422957.0,70963.0,70963.0,70963.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,70963.0,95997.0,109152.0,102048.0,Cash Flow
"Depreciation, Supplemental",,,,,,6718.0,1769.0,3605.0,5456.0,Cash Flow
Free Cash Flow,,,,,,93212.0,31989.0,72371.0,107348.0,
FCF Growth,,,,,,,-0.6568145732309145,1.2623714401825628,0.48330132235287615,
