,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Special Items,,,,,3.0,4.0,9.0,3.0,Income Statement
Normalzd Income Before Tax,,,,,45.0,36.0,38.0,60.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,0.0,1.0,2.0,1.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,6.0,9.0,8.0,14.0,Income Statement
Normalized Income After Tax,,,,,39.0,27.0,30.0,46.0,Income Statement
Normalzd Inc Avail to Common,,,,,32.0,24.0,26.0,32.0,Income Statement
Basic Normalized EPS,,,,,0.31,0.23,0.25,0.3,Income Statement
Diluted Normalized EPS,,,,,0.28,0.21,0.23,0.28,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,88952.0,23843.0,46623.0,90218.0,Cash Flow
Depreciation/Depletion,,,,,144209.0,30509.0,61090.0,90668.0,Cash Flow
Deferred Taxes,,,,,-3468.0,-2566.0,-2149.0,-6334.0,Cash Flow
Unusual Items,,,,,338.0,-39.0,-96.0,-261.0,Cash Flow
Equity in Net Earnings/Loss,,,,,-12368.0,6276.0,8223.0,15389.0,Cash Flow
Other Non-Cash Items,,,,,82833.0,18480.0,37662.0,62429.0,Cash Flow
Non-Cash Items,,,,,70803.0,24717.0,45789.0,77557.0,Cash Flow
Accounts Receivable,,,,,101388.0,-67902.0,-127547.0,-153774.0,Cash Flow
Prepaid Expenses,,,,,-18798.0,4496.0,-3521.0,8772.0,Cash Flow
Accounts Payable,,,,,-31766.0,-39342.0,-8079.0,-918.0,Cash Flow
Accrued Expenses,,,,,-74683.0,-4134.0,-7314.0,20220.0,Cash Flow
Changes in Working Capital,,,,,-94922.0,-102217.0,-126017.0,-103741.0,Cash Flow
Total Cash from Operations,,,,,205574.0,-25714.0,25336.0,148368.0,Cash Flow
Capital Expenditures,,,,,-21105.0,-4473.0,-13588.0,-19784.0,Cash Flow
Acquisition of Business,,,,,-198256.0,,-379272.0,-379272.0,Cash Flow
Sale of Business,,,,,,0.0,,,Cash Flow
Sale of Fixed Assets,,,,,1329.0,112.0,251.0,573.0,Cash Flow
Sale/Maturity of Investment,,,,,15584.0,644.0,0.0,9443.0,Cash Flow
Purchase of Investments,,,,,-38459.0,-9713.0,-11228.0,-13637.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,-219802.0,-8957.0,-390249.0,-382893.0,Cash Flow
Total Cash from Investing,,,,,-240907.0,-13430.0,-403837.0,-402677.0,Cash Flow
Financing Cash Flow Items,,,,,-40357.0,-12854.0,-13480.0,-12996.0,Cash Flow
Sale/Issuance of Common,,,,,5555.0,,2724.0,2724.0,Cash Flow
Repurch/Retirement Common,,,,,-21701.0,-5548.0,-15548.0,-19500.0,Cash Flow
"Common Stock, Net",,,,,-16146.0,-5548.0,-12824.0,-16776.0,Cash Flow
Warrants Converted,,,,,0.0,,-11243.0,-11243.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,-16146.0,-5548.0,-24067.0,-28019.0,Cash Flow
Long Term Debt Issued,,,,,0.0,,347100.0,680900.0,Cash Flow
Long Term Debt Reduction,,,,,-50000.0,,-147100.0,-579700.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,-50000.0,,200000.0,101200.0,Cash Flow
Total Cash From Financing,,,,,-106503.0,-18402.0,162453.0,60185.0,Cash Flow
Foreign Exchange Effects,,,,,-1496.0,425.0,-963.0,-2220.0,Cash Flow
Net Change in Cash,,,,,-143332.0,-57121.0,-217011.0,-196344.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,487215.0,343883.0,343883.0,343883.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,343883.0,286762.0,126872.0,147539.0,Cash Flow
"Depreciation, Supplemental",,,,,144209.0,30509.0,61090.0,90668.0,Cash Flow
Free Cash Flow,,,,,184469.0,-30187.0,11748.0,128584.0,
FCF Growth,,,,,,-1.1636426716684105,-1.3891741478119721,9.945182158665304,
