,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,68411.0,58581.0,74564.0,96223.0,Income Statement
"Cost of Revenue, Total",,,,71206.0,61584.0,74009.0,97499.0,Income Statement
Selling/Gen/Admin Expense,,,,22120.0,25254.0,27056.0,38554.0,Income Statement
Labor & Related Expense,,,,3394.0,3133.0,4649.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,25514.0,28387.0,31705.0,38554.0,Income Statement
Research & Development,,,,12529.0,11802.0,14904.0,18165.0,Income Statement
Impair-Assets Held for Use,,,,0.0,,,,Income Statement
Other Unusual Expnse (In),,,,,,-10201.0,0.0,Income Statement
Unusual Expense (Income),,,,0.0,,-10201.0,0.0,Income Statement
Total Operating Expense,,,,109249.0,101773.0,110417.0,154218.0,Income Statement
Total Operating Income,,,,-40838.0,-43192.0,-35853.0,-57995.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-7971.0,-7189.0,-7700.0,,Income Statement
"Inter Income, Non-Operating",,,,1277.0,310.0,749.0,,Income Statement
"Invest Income, Non-Operat",,,,2736.0,,,0.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,4013.0,310.0,749.0,0.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,,,,-7361.0,Income Statement
"Other, Net",,,,-326.0,-7.0,983.0,295.0,Income Statement
Income Before Tax,,,,-45122.0,-50078.0,-41821.0,-65061.0,Income Statement
Income Tax - Total,,,,16.0,0.0,0.0,0.0,Income Statement
Income After Tax,,,,-45138.0,-50078.0,-41821.0,-65061.0,Income Statement
Net Inc Before Extra Items,,,,-45138.0,-50078.0,-41821.0,-65061.0,Income Statement
Total Net Income,,,,-45138.0,-50078.0,-41821.0,-65061.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,-45138.0,-50078.0,-41821.0,-65061.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-45138.0,-50078.0,-41821.0,-65061.0,Income Statement
Basic/Primary Weighted Average Shares,,,,120886.0,222276.0,223745.0,225291.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.37,-0.23,-0.19,-0.29,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.37,-0.23,-0.19,-0.29,Income Statement
Diluted Weighted Average Shares,,,,120886.0,222276.0,223745.0,225291.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.37,-0.23,-0.19,-0.29,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.37,-0.23,-0.19,-0.29,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,7971.0,7189.0,7700.0,,Income Statement
"Depreciat/Amort, Suppl",,,,4014.0,3381.0,3300.0,2911.0,Income Statement
Total Special Items,,,,0.0,,-10201.0,0.0,Income Statement
Normalzd Income Before Tax,,,,-45122.0,-50078.0,-52022.0,-65061.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,0.0,,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,16.0,0.0,0.0,0.0,Income Statement
Normalized Income After Tax,,,,-45138.0,-50078.0,-52022.0,-65061.0,Income Statement
Normalzd Inc Avail to Common,,,,-45138.0,-50078.0,-52022.0,-65061.0,Income Statement
Basic Normalized EPS,,,,-0.37,-0.23,-0.23,-0.29,Income Statement
Diluted Normalized EPS,,,,-0.37,-0.23,-0.23,-0.29,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-250.0,-50.0,-92.0,-157.0,Cash Flow
Depreciation/Depletion,,,,16.0,3.0,7.0,10.0,Cash Flow
Unusual Items,,,,71.0,,-10.0,-10.0,Cash Flow
Other Non-Cash Items,,,,60.0,10.0,22.0,32.0,Cash Flow
Non-Cash Items,,,,131.0,10.0,12.0,22.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,0.0,,,0.0,Cash Flow
"Cash Interest Pd, Suppl",,,,9.0,2.0,4.0,6.0,Cash Flow
Accounts Receivable,,,,-30.0,3.0,-1.0,-21.0,Cash Flow
Inventories,,,,-20.0,-14.0,-34.0,-50.0,Cash Flow
Prepaid Expenses,,,,-8.0,0.0,-2.0,-14.0,Cash Flow
Other Assets,,,,5.0,-2.0,-10.0,-10.0,Cash Flow
Payable/Accrued,,,,27.0,-3.0,3.0,20.0,Cash Flow
Changes in Working Capital,,,,-23.0,-16.0,-43.0,-72.0,Cash Flow
Total Cash from Operations,,,,-126.0,-52.0,-117.0,-198.0,Cash Flow
Capital Expenditures,,,,-23.0,-9.0,-28.0,-42.0,Cash Flow
Sale/Maturity of Investment,,,,164.0,140.0,316.0,512.0,Cash Flow
Purchase of Investments,,,,-588.0,-202.0,-298.0,-396.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-424.0,-62.0,18.0,116.0,Cash Flow
Total Cash from Investing,,,,-447.0,-72.0,-9.0,75.0,Cash Flow
Financing Cash Flow Items,,,,645.0,-1.0,-1.0,2.0,Cash Flow
"Common Stock, Net",,,,,,2.0,2.0,Cash Flow
Options Exercised,,,,7.0,2.0,8.0,9.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,7.0,2.0,9.0,10.0,Cash Flow
Long Term Debt Issued,,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,,-20.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-20.0,0.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,,632.0,1.0,9.0,13.0,Cash Flow
Net Change in Cash,,,,59.0,-123.0,-117.0,-110.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,124.0,183.0,183.0,183.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,183.0,60.0,65.0,72.0,Cash Flow
"Depreciation, Supplemental",,,,16.0,3.0,7.0,10.0,Cash Flow
Free Cash Flow,,,,-149.0,-61.0,-145.0,-240.0,
FCF Growth,,,,,-0.5906040268456376,1.377049180327869,0.6551724137931034,
