,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Operating Income,,,,,,-11362.0,-15469.0,-8970.0,-8831.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,-205.0,-478.0,-542.0,-620.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,4.0,4.0,65.0,359.0,Income Statement
Income Before Tax,,,,,,-11563.0,-15943.0,-9447.0,-9092.0,Income Statement
Income After Tax,,,,,,-11563.0,-15943.0,-9447.0,-9092.0,Income Statement
Net Inc Before Extra Items,,,,,,-11563.0,-15943.0,-9447.0,-9092.0,Income Statement
Total Net Income,,,,,,-11563.0,-15943.0,-9447.0,-9092.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,-11563.0,-15943.0,-9447.0,-9092.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,-11563.0,-15943.0,-9447.0,-9092.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,52244.0,52465.0,62179.0,64459.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,-0.22,-0.3,-0.15,-0.14,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,-0.22,-0.3,-0.15,-0.14,Income Statement
Diluted Weighted Average Shares,,,,,,52244.0,52465.0,62179.0,64459.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,-0.22,-0.3,-0.15,-0.14,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,-0.22,-0.3,-0.15,-0.14,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,205.0,478.0,542.0,620.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,440.0,400.0,400.0,400.0,Income Statement
Total Special Items,,,,,,,997.0,0.0,0.0,Income Statement
Normalzd Income Before Tax,,,,,,-11563.0,-14946.0,-9447.0,-9092.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,0.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,0.0,0.0,0.0,Income Statement
Normalized Income After Tax,,,,,,-11563.0,-14946.0,-9447.0,-9092.0,Income Statement
Normalzd Inc Avail to Common,,,,,,-11563.0,-14946.0,-9447.0,-9092.0,Income Statement
Basic Normalized EPS,,,,,,-0.22,-0.28,-0.15,-0.14,Income Statement
Diluted Normalized EPS,,,,,,-0.22,-0.28,-0.15,-0.14,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,-34579.0,-15943.0,-25390.0,-34482.0,Cash Flow
Depreciation/Depletion,,,,,,5612.0,947.0,1953.0,3081.0,Cash Flow
Unusual Items,,,,,,44.0,997.0,998.0,998.0,Cash Flow
Other Non-Cash Items,,,,,,7269.0,4249.0,6087.0,7928.0,Cash Flow
Non-Cash Items,,,,,,7313.0,5246.0,7085.0,8926.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,423.0,261.0,650.0,1105.0,Cash Flow
Accounts Receivable,,,,,,-2990.0,-297.0,-763.0,-146.0,Cash Flow
Prepaid Expenses,,,,,,-40.0,-82.0,-115.0,-810.0,Cash Flow
Other Assets,,,,,,80.0,4.0,4.0,4.0,Cash Flow
Accounts Payable,,,,,,-7559.0,458.0,111.0,-203.0,Cash Flow
Accrued Expenses,,,,,,-104.0,-115.0,-1096.0,-355.0,Cash Flow
Changes in Working Capital,,,,,,-12381.0,-32.0,-1859.0,-1510.0,Cash Flow
Total Cash from Operations,,,,,,-34036.0,-9782.0,-18211.0,-23985.0,Cash Flow
Capital Expenditures,,,,,,-107.0,0.0,-7.0,-101.0,Cash Flow
Sale of Business,,,,,,0.0,,,,Cash Flow
Sale of Fixed Assets,,,,,,,,5.0,5.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,0.0,,5.0,5.0,Cash Flow
Total Cash from Investing,,,,,,-107.0,0.0,-2.0,-96.0,Cash Flow
Financing Cash Flow Items,,,,,,4989.0,276.0,369.0,421.0,Cash Flow
"Common Stock, Net",,,,,,21710.0,,54461.0,54461.0,Cash Flow
Options Exercised,,,,,,41.0,621.0,622.0,993.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,21751.0,621.0,55083.0,55454.0,Cash Flow
Long Term Debt Issued,,,,,,10410.0,19767.0,19767.0,19767.0,Cash Flow
Long Term Debt Reduction,,,,,,-10830.0,-10582.0,-10660.0,-10735.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,-420.0,9185.0,9107.0,9032.0,Cash Flow
Total Cash From Financing,,,,,,26320.0,10082.0,64559.0,64907.0,Cash Flow
Net Change in Cash,,,,,,-7823.0,300.0,46346.0,40826.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,65316.0,57494.0,57494.0,57494.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,57494.0,57794.0,103840.0,98320.0,Cash Flow
"Depreciation, Supplemental",,,,,,5612.0,947.0,1953.0,3081.0,Cash Flow
Free Cash Flow,,,,,,-34143.0,-9782.0,-18218.0,-24086.0,
FCF Growth,,,,,,,-0.7134991066982983,0.862400327131466,0.3220990229443408,
