,2018,2019,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
"Other Liabilities, Total",,,,,,3.0,8.0,6.0,11.0,Balance Sheet
Total Liabilities,,,,,,176.0,177.0,189.0,206.0,Balance Sheet
Common Stock,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,5.0,8.0,9.0,9.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,358.0,386.0,423.0,474.0,Balance Sheet
Treasury Stock - Common,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Equity,,,,,,364.0,395.0,433.0,485.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,539.0,572.0,622.0,691.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,,,,38.0,38.0,41.0,41.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 3,,,,,,18.0,18.0,16.0,16.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 4,,,,,,0.0,0.0,0.0,,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,56.0,56.0,57.0,57.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 3,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 4,,,,,,0.0,0.0,0.0,,Balance Sheet
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,157668.0,169220.0,180404.0,196169.0,Income Statement
"Cost of Revenue, Total",,,,,,105606.0,113799.0,122645.0,128754.0,Income Statement
Selling/Gen/Admin Expense,,,,,,24447.0,24316.0,29611.0,31673.0,Income Statement
Labor & Related Expense,,,,,,4429.0,2281.0,2584.0,3587.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,28876.0,26597.0,32195.0,35260.0,Income Statement
Depreciation/Amortization,,,,,,3105.0,3392.0,,3618.0,Income Statement
Impair-Assets Held for Sale,,,,,,651.0,14.0,-1087.0,1304.0,Income Statement
Other Unusual Expnse (In),,,,,,,,0.0,,Income Statement
Unusual Expense (Income),,,,,,651.0,14.0,-1087.0,1304.0,Income Statement
Total Operating Expense,,,,,,138238.0,143802.0,153753.0,168936.0,Income Statement
Total Operating Income,,,,,,19430.0,25418.0,26651.0,27233.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,-354.0,472.0,5840.0,11335.0,Income Statement
Income Before Tax,,,,,,19076.0,25890.0,32491.0,38568.0,Income Statement
Income Tax - Total,,,,,,3670.0,5787.0,5452.0,6840.0,Income Statement
Income After Tax,,,,,,15406.0,20103.0,27039.0,31728.0,Income Statement
Net Inc Before Extra Items,,,,,,15406.0,20103.0,27039.0,31728.0,Income Statement
Total Net Income,,,,,,15406.0,20103.0,27039.0,31728.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,15406.0,20103.0,27039.0,31728.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,15406.0,20103.0,27039.0,31728.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,56173.0,56586.0,56680.0,56706.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,0.27,0.36,0.48,0.56,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,0.27,0.36,0.48,0.56,Income Statement
Diluted Weighted Average Shares,,,,,,58019.0,57999.0,58236.0,58129.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,0.27,0.35,0.46,0.55,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,0.27,0.35,0.46,0.55,Income Statement
Div/Share-ComStockPrimIssue,,,,,,0.0,0.0,,,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,,,4733.0,4734.0,3613.0,4686.0,Income Statement
Total Special Items,,,,,,651.0,14.0,-1087.0,1304.0,Income Statement
Normalzd Income Before Tax,,,,,,19727.0,25904.0,31404.0,39872.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,125.0,3.0,-182.0,231.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,3795.0,5790.0,5270.0,7071.0,Income Statement
Normalized Income After Tax,,,,,,15932.0,20114.0,26134.0,32801.0,Income Statement
Normalzd Inc Avail to Common,,,,,,15932.0,20114.0,26134.0,32801.0,Income Statement
Basic Normalized EPS,,,,,,0.28,0.36,0.46,0.58,Income Statement
Diluted Normalized EPS,,,,,,0.27,0.35,0.45,0.56,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,35951.0,56054.0,83093.0,31728.0,Cash Flow
Non-Cash Items,,,,,,41017.0,60062.0,73429.0,12939.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,5701.0,9187.0,14033.0,1610.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,475.0,695.0,885.0,217.0,Cash Flow
Changes in Working Capital,,,,,,-22097.0,-42509.0,-35803.0,-19431.0,Cash Flow
Total Cash from Operations,,,,,,54871.0,73607.0,120719.0,25236.0,Cash Flow
Capital Expenditures,,,,,,-7398.0,-10195.0,-13967.0,-3443.0,Cash Flow
Acquisition of Business,,,,,,-611.0,-10711.0,-10364.0,,Cash Flow
Sale of Business,,,,,,,,0.0,,Cash Flow
Sale of Fixed Assets,,,,,,171.0,241.0,272.0,19.0,Cash Flow
Other Investing Cash Flow,,,,,,20.0,641.0,184.0,365.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-420.0,-9829.0,-9908.0,384.0,Cash Flow
Total Cash from Investing,,,,,,-7818.0,-20024.0,-23875.0,-3059.0,Cash Flow
Financing Cash Flow Items,,,,,,-155.0,-187.0,-186.0,-51.0,Cash Flow
"Common Stock, Net",,,,,,4299.0,7366.0,0.0,,Cash Flow
Options Exercised,,,,,,,,8913.0,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,4299.0,7366.0,8913.0,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,-7123.0,-10468.0,-13805.0,-3099.0,Cash Flow
Total Cash From Financing,,,,,,-2979.0,-3289.0,-5078.0,-3150.0,Cash Flow
Foreign Exchange Effects,,,,,,218.0,229.0,1156.0,562.0,Cash Flow
Net Change in Cash,,,,,,44292.0,50523.0,92922.0,19589.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,69884.0,69884.0,69884.0,162806.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,114176.0,120407.0,162806.0,182395.0,Cash Flow
Free Cash Flow,,,,,,47473.0,63412.0,106752.0,21793.0,
FCF Growth,,,,,,,0.33574874138984256,0.6834668516999938,-0.7958539418465228,
