,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Net Income,,,-3840.0,4057.0,-30285.0,1464.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-3840.0,4057.0,-30285.0,1464.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-3840.0,4057.0,-30285.0,1464.0,Income Statement
Basic/Primary Weighted Average Shares,,,100290.0,100893.0,100898.0,100913.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.04,0.04,-0.3,0.01,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.04,0.04,-0.3,0.01,Income Statement
Diluted Weighted Average Shares,,,100290.0,101262.0,100898.0,101614.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.04,0.04,-0.3,0.01,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.04,0.04,-0.3,0.01,Income Statement
Div/Share-ComStockPrimIssue,,,0.0,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,6272.0,6022.0,5713.0,6679.0,Income Statement
"Depreciat/Amort, Suppl",,,2710.0,2746.0,3025.0,3004.0,Income Statement
Total Special Items,,,22013.0,597.0,44298.0,1211.0,Income Statement
Normalzd Income Before Tax,,,13635.0,7365.0,4907.0,5175.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,-9047.0,-765.0,15504.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,-13585.0,1946.0,6398.0,2500.0,Income Statement
Normalized Income After Tax,,,27220.0,5419.0,-1491.0,2675.0,Income Statement
Normalzd Inc Avail to Common,,,27220.0,5419.0,-1491.0,2675.0,Income Statement
Basic Normalized EPS,,,0.27,0.05,-0.01,0.03,Income Statement
Diluted Normalized EPS,,,0.27,0.05,-0.01,0.03,Income Statement
Date,,,2021-12-25 00:00:00,2022-03-26 00:00:00,2022-06-25 00:00:00,2022-09-24 00:00:00,Cash Flow
Net Income,,,1919.0,4057.0,-26228.0,-24764.0,Cash Flow
Depreciation/Depletion,,,37812.0,9555.0,19380.0,29184.0,Cash Flow
Deferred Taxes,,,2243.0,306.0,-10701.0,-11674.0,Cash Flow
Unusual Items,,,20689.0,0.0,42052.0,42052.0,Cash Flow
Other Non-Cash Items,,,14681.0,5484.0,11198.0,21612.0,Cash Flow
Non-Cash Items,,,35370.0,5484.0,53250.0,63664.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,2478.0,27.0,3681.0,3659.0,Cash Flow
"Cash Interest Pd, Suppl",,,28535.0,5937.0,11350.0,19309.0,Cash Flow
Accounts Receivable,,,-9387.0,-12065.0,-3171.0,-13234.0,Cash Flow
Inventories,,,-5449.0,1275.0,-25234.0,-34823.0,Cash Flow
Prepaid Expenses,,,-9567.0,-1043.0,2077.0,215.0,Cash Flow
Other Assets,,,-35.0,-10.0,-30.0,372.0,Cash Flow
Accounts Payable,,,6242.0,4896.0,12405.0,14674.0,Cash Flow
Accrued Expenses,,,-11226.0,-1266.0,-5494.0,3118.0,Cash Flow
Changes in Working Capital,,,-30401.0,-8203.0,-19427.0,-29640.0,Cash Flow
Total Cash from Operations,,,46943.0,11199.0,16274.0,26770.0,Cash Flow
Capital Expenditures,,,-14182.0,-7180.0,-9730.0,-10939.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,0.0,,,,Cash Flow
Total Cash from Investing,,,-14182.0,-7180.0,-9730.0,-10939.0,Cash Flow
Financing Cash Flow Items,,,-2046.0,0.0,0.0,0.0,Cash Flow
Total Cash Dividends Paid,,,-400000.0,,,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,302689.0,,,,Cash Flow
Long Term Debt Issued,,,769136.0,,0.0,0.0,Cash Flow
Long Term Debt Reduction,,,-673412.0,-24.0,-47.0,-59.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,95724.0,-24.0,-47.0,-59.0,Cash Flow
Total Cash From Financing,,,-3633.0,-24.0,-47.0,-59.0,Cash Flow
Net Change in Cash,,,29128.0,3995.0,6497.0,15772.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,37026.0,66154.0,66154.0,66154.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,66154.0,70149.0,72651.0,81926.0,Cash Flow
"Depreciation, Supplemental",,,37812.0,9555.0,19380.0,29184.0,Cash Flow
Free Cash Flow,,,32761.0,4019.0,6544.0,15831.0,
FCF Growth,,,,-0.8773236470193218,0.6282657377457079,1.4191625916870416,
