,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Income Available to Common Excl. Extra. Items,,,,-43300.0,-59200.0,-71700.0,-91000.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-43300.0,-59200.0,-71700.0,-91000.0,Income Statement
Basic/Primary Weighted Average Shares,,,,240241.0,238781.0,236455.0,238592.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.18,-0.25,-0.3,-0.38,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.18,-0.25,-0.3,-0.38,Income Statement
Diluted Weighted Average Shares,,,,240241.0,238781.0,236455.0,238592.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.18,-0.25,-0.3,-0.38,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.18,-0.25,-0.3,-0.38,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,500.0,400.0,,,Income Statement
"Depreciat/Amort, Suppl",,,,500.0,600.0,700.0,1000.0,Income Statement
Total Special Items,,,,0.0,,0.0,0.0,Income Statement
Normalzd Income Before Tax,,,,-43300.0,-59200.0,-71700.0,-91000.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,0.0,,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,0.0,,0.0,0.0,Income Statement
Normalized Income After Tax,,,,-43300.0,-59200.0,-71700.0,-91000.0,Income Statement
Normalzd Inc Avail to Common,,,,-43300.0,-59200.0,-71700.0,-91000.0,Income Statement
Basic Normalized EPS,,,,-0.18,-0.25,-0.3,-0.38,Income Statement
Diluted Normalized EPS,,,,-0.18,-0.25,-0.3,-0.38,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-348.0,-59.0,-131.0,-222.0,Cash Flow
Depreciation/Depletion,,,,1.0,1.0,1.0,3.0,Cash Flow
Unusual Items,,,,-11.0,-7.0,-15.0,-14.0,Cash Flow
Other Non-Cash Items,,,,250.0,27.0,55.0,87.0,Cash Flow
Non-Cash Items,,,,239.0,20.0,40.0,73.0,Cash Flow
"Cash Interest Pd, Suppl",,,,1.0,0.0,1.0,1.0,Cash Flow
Prepaid Expenses,,,,-7.0,-2.0,-3.0,-3.0,Cash Flow
Other Assets,,,,-3.0,1.0,0.0,1.0,Cash Flow
Accounts Payable,,,,-1.0,-2.0,-2.0,2.0,Cash Flow
Accrued Expenses,,,,10.0,5.0,12.0,,Cash Flow
Changes in Working Capital,,,,0.0,2.0,7.0,13.0,Cash Flow
Total Cash from Operations,,,,-108.0,-37.0,-82.0,-133.0,Cash Flow
Purchase of Fixed Assets,,,,-4.0,-1.0,-2.0,-4.0,Cash Flow
Purchase/Acq of Intangibles,,,,0.0,,,,Cash Flow
Capital Expenditures,,,,-4.0,-1.0,-2.0,-4.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,-488.0,Cash Flow
Total Cash from Investing,,,,-4.0,-1.0,-2.0,-491.0,Cash Flow
Financing Cash Flow Items,,,,202.0,,,0.0,Cash Flow
"Common Stock, Net",,,,600.0,,,0.0,Cash Flow
"Preferred Stock, Net",,,,0.0,,,,Cash Flow
Options Exercised,,,,1.0,0.0,0.0,0.0,Cash Flow
Warrants Converted,,,,0.0,,,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,601.0,0.0,0.0,0.0,Cash Flow
Long Term Debt Issued,,,,20.0,,,0.0,Cash Flow
Long Term Debt Reduction,,,,,-3.0,-5.0,-8.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,20.0,-3.0,-5.0,-8.0,Cash Flow
Total Cash From Financing,,,,822.0,-2.0,-5.0,-7.0,Cash Flow
Net Change in Cash,,,,710.0,-40.0,-89.0,-632.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,37.0,747.0,747.0,747.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,747.0,707.0,658.0,115.0,Cash Flow
"Depreciation, Supplemental",,,,1.0,1.0,1.0,3.0,Cash Flow
Free Cash Flow,,,,-112.0,-38.0,-84.0,-137.0,
FCF Growth,,,,,-0.6607142857142857,1.210526315789474,0.6309523809523809,
