,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Revenue,,,,,,524.0,537.0,539.0,520.0,Income Statement
Selling/Gen/Admin Expense,,,,,,89.0,89.0,95.0,90.0,Income Statement
Labor & Related Expense,,,,,,313.0,320.0,315.0,309.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,402.0,408.0,410.0,399.0,Income Statement
Depreciation,,,,,,4.0,4.0,4.0,4.0,Income Statement
Amortiz of Intangibles,,,,,,55.0,60.0,65.0,67.0,Income Statement
Depreciation/Amortization,,,,,,59.0,64.0,68.0,71.0,Income Statement
Impair-Assets Held for Sale,,,,,,0.0,,,,Income Statement
Other Unusual Expnse (In),,,,,,0.0,,,,Income Statement
Unusual Expense (Income),,,,,,0.0,,,,Income Statement
"Other Operat Expse, Total",,,,,,16.0,-9.0,-43.0,-31.0,Income Statement
Total Operating Expense,,,,,,477.0,463.0,435.0,440.0,Income Statement
Total Operating Income,,,,,,47.0,73.0,104.0,80.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,-18.0,-19.0,-21.0,-27.0,Income Statement
"Inter Income, Non-Operating",,,,,,0.0,0.0,0.0,0.0,Income Statement
"Invest Income, Non-Operat",,,,,,0.0,0.0,0.0,0.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,0.0,0.0,0.0,0.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,0.0,0.0,-1.0,-2.0,Income Statement
"Other, Net",,,,,,0.0,0.0,-1.0,-2.0,Income Statement
Income Before Tax,,,,,,29.0,55.0,82.0,50.0,Income Statement
Income Tax - Total,,,,,,14.0,16.0,32.0,12.0,Income Statement
Income After Tax,,,,,,15.0,39.0,49.0,38.0,Income Statement
Minority Interest,,,,,,-7.0,-10.0,-16.0,-9.0,Income Statement
Net Inc Before Extra Items,,,,,,8.0,29.0,33.0,29.0,Income Statement
Total Net Income,,,,,,8.0,29.0,33.0,29.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,8.0,29.0,33.0,29.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,8.0,29.0,33.0,29.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,61.0,65.0,65.0,66.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,0.12,0.45,0.51,0.45,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,0.12,0.45,0.51,0.45,Income Statement
Diluted Weighted Average Shares,,,,,,62.0,66.0,66.0,66.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,0.12,0.44,0.5,0.44,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,0.12,0.44,0.5,0.44,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,18.0,19.0,21.0,27.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,4.0,4.0,4.0,4.0,Income Statement
Total Special Items,,,,,,0.0,,,,Income Statement
Normalzd Income Before Tax,,,,,,29.0,55.0,82.0,50.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,13.0,-15.0,-16.0,17.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,27.0,1.0,16.0,29.0,Income Statement
Normalized Income After Tax,,,,,,1.0,54.0,65.0,22.0,Income Statement
Normalzd Inc Avail to Common,,,,,,-6.0,44.0,49.0,13.0,Income Statement
Basic Normalized EPS,,,,,,-0.1,0.67,0.75,0.19,Income Statement
Diluted Normalized EPS,,,,,,-0.1,0.67,0.75,0.19,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,24.0,39.0,88.0,127.0,Cash Flow
Depreciation/Depletion,,,,,,15.0,4.0,7.0,11.0,Cash Flow
Amortization,,,,,,188.0,60.0,125.0,192.0,Cash Flow
Deferred Taxes,,,,,,-9.0,6.0,30.0,38.0,Cash Flow
Unusual Items,,,,,,0.0,,,,Cash Flow
Equity in Net Earnings/Loss,,,,,,-1.0,0.0,0.0,0.0,Cash Flow
Other Non-Cash Items,,,,,,148.0,-1.0,-35.0,-57.0,Cash Flow
Non-Cash Items,,,,,,147.0,-1.0,-36.0,-57.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,8.0,10.0,23.0,31.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,57.0,17.0,35.0,60.0,Cash Flow
Accounts Receivable,,,,,,-32.0,-10.0,-9.0,-8.0,Cash Flow
Prepaid Expenses,,,,,,2.0,-13.0,-10.0,-7.0,Cash Flow
Accounts Payable,,,,,,39.0,-74.0,-47.0,-39.0,Cash Flow
Accrued Expenses,,,,,,14.0,5.0,21.0,38.0,Cash Flow
Changes in Working Capital,,,,,,-52.0,-113.0,-85.0,-81.0,Cash Flow
Total Cash from Operations,,,,,,314.0,-5.0,129.0,230.0,Cash Flow
Capital Expenditures,,,,,,-11.0,-3.0,-6.0,-13.0,Cash Flow
Acquisition of Business,,,,,,-979.0,-3.0,-252.0,-362.0,Cash Flow
Purchase of Investments,,,,,,,-5.0,-5.0,-5.0,Cash Flow
Other Investing Cash Flow,,,,,,-17.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-996.0,-8.0,-257.0,-367.0,Cash Flow
Total Cash from Investing,,,,,,-1007.0,-11.0,-264.0,-380.0,Cash Flow
Financing Cash Flow Items,,,,,,-150.0,-14.0,-26.0,-42.0,Cash Flow
Total Cash Dividends Paid,,,,,,-32.0,-8.0,-16.0,-21.0,Cash Flow
"Common Stock, Net",,,,,,220.0,0.0,0.0,0.0,Cash Flow
Options Exercised,,,,,,8.0,0.0,0.0,1.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,228.0,0.0,0.0,1.0,Cash Flow
"Long Term Debt, Net",,,,,,0.0,0.0,,0.0,Cash Flow
Total Debt Issued,,,,,,1318.0,50.0,100.0,100.0,Cash Flow
Total Debt Reduction,,,,,,-425.0,-6.0,-12.0,-69.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,893.0,44.0,88.0,32.0,Cash Flow
Total Cash From Financing,,,,,,939.0,22.0,46.0,-30.0,Cash Flow
Foreign Exchange Effects,,,,,,-1.0,0.0,-1.0,-3.0,Cash Flow
Net Change in Cash,,,,,,245.0,6.0,-90.0,-182.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,66.0,311.0,311.0,311.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,311.0,317.0,221.0,129.0,Cash Flow
"Depreciation, Supplemental",,,,,,15.0,4.0,7.0,11.0,Cash Flow
Free Cash Flow,,,,,,303.0,-8.0,123.0,217.0,
FCF Growth,,,,,,,-1.0264026402640265,-16.375,0.7642276422764227,
