,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Sale of Fixed Assets,,,0.0,,,,Cash Flow
Sale/Maturity of Investment,,,0.0,,,,Cash Flow
Purchase of Investments,,,0.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,0.0,-19787.0,-55039.0,-55039.0,Cash Flow
Total Cash from Investing,,,-2832.0,-20737.0,-57512.0,-57977.0,Cash Flow
Financing Cash Flow Items,,,-7039.0,-6216.0,-8931.0,-9169.0,Cash Flow
Total Cash Dividends Paid,,,-12751.0,-2750.0,-5533.0,-8521.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,83421.0,,49703.0,56329.0,Cash Flow
Short Term Debt Issued,,,5010.0,,,3989.0,Cash Flow
Short Term Debt Reduction,,,-3061.0,-1474.0,-2853.0,-3878.0,Cash Flow
"Short Term Debt, Net",,,1949.0,-1474.0,-2853.0,111.0,Cash Flow
Long Term Debt Issued,,,456696.0,0.0,48000.0,43000.0,Cash Flow
Long Term Debt Reduction,,,-528872.0,-2517.0,-53031.0,-50540.0,Cash Flow
"Long Term Debt, Net",,,-72176.0,-2517.0,-5031.0,-7540.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-70227.0,-3991.0,-7884.0,-7429.0,Cash Flow
Total Cash From Financing,,,-6596.0,-12957.0,27355.0,31210.0,Cash Flow
Foreign Exchange Effects,,,318.0,798.0,144.0,-241.0,Cash Flow
Net Change in Cash,,,30984.0,-23980.0,-4995.0,2493.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,2873.0,33857.0,33857.0,33857.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,33857.0,9877.0,28862.0,36350.0,Cash Flow
"Depreciation, Supplemental",,,13718.0,3544.0,7380.0,11319.0,Cash Flow
Free Cash Flow,,,37262.0,7966.0,22545.0,26563.0,
FCF Growth,,,,-0.7862165208523428,1.830153150891288,0.17822133510756255,
