,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Diluted EPS Incl. Extra. Items,,,,0.01,-0.11,-0.09,-0.14,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,38.0,31.0,29.0,35.0,Income Statement
"Depreciat/Amort, Suppl",,,,3576.0,4112.0,4500.0,4849.0,Income Statement
Total Special Items,,,,72.0,,,0.0,Income Statement
Normalzd Income Before Tax,,,,-5429.0,-62314.0,-49549.0,-79201.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,25.0,,,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,-10521.0,5.0,25.0,5.0,Income Statement
Normalized Income After Tax,,,,5092.0,-62319.0,-49574.0,-79206.0,Income Statement
Normalzd Inc Avail to Common,,,,5092.0,-62319.0,-49574.0,-79206.0,Income Statement
Basic Normalized EPS,,,,0.01,-0.11,-0.09,-0.14,Income Statement
Diluted Normalized EPS,,,,0.01,-0.11,-0.09,-0.14,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-180.0,-62.0,-112.0,-191.0,Cash Flow
Depreciation/Depletion,,,,16.0,5.0,11.0,17.0,Cash Flow
Deferred Taxes,,,,-11.0,,,,Cash Flow
Unusual Items,,,,-41.0,-17.0,-60.0,-72.0,Cash Flow
Equity in Net Earnings/Loss,,,,-29.0,-14.0,-19.0,-19.0,Cash Flow
Other Non-Cash Items,,,,44.0,20.0,39.0,51.0,Cash Flow
Non-Cash Items,,,,-26.0,-11.0,-40.0,-40.0,Cash Flow
Accounts Receivable,,,,-12.0,0.0,1.0,-3.0,Cash Flow
Other Assets,,,,10.0,9.0,22.0,32.0,Cash Flow
Accounts Payable,,,,6.0,-3.0,3.0,2.0,Cash Flow
Changes in Working Capital,,,,5.0,7.0,26.0,31.0,Cash Flow
Total Cash from Operations,,,,-196.0,-61.0,-115.0,-183.0,Cash Flow
Capital Expenditures,,,,-32.0,-11.0,-19.0,-24.0,Cash Flow
Acquisition of Business,,,,-7.0,-1.0,-6.0,-6.0,Cash Flow
Sale/Maturity of Investment,,,,422.0,108.0,365.0,675.0,Cash Flow
"Investment, Net",,,,-402.0,-572.0,-867.0,-1221.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,14.0,-465.0,-508.0,-552.0,Cash Flow
Total Cash from Investing,,,,-19.0,-476.0,-527.0,-576.0,Cash Flow
Financing Cash Flow Items,,,,1018.0,0.0,0.0,0.0,Cash Flow
"Preferred Stock, Net",,,,0.0,,,,Cash Flow
Options Exercised,,,,1.0,0.0,1.0,1.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,1.0,0.0,1.0,1.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,74.0,0.0,-1.0,-1.0,Cash Flow
Total Cash From Financing,,,,1093.0,0.0,0.0,0.0,Cash Flow
Net Change in Cash,,,,878.0,-537.0,-641.0,-759.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,78.0,956.0,956.0,956.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,956.0,419.0,315.0,198.0,Cash Flow
"Depreciation, Supplemental",,,,16.0,5.0,11.0,17.0,Cash Flow
Free Cash Flow,,,,-228.0,-72.0,-134.0,-207.0,
FCF Growth,,,,,-0.6842105263157895,0.8611111111111112,0.544776119402985,
