,2018,2019,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
Total Liabilities,,,,,,47773.0,49963.0,49165.0,52023.0,Balance Sheet
Common Stock,,,,,,47.0,47.0,49.0,50.0,Balance Sheet
Additional Paid-In Capital,,,,,,717151.0,723359.0,763150.0,777650.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,-279508.0,-311204.0,-353457.0,-396559.0,Balance Sheet
"Other Equity, Total",,,,,,-181.0,-973.0,520.0,2931.0,Balance Sheet
Total Equity,,,,,,437509.0,411229.0,410262.0,384072.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,485282.0,461192.0,459427.0,436095.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,47206.0,47339.0,49298.0,49739.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,0.0,0.0,0.0,0.0,Income Statement
Selling/Gen/Admin Expense,,,,,,6256.0,6533.0,6818.0,8282.0,Income Statement
Labor & Related Expense,,,,,,4089.0,3719.0,4580.0,4463.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,10345.0,10252.0,11398.0,12745.0,Income Statement
Research & Development,,,,,,18835.0,21219.0,28960.0,28316.0,Income Statement
Depreciation/Amortization,,,,,,518.0,517.0,518.0,518.0,Income Statement
Unusual Expense (Income),,,,,,0.0,0.0,,,Income Statement
Total Operating Expense,,,,,,29698.0,31988.0,40876.0,41579.0,Income Statement
Total Operating Income,,,,,,-29698.0,-31988.0,-40876.0,-41579.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,-555.0,-553.0,-552.0,-550.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,87.0,131.0,343.0,1112.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,492.0,714.0,-1168.0,-2085.0,Income Statement
"Other, Net",,,,,,492.0,714.0,-1168.0,-2085.0,Income Statement
Income Before Tax,,,,,,-29674.0,-31696.0,-42253.0,-43102.0,Income Statement
Income After Tax,,,,,,-29674.0,-31696.0,-42253.0,-43102.0,Income Statement
Net Inc Before Extra Items,,,,,,-29674.0,-31696.0,-42253.0,-43102.0,Income Statement
Total Net Income,,,,,,-29674.0,-31696.0,-42253.0,-43102.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,-29674.0,-31696.0,-42253.0,-43102.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,-29674.0,-31696.0,-42253.0,-43102.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,52320.0,52535.0,54211.0,54770.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,-0.57,-0.6,-0.78,-0.79,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,-0.57,-0.6,-0.78,-0.79,Income Statement
Diluted Weighted Average Shares,,,,,,52320.0,52535.0,54211.0,54770.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,-0.57,-0.6,-0.78,-0.79,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,-0.57,-0.6,-0.78,-0.79,Income Statement
Div/Share-ComStockPrimIssue,,,,,,0.0,,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,555.0,553.0,552.0,550.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,1155.0,1109.0,1227.0,1224.0,Income Statement
Total Special Items,,,,,,0.0,0.0,,,Income Statement
Normalzd Income Before Tax,,,,,,-29674.0,-31696.0,-42253.0,-43102.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,0.0,0.0,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,0.0,0.0,,,Income Statement
Normalized Income After Tax,,,,,,-29674.0,-31696.0,-42253.0,-43102.0,Income Statement
Normalzd Inc Avail to Common,,,,,,-29674.0,-31696.0,-42253.0,-43102.0,Income Statement
Basic Normalized EPS,,,,,,-0.57,-0.6,-0.78,-0.79,Income Statement
Diluted Normalized EPS,,,,,,-0.57,-0.6,-0.78,-0.79,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,-86340.0,-118036.0,-42253.0,-85355.0,Cash Flow
Depreciation/Depletion,,,,,,1598.0,2147.0,620.0,1237.0,Cash Flow
Unusual Items,,,,,,0.0,0.0,,,Cash Flow
Other Non-Cash Items,,,,,,20273.0,26474.0,7437.0,14025.0,Cash Flow
Non-Cash Items,,,,,,20273.0,26474.0,7437.0,14025.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,-55.0,55.0,,,Cash Flow
"Cash Interest Pd, Suppl",,,,,,0.0,0.0,,,Cash Flow
Accounts Receivable,,,,,,700.0,-247.0,-850.0,-1417.0,Cash Flow
Prepaid Expenses,,,,,,-934.0,-815.0,1158.0,159.0,Cash Flow
Other Assets,,,,,,1792.0,2527.0,733.0,1466.0,Cash Flow
Accounts Payable,,,,,,1193.0,1118.0,895.0,698.0,Cash Flow
Accrued Expenses,,,,,,2095.0,4652.0,-1195.0,2522.0,Cash Flow
Changes in Working Capital,,,,,,4846.0,7235.0,741.0,3428.0,Cash Flow
Total Cash from Operations,,,,,,-59623.0,-82180.0,-33455.0,-66665.0,Cash Flow
Capital Expenditures,,,,,,-1184.0,-2336.0,-1068.0,-1464.0,Cash Flow
Sale/Maturity of Investment,,,,,,196250.0,256250.0,67000.0,200500.0,Cash Flow
Purchase of Investments,,,,,,-192546.0,-255720.0,-60617.0,-193685.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,3704.0,530.0,6383.0,6815.0,Cash Flow
Total Cash from Investing,,,,,,2520.0,-1806.0,5315.0,5351.0,Cash Flow
Financing Cash Flow Items,,,,,,0.0,0.0,,,Cash Flow
"Common Stock, Net",,,,,,0.0,0.0,31037.0,37438.0,Cash Flow
Options Exercised,,,,,,6427.0,6862.0,1562.0,2670.0,Cash Flow
Warrants Converted,,,,,,0.0,0.0,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,6427.0,6862.0,32599.0,40108.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,-188.0,-264.0,-77.0,-163.0,Cash Flow
Total Cash From Financing,,,,,,6239.0,6598.0,32522.0,39945.0,Cash Flow
Foreign Exchange Effects,,,,,,621.0,818.0,1915.0,4351.0,Cash Flow
Net Change in Cash,,,,,,-50243.0,-76570.0,6297.0,-17018.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,184154.0,184154.0,107584.0,107584.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,133911.0,107584.0,113881.0,90566.0,Cash Flow
"Depreciation, Supplemental",,,,,,1598.0,2147.0,620.0,1237.0,Cash Flow
Free Cash Flow,,,,,,-60807.0,-84516.0,-34523.0,-68129.0,
FCF Growth,,,,,,,0.38990576742809213,-0.5915211320933315,0.9734379978565015,
