,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Loans,,,,0.0,-34.0,-82.0,-130.0,Cash Flow
Other Investing Cash Flow,,,,17.0,0.0,0.0,0.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,162.0,75.0,45.0,21.0,Cash Flow
Total Cash from Investing,,,,110.0,50.0,-5.0,-55.0,Cash Flow
Financing Cash Flow Items,,,,1911.0,956.0,2486.0,4848.0,Cash Flow
Total Cash Dividends Paid,,,,-40.0,,-20.0,-20.0,Cash Flow
"Common Stock, Net",,,,-1.0,0.0,0.0,0.0,Cash Flow
Repurch/Retirmnt Common/Preferred,,,,-283.0,,0.0,0.0,Cash Flow
Options Exercised,,,,-89.0,2.0,2.0,2.0,Cash Flow
Warrants Converted,,,,95.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,-277.0,2.0,2.0,2.0,Cash Flow
"Short Term Debt, Net",,,,0.0,,,,Cash Flow
Long Term Debt Issued,,,,9521.0,3570.0,4711.0,7862.0,Cash Flow
Long Term Debt Reduction,,,,-10430.0,-2633.0,-4987.0,-7307.0,Cash Flow
"Long Term Debt, Net",,,,-908.0,937.0,-276.0,555.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-908.0,937.0,-276.0,555.0,Cash Flow
Total Cash From Financing,,,,685.0,1895.0,2192.0,5385.0,Cash Flow
Foreign Exchange Effects,,,,0.0,0.0,0.0,0.0,Cash Flow
Net Change in Cash,,,,-555.0,934.0,230.0,493.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,1323.0,768.0,768.0,768.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,768.0,1702.0,999.0,1261.0,Cash Flow
"Depreciation, Supplemental",,,,102.0,31.0,69.0,109.0,Cash Flow
Free Cash Flow,,,,-1402.0,-1036.0,-2007.0,-4913.0,
FCF Growth,,,,,-0.261055634807418,0.9372586872586872,1.4479322371699053,
