,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
"Inter/Invest Inc, Non-Oper",,,,480.0,547.0,1472.0,5540.0,Income Statement
OtherNon-OperatInc (Expnse),,,,-64118.0,-59870.0,-135798.0,-65046.0,Income Statement
"Other, Net",,,,-64118.0,-59870.0,-135798.0,-65046.0,Income Statement
Income Before Tax,,,,-123182.0,-99356.0,-176741.0,-122779.0,Income Statement
Income Tax - Total,,,,33006.0,2023.0,2588.0,1096.0,Income Statement
Income After Tax,,,,-156188.0,-101379.0,-179329.0,-123875.0,Income Statement
Net Inc Before Extra Items,,,,-156188.0,-101379.0,-179329.0,-123875.0,Income Statement
Total Net Income,,,,-156188.0,-101379.0,-179329.0,-123875.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,-156188.0,-101379.0,-179329.0,-123875.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-156188.0,-101379.0,-179329.0,-123875.0,Income Statement
Basic/Primary Weighted Average Shares,,,,2012735.0,2036307.0,2054799.0,2073265.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.08,-0.05,-0.09,-0.06,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.08,-0.05,-0.09,-0.06,Income Statement
Diluted Weighted Average Shares,,,,2012735.0,2036307.0,2054799.0,2073265.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.08,-0.05,-0.09,-0.06,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.08,-0.05,-0.09,-0.06,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,601.0,594.0,670.0,1082.0,Income Statement
"Depreciat/Amort, Suppl",,,,3840.0,4312.0,4895.0,5942.0,Income Statement
Normalzd Income Before Tax,,,,-123182.0,-99356.0,-176741.0,-122779.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,33006.0,2023.0,2588.0,1096.0,Income Statement
Normalized Income After Tax,,,,-156188.0,-101379.0,-179329.0,-123875.0,Income Statement
Normalzd Inc Avail to Common,,,,-156188.0,-101379.0,-179329.0,-123875.0,Income Statement
Basic Normalized EPS,,,,-0.08,-0.05,-0.09,-0.06,Income Statement
Diluted Normalized EPS,,,,-0.08,-0.05,-0.09,-0.06,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-520.0,-101.0,-281.0,-405.0,Cash Flow
Depreciation/Depletion,,,,15.0,4.0,9.0,15.0,Cash Flow
Deferred Taxes,,,,43.0,0.0,0.0,0.0,Cash Flow
Unusual Items,,,,73.0,63.0,201.0,261.0,Cash Flow
Other Non-Cash Items,,,,815.0,157.0,312.0,468.0,Cash Flow
Non-Cash Items,,,,888.0,220.0,513.0,729.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,4.0,1.0,1.0,1.0,Cash Flow
"Cash Interest Pd, Suppl",,,,3.0,0.0,0.0,0.0,Cash Flow
Accounts Receivable,,,,-35.0,-66.0,-76.0,-155.0,Cash Flow
Prepaid Expenses,,,,-11.0,-4.0,-36.0,-6.0,Cash Flow
Other Assets,,,,-3.0,3.0,8.0,10.0,Cash Flow
Accounts Payable,,,,58.0,-47.0,-20.0,-15.0,Cash Flow
Accrued Expenses,,,,-17.0,-16.0,12.0,-28.0,Cash Flow
Changes in Working Capital,,,,-92.0,-87.0,-144.0,-194.0,Cash Flow
Total Cash from Operations,,,,334.0,35.0,98.0,145.0,Cash Flow
Capital Expenditures,,,,-13.0,-15.0,-21.0,-35.0,Cash Flow
Sale/Maturity of Investment,,,,0.0,8.0,19.0,41.0,Cash Flow
Purchase of Investments,,,,-382.0,-90.0,-90.0,-125.0,Cash Flow
Other Investing Cash Flow,,,,-3.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-385.0,-81.0,-70.0,-83.0,Cash Flow
Total Cash from Investing,,,,-398.0,-96.0,-91.0,-119.0,Cash Flow
Financing Cash Flow Items,,,,-1.0,0.0,0.0,0.0,Cash Flow
Sale/Issuance of Common,,,,0.0,,,,Cash Flow
Repurch/Retirement Common,,,,0.0,,,,Cash Flow
"Common Stock, Net",,,,0.0,,,,Cash Flow
Sale/Issuance of Preferred,,,,0.0,,,,Cash Flow
Repurch/Retirement Preferd,,,,0.0,,,,Cash Flow
"Preferred Stock, Net",,,,0.0,,,,Cash Flow
Options Exercised,,,,507.0,27.0,48.0,72.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,507.0,27.0,48.0,72.0,Cash Flow
Long Term Debt Issued,,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,,-200.0,,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-200.0,,0.0,0.0,Cash Flow
Total Cash From Financing,,,,307.0,27.0,48.0,72.0,Cash Flow
Foreign Exchange Effects,,,,-4.0,-1.0,-6.0,-12.0,Cash Flow
Net Change in Cash,,,,239.0,-34.0,48.0,86.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,2128.0,2367.0,2367.0,2367.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,2367.0,2332.0,2415.0,2453.0,Cash Flow
"Depreciation, Supplemental",,,,15.0,4.0,9.0,15.0,Cash Flow
Free Cash Flow,,,,321.0,20.0,77.0,110.0,
FCF Growth,,,,,-0.9376947040498442,2.85,0.4285714285714286,
