,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Inventories,,,,,,,-4307.0,Cash Flow
Prepaid Expenses,,,,-7329.0,0.0,2059.0,2299.0,Cash Flow
Accounts Payable,,,,245.0,5196.0,1166.0,1383.0,Cash Flow
Accrued Expenses,,,,10704.0,-5619.0,-7220.0,294.0,Cash Flow
Changes in Working Capital,,,,3620.0,-423.0,-3995.0,-2762.0,Cash Flow
Total Cash from Operations,,,,-174627.0,-56975.0,-118955.0,-186650.0,Cash Flow
Purchase of Fixed Assets,,,,-995.0,-124.0,-204.0,-210.0,Cash Flow
Purchase/Acq of Intangibles,,,,,,,-22950.0,Cash Flow
Capital Expenditures,,,,-995.0,-124.0,-204.0,-23160.0,Cash Flow
Sale/Maturity of Investment,,,,217550.0,70925.0,203811.0,271061.0,Cash Flow
Purchase of Investments,,,,-292508.0,-55504.0,-135745.0,-377301.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-74958.0,15421.0,68066.0,-106240.0,Cash Flow
Total Cash from Investing,,,,-75953.0,15297.0,67862.0,-129400.0,Cash Flow
Financing Cash Flow Items,,,,-1637.0,,,-2187.0,Cash Flow
"Common Stock, Net",,,,208332.0,14456.0,15431.0,177023.0,Cash Flow
"Preferred Stock, Net",,,,0.0,,,,Cash Flow
Options Exercised,,,,1265.0,260.0,416.0,1000.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,209597.0,14716.0,15847.0,178023.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,73987.0,,0.0,125000.0,Cash Flow
Total Cash From Financing,,,,281947.0,14716.0,15847.0,300836.0,Cash Flow
Net Change in Cash,,,,31367.0,-26962.0,-35246.0,-15214.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,66624.0,97991.0,97991.0,97991.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,97991.0,71029.0,62745.0,82777.0,Cash Flow
"Depreciation, Supplemental",,,,454.0,150.0,305.0,462.0,Cash Flow
Free Cash Flow,,,,-175622.0,-57099.0,-119159.0,-209810.0,
FCF Growth,,,,,-0.6748755850633747,1.0868841836109215,0.760756636091273,
