,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,303.0,264.0,196.0,160.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-68.0,-59.0,-46.0,-26.0,Balance Sheet
Treasury Stock - Common,,,-1.0,-1.0,-1.0,-1.0,Balance Sheet
"Other Equity, Total",,,,,,0.0,Balance Sheet
Total Equity,,,235.0,204.0,150.0,133.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,399.0,902.0,858.0,818.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,88.0,87.0,83.0,81.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,30.0,30.0,30.0,30.0,Balance Sheet
Ttl Comm. Shares Outs.,,,118.0,118.0,114.0,111.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,220137.0,227260.0,239943.0,226968.0,Income Statement
"Cost of Revenue, Total",,,19776.0,21606.0,21757.0,21839.0,Income Statement
Selling/Gen/Admin Expense,,,134925.0,150178.0,151581.0,131191.0,Income Statement
Labor & Related Expense,,,11554.0,11608.0,10583.0,11459.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,146479.0,161786.0,162164.0,142650.0,Income Statement
Research & Development,,,28391.0,29644.0,30925.0,33008.0,Income Statement
Total Operating Expense,,,194646.0,213036.0,214846.0,197497.0,Income Statement
Total Operating Income,,,25491.0,14224.0,25097.0,29471.0,Income Statement
"Inter Expse,Net Non-Operat",,,-220.0,-6285.0,-7511.0,-7361.0,Income Statement
OtherNon-OperatInc (Expnse),,,-19.0,-25.0,36.0,321.0,Income Statement
"Other, Net",,,-19.0,-25.0,36.0,321.0,Income Statement
Income Before Tax,,,25252.0,7914.0,17622.0,22431.0,Income Statement
Income Tax - Total,,,4263.0,-503.0,4512.0,1875.0,Income Statement
Income After Tax,,,20989.0,8417.0,13110.0,20556.0,Income Statement
Net Inc Before Extra Items,,,20989.0,8417.0,13110.0,20556.0,Income Statement
Total Net Income,,,20989.0,8417.0,13110.0,20556.0,Income Statement
Preferred Dividends,,,0.0,0.0,0.0,0.0,Income Statement
Misc Earnings Adjustment,,,-168.0,0.0,,,Income Statement
Total Adjust to Net Income,,,-168.0,0.0,0.0,0.0,Income Statement
Income Available to Common Excl. Extra. Items,,,20821.0,8417.0,13110.0,20556.0,Income Statement
Income Available to Common Incl. Extra. Items,,,20821.0,8417.0,13110.0,20556.0,Income Statement
Basic/Primary Weighted Average Shares,,,117443.0,118806.0,116791.0,113059.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,0.18,0.07,0.11,0.18,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,0.18,0.07,0.11,0.18,Income Statement
Diluted Weighted Average Shares,,,170407.0,127050.0,124091.0,119810.0,Income Statement
Diluted EPS Excl. Extra. Items,,,0.12,0.07,0.11,0.17,Income Statement
Diluted EPS Incl. Extra. Items,,,0.12,0.07,0.11,0.17,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,220.0,6285.0,7511.0,7361.0,Income Statement
"Depreciat/Amort, Suppl",,,2464.0,2485.0,2637.0,2867.0,Income Statement
Normalzd Income Before Tax,,,25252.0,7914.0,17622.0,22431.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,4263.0,-503.0,4512.0,1875.0,Income Statement
Normalized Income After Tax,,,20989.0,8417.0,13110.0,20556.0,Income Statement
Normalzd Inc Avail to Common,,,20821.0,8417.0,13110.0,20556.0,Income Statement
Basic Normalized EPS,,,0.18,0.07,0.11,0.18,Income Statement
Diluted Normalized EPS,,,0.12,0.07,0.11,0.17,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,3600.0,8417.0,21527.0,42083.0,Cash Flow
Depreciation/Depletion,,,9463.0,2485.0,5122.0,7989.0,Cash Flow
Deferred Taxes,,,-14946.0,-5359.0,-5356.0,-2547.0,Cash Flow
Unusual Items,,,30.0,,,,Cash Flow
Other Non-Cash Items,,,114611.0,24175.0,44405.0,65830.0,Cash Flow
Non-Cash Items,,,114641.0,24175.0,44405.0,65830.0,Cash Flow
Accounts Receivable,,,-22417.0,-10781.0,-11569.0,-8186.0,Cash Flow
Prepaid Expenses,,,-4703.0,-991.0,-3504.0,-1740.0,Cash Flow
Other Assets,,,-3342.0,2210.0,1990.0,1479.0,Cash Flow
Accounts Payable,,,11227.0,-2882.0,417.0,-11008.0,Cash Flow
Accrued Expenses,,,42477.0,-5075.0,158.0,-10357.0,Cash Flow
Changes in Working Capital,,,31378.0,-15285.0,-10601.0,-29007.0,Cash Flow
Total Cash from Operations,,,144136.0,14433.0,55097.0,84348.0,Cash Flow
Purchase of Fixed Assets,,,-6083.0,-986.0,-1664.0,-2224.0,Cash Flow
Software Development Costs,,,-7253.0,-2530.0,-2649.0,-6336.0,Cash Flow
Capital Expenditures,,,-13336.0,-3516.0,-4313.0,-8560.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-186719.0,Cash Flow
Total Cash from Investing,,,-13336.0,-3516.0,-4313.0,-195279.0,Cash Flow
Financing Cash Flow Items,,,-6509.0,-9987.0,-13652.0,-15984.0,Cash Flow
"Common Stock, Net",,,-2750.0,-62349.0,-145227.0,-198678.0,Cash Flow
Options Exercised,,,18541.0,2191.0,3397.0,3950.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,15791.0,-60158.0,-141830.0,-194728.0,Cash Flow
Short Term Debt Issued,,,0.0,,,,Cash Flow
Short Term Debt Reduction,,,0.0,,,,Cash Flow
"Short Term Debt, Net",,,0.0,,,,Cash Flow
Long Term Debt Issued,,,0.0,550000.0,550000.0,550000.0,Cash Flow
Long Term Debt Reduction,,,0.0,,,,Cash Flow
"Long Term Debt, Net",,,0.0,550000.0,550000.0,550000.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,0.0,550000.0,550000.0,550000.0,Cash Flow
Total Cash From Financing,,,9282.0,479855.0,394518.0,339288.0,Cash Flow
Net Change in Cash,,,140082.0,490772.0,445302.0,228357.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,114539.0,254621.0,254621.0,254621.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,254621.0,745393.0,699923.0,482978.0,Cash Flow
"Depreciation, Supplemental",,,9463.0,2485.0,5122.0,7989.0,Cash Flow
Free Cash Flow,,,130800.0,10917.0,50784.0,75788.0,
FCF Growth,,,,-0.9165366972477065,3.6518274251167906,0.49235979836168875,
