,2019,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
Amortization,,,,,34682.0,46238.0,10571.0,21068.0,Cash Flow
Deferred Taxes,,,,,34.0,-12401.0,,,Cash Flow
Non-Cash Items,,,,,74822.0,101022.0,31443.0,73833.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,12902.0,24247.0,-31542.0,-23567.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,6549.0,8375.0,2066.0,4743.0,Cash Flow
Accounts Receivable,,,,,-22362.0,-108848.0,151404.0,153512.0,Cash Flow
Prepaid Expenses,,,,,-17508.0,-8108.0,33096.0,25128.0,Cash Flow
Other Assets,,,,,-19581.0,-29533.0,2079.0,-3618.0,Cash Flow
Payable/Accrued,,,,,10987.0,35946.0,-29815.0,-14428.0,Cash Flow
Changes in Working Capital,,,,,-6236.0,52969.0,96172.0,59209.0,Cash Flow
Total Cash from Operations,,,,,162612.0,250917.0,143098.0,172496.0,Cash Flow
Purchase of Fixed Assets,,,,,-11768.0,-17695.0,-6906.0,-11237.0,Cash Flow
Purchase/Acq of Intangibles,,,,,0.0,0.0,,,Cash Flow
Capital Expenditures,,,,,-11768.0,-17695.0,-6906.0,-11237.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,-13195.0,-13195.0,0.0,0.0,Cash Flow
Total Cash from Investing,,,,,-24963.0,-30890.0,-6906.0,-11237.0,Cash Flow
Financing Cash Flow Items,,,,,,0.0,,,Cash Flow
Sale/Issuance of Common,,,,,,0.0,,,Cash Flow
Repurch/Retirement Common,,,,,-51.0,-66.0,-11.0,-15.0,Cash Flow
"Common Stock, Net",,,,,-51.0,-66.0,-11.0,-15.0,Cash Flow
Options Exercised,,,,,37563.0,39402.0,9902.0,12959.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,37512.0,39336.0,9891.0,12944.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,-90000.0,-120000.0,-30000.0,-60000.0,Cash Flow
Total Cash From Financing,,,,,-52488.0,-80664.0,-20109.0,-47056.0,Cash Flow
Foreign Exchange Effects,,,,,-1400.0,-1358.0,-7705.0,-13740.0,Cash Flow
Net Change in Cash,,,,,83761.0,138005.0,108378.0,100463.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,324962.0,324962.0,462967.0,462967.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,408723.0,462967.0,571345.0,563430.0,Cash Flow
"Depreciation, Supplemental",,,,,7788.0,10638.0,2798.0,5746.0,Cash Flow
Free Cash Flow,,,,,150844.0,233222.0,136192.0,161259.0,
FCF Growth,,,,,,0.5461138659807483,-0.41604136831002225,0.18405633223684204,
