,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Liabilities & Shareholders’ Equity,,,,,,257483.0,220662.0,210919.0,192719.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,55577.0,56041.0,56063.0,56183.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,34657.0,33908.0,37163.0,33899.0,Income Statement
"Cost of Revenue, Total",,,,,,15834.0,13208.0,15819.0,13490.0,Income Statement
Selling/Gen/Admin Expense,,,,,,24005.0,30528.0,33951.0,32396.0,Income Statement
Labor & Related Expense,,,,,,9229.0,2914.0,2924.0,2398.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,33234.0,33442.0,36875.0,34794.0,Income Statement
Research & Development,,,,,,423.0,468.0,3550.0,1376.0,Income Statement
Depreciation,,,,,,78.0,79.0,80.0,82.0,Income Statement
Amortiz of Intangibles,,,,,,842.0,843.0,773.0,838.0,Income Statement
Depreciation/Amortization,,,,,,920.0,922.0,853.0,920.0,Income Statement
Restructuring Charge,,,,,,0.0,,,,Income Statement
Litigation,,,,,,0.0,0.0,0.0,0.0,Income Statement
Other Unusual Expnse (In),,,,,,2241.0,1316.0,1414.0,1216.0,Income Statement
Unusual Expense (Income),,,,,,2241.0,1316.0,1414.0,1216.0,Income Statement
Total Operating Expense,,,,,,52652.0,49356.0,58511.0,51796.0,Income Statement
Total Operating Income,,,,,,-17995.0,-15448.0,-21348.0,-17897.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,-140.0,-2048.0,-2075.0,-2343.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,0.0,,4.0,38.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,-7.0,-24.0,-62.0,Income Statement
"Other, Net",,,,,,,-7.0,-24.0,-62.0,Income Statement
Income Before Tax,,,,,,-18135.0,-17503.0,-23443.0,-20264.0,Income Statement
Income Tax - Total,,,,,,42.0,-2.0,28.0,12.0,Income Statement
Income After Tax,,,,,,-18177.0,-17501.0,-23471.0,-20276.0,Income Statement
Net Inc Before Extra Items,,,,,,-18177.0,-17501.0,-23471.0,-20276.0,Income Statement
Total Net Income,,,,,,-18177.0,-17501.0,-23471.0,-20276.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,-18177.0,-17501.0,-23471.0,-20276.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,-18177.0,-17501.0,-23471.0,-20276.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,55638.0,55731.0,56080.0,56177.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,-0.33,-0.31,-0.42,-0.36,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,-0.33,-0.31,-0.42,-0.36,Income Statement
Diluted Weighted Average Shares,,,,,,55638.0,55731.0,56080.0,56177.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,-0.33,-0.31,-0.42,-0.36,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,-0.33,-0.31,-0.42,-0.36,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,140.0,2048.0,2075.0,2343.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,78.0,79.0,80.0,82.0,Income Statement
Total Special Items,,,,,,2241.0,1316.0,1414.0,1216.0,Income Statement
Normalzd Income Before Tax,,,,,,-15894.0,-16187.0,-22029.0,-19048.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,784.0,461.0,495.0,426.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,826.0,459.0,523.0,438.0,Income Statement
Normalized Income After Tax,,,,,,-16720.0,-16646.0,-22552.0,-19486.0,Income Statement
Normalzd Inc Avail to Common,,,,,,-16720.0,-16646.0,-22552.0,-19486.0,Income Statement
Basic Normalized EPS,,,,,,-0.3,-0.3,-0.4,-0.35,Income Statement
Diluted Normalized EPS,,,,,,-0.3,-0.3,-0.4,-0.35,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,-46810.0,-17501.0,-40972.0,-61248.0,Cash Flow
Depreciation/Depletion,,,,,,5622.0,922.0,1775.0,2695.0,Cash Flow
Deferred Taxes,,,,,,15.0,-17.0,-11.0,-15.0,Cash Flow
Unusual Items,,,,,,7258.0,1316.0,2730.0,3946.0,Cash Flow
Other Non-Cash Items,,,,,,12070.0,3872.0,7586.0,11162.0,Cash Flow
Non-Cash Items,,,,,,19328.0,5188.0,10316.0,15108.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,14.0,,54.0,70.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,138.0,1781.0,3582.0,5651.0,Cash Flow
Accounts Receivable,,,,,,-5566.0,-2608.0,-7108.0,-7626.0,Cash Flow
Inventories,,,,,,-2979.0,-5571.0,-12625.0,-15283.0,Cash Flow
Prepaid Expenses,,,,,,-7264.0,549.0,-2324.0,1426.0,Cash Flow
Other Assets,,,,,,0.0,3454.0,4399.0,2300.0,Cash Flow
Accounts Payable,,,,,,-787.0,1471.0,4394.0,2338.0,Cash Flow
Accrued Expenses,,,,,,20053.0,-9086.0,-1931.0,-833.0,Cash Flow
Changes in Working Capital,,,,,,-11543.0,-26791.0,-30195.0,-32678.0,Cash Flow
Total Cash from Operations,,,,,,-33388.0,-38199.0,-59087.0,-76138.0,Cash Flow
Purchase of Fixed Assets,,,,,,-393.0,-12.0,-243.0,-752.0,Cash Flow
Software Development Costs,,,,,,-577.0,-249.0,-406.0,-796.0,Cash Flow
Capital Expenditures,,,,,,-970.0,-261.0,-649.0,-1548.0,Cash Flow
Sale/Maturity of Investment,,,,,,5000.0,0.0,0.0,0.0,Cash Flow
Purchase of Investments,,,,,,0.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,5000.0,0.0,0.0,0.0,Cash Flow
Total Cash from Investing,,,,,,4030.0,-261.0,-649.0,-1548.0,Cash Flow
Financing Cash Flow Items,,,,,,85852.0,-1039.0,-2055.0,-3169.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,11565.0,17.0,184.0,539.0,Cash Flow
"Short Term Debt, Net",,,,,,-20000.0,,,,Cash Flow
Long Term Debt Issued,,,,,,71958.0,,,,Cash Flow
Long Term Debt Reduction,,,,,,-76323.0,0.0,0.0,0.0,Cash Flow
"Long Term Debt, Net",,,,,,-4365.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,-24365.0,0.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,,,,73052.0,-1022.0,-1871.0,-2630.0,Cash Flow
Foreign Exchange Effects,,,,,,,-103.0,-165.0,-368.0,Cash Flow
Net Change in Cash,,,,,,43694.0,-39585.0,-61772.0,-80684.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,102562.0,146256.0,146256.0,146256.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,146256.0,106671.0,84484.0,65572.0,Cash Flow
"Depreciation, Supplemental",,,,,,5622.0,922.0,1775.0,2695.0,Cash Flow
Free Cash Flow,,,,,,-34358.0,-38460.0,-59736.0,-77686.0,
FCF Growth,,,,,,,0.11938995284940912,0.553198127925117,0.3004888174635061,
