,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Accrued Expenses,,,,,,227.0,-131.0,-85.0,-92.0,Cash Flow
Payable/Accrued,,,,,,131.0,-7.0,13.0,26.0,Cash Flow
Changes in Working Capital,,,,,,-36.0,-287.0,-539.0,-600.0,Cash Flow
Total Cash from Operations,,,,,,550.0,-158.0,-246.0,-195.0,Cash Flow
Capital Expenditures,,,,,,-54.0,-19.0,-31.0,-44.0,Cash Flow
Acquisition of Business,,,,,,-7.0,-4.0,-19.0,-32.0,Cash Flow
Purchase of Investments,,,,,,-689.0,-12.0,-18.0,-23.0,Cash Flow
Other Investing Cash Flow,,,,,,0.0,71.0,71.0,-9.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-696.0,55.0,33.0,-63.0,Cash Flow
Total Cash from Investing,,,,,,-750.0,36.0,3.0,-108.0,Cash Flow
Financing Cash Flow Items,,,,,,-17.0,1.0,2.0,-2.0,Cash Flow
Sale/Issuance of Common,,,,,,0.0,,,,Cash Flow
Repurch/Retirement Common,,,,,,-9.0,-26.0,-27.0,-27.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,-9.0,-26.0,-27.0,-27.0,Cash Flow
Long Term Debt Issued,,,,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,,,,-40.0,-11.0,-21.0,-32.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,-40.0,-11.0,-21.0,-32.0,Cash Flow
Total Cash From Financing,,,,,,-66.0,-36.0,-45.0,-61.0,Cash Flow
Foreign Exchange Effects,,,,,,-8.0,-4.0,-19.0,-37.0,Cash Flow
Net Change in Cash,,,,,,-274.0,-162.0,-308.0,-401.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,1164.0,890.0,890.0,890.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,890.0,728.0,583.0,490.0,Cash Flow
"Depreciation, Supplemental",,,,,,172.0,41.0,80.0,114.0,Cash Flow
Free Cash Flow,,,,,,496.0,-177.0,-277.0,-239.0,
FCF Growth,,,,,,,-1.3568548387096775,0.5649717514124293,-0.13718411552346566,
