,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Revenue,,,515.0,535.0,675.0,752.0,Income Statement
"Cost of Revenue, Total",,,439.0,446.0,562.0,601.0,Income Statement
Selling/Gen/Admin Expense,,,117.0,99.0,113.0,131.0,Income Statement
Labor & Related Expense,,,26.0,29.0,32.0,31.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,143.0,128.0,145.0,162.0,Income Statement
Research & Development,,,50.0,62.0,67.0,74.0,Income Statement
Unusual Expense (Income),,,0.0,,0.0,0.0,Income Statement
Total Operating Expense,,,633.0,636.0,774.0,837.0,Income Statement
Total Operating Income,,,-118.0,-101.0,-99.0,-85.0,Income Statement
"Inter Income, Non-Operating",,,,,1.0,3.0,Income Statement
"Invest Income, Non-Operat",,,0.0,0.0,0.0,0.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,0.0,0.0,,,Income Statement
"Other, Net",,,118.0,78.0,44.0,-20.0,Income Statement
Income Before Tax,,,1.0,-23.0,-54.0,-102.0,Income Statement
Income Tax - Total,,,1.0,0.0,0.0,-4.0,Income Statement
Income After Tax,,,0.0,-23.0,-54.0,-98.0,Income Statement
Net Inc Before Extra Items,,,0.0,-23.0,-54.0,-98.0,Income Statement
Total Net Income,,,0.0,-23.0,-54.0,-98.0,Income Statement
Income Available to Common Excl. Extra. Items,,,0.0,-23.0,-54.0,-98.0,Income Statement
Income Available to Common Incl. Extra. Items,,,0.0,-23.0,-54.0,-98.0,Income Statement
Basic/Primary Weighted Average Shares,,,515.0,505.0,510.0,514.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,0.0,-0.05,-0.11,-0.19,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,0.0,-0.05,-0.11,-0.19,Income Statement
Diluted Weighted Average Shares,,,515.0,505.0,510.0,514.0,Income Statement
Diluted EPS Excl. Extra. Items,,,0.0,-0.05,-0.11,-0.19,Income Statement
Diluted EPS Incl. Extra. Items,,,0.0,-0.05,-0.11,-0.19,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,,,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,5.0,6.0,6.0,6.0,Income Statement
Total Special Items,,,0.0,2.0,1.0,-1.0,Income Statement
Normalzd Income Before Tax,,,1.0,-21.0,-53.0,-103.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,0.0,0.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,1.0,0.0,0.0,-4.0,Income Statement
Normalized Income After Tax,,,0.0,-21.0,-53.0,-99.0,Income Statement
Normalzd Inc Avail to Common,,,0.0,-21.0,-53.0,-99.0,Income Statement
Basic Normalized EPS,,,0.0,-0.04,-0.1,-0.19,Income Statement
Diluted Normalized EPS,,,0.0,-0.04,-0.1,-0.19,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-487.0,-23.0,-77.0,-175.0,Cash Flow
Depreciation/Depletion,,,21.0,6.0,12.0,18.0,Cash Flow
Deferred Taxes,,,-3.0,,0.0,-5.0,Cash Flow
Unusual Items,,,153.0,,0.0,0.0,Cash Flow
Other Non-Cash Items,,,307.0,-11.0,17.0,121.0,Cash Flow
Non-Cash Items,,,460.0,-11.0,17.0,121.0,Cash Flow
"Cash Interest Pd, Suppl",,,13.0,,,,Cash Flow
Accounts Receivable,,,-22.0,-1.0,-13.0,-27.0,Cash Flow
Inventories,,,-23.0,-2.0,-20.0,-53.0,Cash Flow
Prepaid Expenses,,,-45.0,-15.0,-13.0,-20.0,Cash Flow
Other Assets,,,-40.0,-23.0,-36.0,-55.0,Cash Flow
Accounts Payable,,,15.0,-12.0,-4.0,-12.0,Cash Flow
Accrued Expenses,,,129.0,43.0,77.0,93.0,Cash Flow
Changes in Working Capital,,,11.0,-19.0,-20.0,-96.0,Cash Flow
Total Cash from Operations,,,2.0,-47.0,-68.0,-137.0,Cash Flow
Purchase of Fixed Assets,,,-12.0,-2.0,-7.0,-13.0,Cash Flow
Software Development Costs,,,-7.0,-1.0,-5.0,-10.0,Cash Flow
Capital Expenditures,,,-19.0,-3.0,-12.0,-23.0,Cash Flow
Acquisition of Business,,,-26.0,,0.0,-46.0,Cash Flow
Sale/Maturity of Investment,,,10.0,30.0,110.0,231.0,Cash Flow
Purchase of Investments,,,-469.0,-30.0,-140.0,-187.0,Cash Flow
Other Investing Cash Flow,,,1.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-484.0,0.0,-30.0,-2.0,Cash Flow
Total Cash from Investing,,,-503.0,-3.0,-42.0,-25.0,Cash Flow
Financing Cash Flow Items,,,20.0,25.0,35.0,24.0,Cash Flow
"Common Stock, Net",,,960.0,,0.0,0.0,Cash Flow
"Preferred Stock, Net",,,0.0,,,,Cash Flow
Options Exercised,,,21.0,4.0,7.0,12.0,Cash Flow
Warrants Converted,,,3.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,984.0,4.0,7.0,12.0,Cash Flow
Short Term Debt Issued,,,0.0,,,,Cash Flow
Short Term Debt Reduction,,,0.0,,,,Cash Flow
"Short Term Debt, Net",,,0.0,,,,Cash Flow
Long Term Debt Issued,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,-245.0,,0.0,0.0,Cash Flow
"Long Term Debt, Net",,,-245.0,,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-245.0,,0.0,0.0,Cash Flow
Total Cash From Financing,,,759.0,29.0,42.0,36.0,Cash Flow
Foreign Exchange Effects,,,-1.0,0.0,,-1.0,Cash Flow
Net Change in Cash,,,257.0,-21.0,-68.0,-127.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,594.0,851.0,851.0,851.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,851.0,830.0,783.0,724.0,Cash Flow
"Depreciation, Supplemental",,,21.0,6.0,12.0,18.0,Cash Flow
Free Cash Flow,,,-17.0,-50.0,-80.0,-160.0,
FCF Growth,,,,1.9411764705882355,0.6000000000000001,1.0,
