,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
"Sell/Gen/AdminExpenses,Tot",,,,68174.0,68615.0,75457.0,72669.0,Income Statement
Depreciation/Amortization,,,,11021.0,11250.0,11641.0,11576.0,Income Statement
Impair-Assets Held for Use,,,,,,,299705.0,Income Statement
Other Unusual Expnse (In),,,,4517.0,311.0,11.0,,Income Statement
Unusual Expense (Income),,,,4517.0,311.0,11.0,299705.0,Income Statement
"Other Operat Expse, Total",,,,19686.0,-68428.0,-7134.0,0.0,Income Statement
Total Operating Expense,,,,147732.0,56904.0,123568.0,431565.0,Income Statement
Total Operating Income,,,,-74444.0,26546.0,-29812.0,-346037.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-776.0,-743.0,-768.0,-634.0,Income Statement
OtherNon-OperatInc (Expnse),,,,11.0,25.0,-114.0,-50.0,Income Statement
"Other, Net",,,,11.0,25.0,-114.0,-50.0,Income Statement
Income Before Tax,,,,-75209.0,25828.0,-30694.0,-346721.0,Income Statement
Income Tax - Total,,,,-12845.0,3325.0,3862.0,-3899.0,Income Statement
Income After Tax,,,,-62364.0,22503.0,-34556.0,-342822.0,Income Statement
Net Inc Before Extra Items,,,,-62364.0,22503.0,-34556.0,-342822.0,Income Statement
Total Net Income,,,,-62364.0,22503.0,-34556.0,-342822.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,-62364.0,22503.0,-34556.0,-342822.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-62364.0,22503.0,-34556.0,-342822.0,Income Statement
Basic/Primary Weighted Average Shares,,,,64404.0,65419.0,67239.0,69739.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.97,0.34,-0.51,-4.92,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.97,0.34,-0.51,-4.92,Income Statement
Diluted Weighted Average Shares,,,,64404.0,71490.0,67239.0,69739.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.97,0.31,-0.51,-4.92,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.97,0.31,-0.51,-4.92,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,,,Income Statement
Gross Divid - Common Stock,,,,,,0.0,,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,776.0,743.0,768.0,634.0,Income Statement
"Depreciat/Amort, Suppl",,,,1488.0,1222.0,1217.0,11576.0,Income Statement
Total Special Items,,,,4517.0,311.0,11.0,299705.0,Income Statement
Normalzd Income Before Tax,,,,-70692.0,26139.0,-30683.0,-47016.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,1581.0,40.0,4.0,104897.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,-11264.0,3365.0,3866.0,100998.0,Income Statement
Normalized Income After Tax,,,,-59428.0,22774.0,-34549.0,-148014.0,Income Statement
Normalzd Inc Avail to Common,,,,-59428.0,22774.0,-34549.0,-148014.0,Income Statement
Basic Normalized EPS,,,,-0.92,0.35,-0.51,-2.12,Income Statement
Diluted Normalized EPS,,,,-0.92,0.32,-0.51,-2.12,Income Statement
Date,,,,2021-08-31 00:00:00,2021-11-30 00:00:00,2022-02-28 00:00:00,2022-05-31 00:00:00,Cash Flow
Net Income,,,,-111071.0,-88568.0,-123124.0,-342822.0,Cash Flow
Depreciation/Depletion,,,,19717.0,30967.0,42608.0,11576.0,Cash Flow
Deferred Taxes,,,,-12865.0,-9658.0,-6132.0,-3999.0,Cash Flow
Unusual Items,,,,30146.0,-38282.0,-45416.0,299705.0,Cash Flow
Other Non-Cash Items,,,,29519.0,49004.0,77557.0,20625.0,Cash Flow
Non-Cash Items,,,,59665.0,10722.0,32141.0,320330.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,60.0,103.0,122.0,22.0,Cash Flow
"Cash Interest Pd, Suppl",,,,102.0,880.0,930.0,769.0,Cash Flow
Accounts Receivable,,,,1440.0,-5743.0,-11829.0,2323.0,Cash Flow
Other Assets,,,,-6141.0,-6680.0,-5476.0,-1635.0,Cash Flow
Accrued Expenses,,,,-5782.0,-4494.0,-2519.0,-15598.0,Cash Flow
Payable/Accrued,,,,-267.0,-1881.0,-1899.0,-1258.0,Cash Flow
Changes in Working Capital,,,,5910.0,-3529.0,-7843.0,-15546.0,Cash Flow
Total Cash from Operations,,,,-38644.0,-60066.0,-62350.0,-30461.0,Cash Flow
Capital Expenditures,,,,-1929.0,-2916.0,-3617.0,-1272.0,Cash Flow
Acquisition of Business,,,,-261873.0,-260165.0,-259996.0,0.0,Cash Flow
Sale/Maturity of Investment,,,,99998.0,99998.0,99998.0,,Cash Flow
Purchase of Investments,,,,-99998.0,-99998.0,-99998.0,0.0,Cash Flow
Other Investing Cash Flow,,,,0.0,0.0,0.0,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-261873.0,-260165.0,-259996.0,0.0,Cash Flow
Total Cash from Investing,,,,-263802.0,-263081.0,-263613.0,-1272.0,Cash Flow
Financing Cash Flow Items,,,,-42871.0,-42871.0,-42871.0,0.0,Cash Flow
"Common Stock, Net",,,,0.0,0.0,0.0,,Cash Flow
Sale/Issue of Common/Prefrd,,,,,,0.0,,Cash Flow
Options Exercised,,,,7936.0,10616.0,13303.0,1508.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,7936.0,10616.0,13303.0,1508.0,Cash Flow
Long Term Debt Issued,,,,287500.0,287500.0,287500.0,0.0,Cash Flow
Long Term Debt Reduction,,,,0.0,0.0,0.0,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,287500.0,287500.0,287500.0,0.0,Cash Flow
Total Cash From Financing,,,,252565.0,255245.0,257932.0,1508.0,Cash Flow
Net Change in Cash,,,,-49881.0,-67902.0,-68031.0,-30225.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,433884.0,433884.0,433884.0,365853.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,384003.0,365982.0,365853.0,335628.0,Cash Flow
"Depreciation, Supplemental",,,,19717.0,30967.0,42608.0,11576.0,Cash Flow
Free Cash Flow,,,,-40573.0,-62982.0,-65967.0,-31733.0,
FCF Growth,,,,,0.5523131146328839,0.04739449366485671,-0.5189564479209301,
