,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Operating Expense,,,,,20996.0,25249.0,30266.0,30627.0,Income Statement
Total Operating Income,,,,,-11328.0,-9369.0,-9745.0,-4944.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,-978.0,-960.0,-972.0,-787.0,Income Statement
"Inter Income, Non-Operating",,,,,0.0,100.0,0.0,400.0,Income Statement
"Invest Income, Non-Operat",,,,,-345.0,-327.0,-784.0,-2076.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,-345.0,-227.0,-784.0,-1676.0,Income Statement
Income Before Tax,,,,,-12651.0,-10556.0,-11501.0,-7407.0,Income Statement
Income Tax - Total,,,,,17.0,6.0,22.0,19.0,Income Statement
Income After Tax,,,,,-12668.0,-10562.0,-11523.0,-7426.0,Income Statement
Net Inc Before Extra Items,,,,,-12668.0,-10562.0,-11523.0,-7426.0,Income Statement
Total Net Income,,,,,-12668.0,-10562.0,-11523.0,-7426.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,-12668.0,-10562.0,-11523.0,-7426.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,-12668.0,-10562.0,-11523.0,-7426.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,27774.0,27950.0,27984.0,30230.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,-0.46,-0.38,-0.41,-0.25,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,-0.46,-0.38,-0.41,-0.25,Income Statement
Diluted Weighted Average Shares,,,,,27774.0,27950.0,27984.0,30230.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,-0.46,-0.38,-0.41,-0.25,Income Statement
Diluted EPS Incl. Extra. Items,,,,,-0.46,-0.38,-0.41,-0.25,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,0.0,,,,Income Statement
Pro Forma Net Income,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,978.0,960.0,972.0,787.0,Income Statement
"Depreciat/Amort, Suppl",,,,,466.0,507.0,795.0,891.0,Income Statement
Total Special Items,,,,,,,,-600.0,Income Statement
Normalzd Income Before Tax,,,,,-12651.0,-10556.0,-11501.0,-8007.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,,-210.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,17.0,6.0,22.0,-191.0,Income Statement
Normalized Income After Tax,,,,,-12668.0,-10562.0,-11523.0,-7816.0,Income Statement
Normalzd Inc Avail to Common,,,,,-12668.0,-10562.0,-11523.0,-7816.0,Income Statement
Basic Normalized EPS,,,,,-0.46,-0.38,-0.41,-0.26,Income Statement
Diluted Normalized EPS,,,,,-0.46,-0.38,-0.41,-0.26,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,-44215.0,-10562.0,-22085.0,-29511.0,Cash Flow
Depreciation/Depletion,,,,,1817.0,507.0,1302.0,2193.0,Cash Flow
Unusual Items,,,,,,,,682.0,Cash Flow
Other Non-Cash Items,,,,,10531.0,3067.0,6659.0,10285.0,Cash Flow
Non-Cash Items,,,,,10531.0,3067.0,6659.0,10967.0,Cash Flow
Accounts Receivable,,,,,840.0,-5804.0,-7131.0,-16287.0,Cash Flow
Inventories,,,,,-4894.0,-2926.0,-4153.0,-6094.0,Cash Flow
Prepaid Expenses,,,,,-3151.0,88.0,-1153.0,-98.0,Cash Flow
Accounts Payable,,,,,5090.0,-4013.0,-1615.0,-3534.0,Cash Flow
Accrued Expenses,,,,,5111.0,1237.0,676.0,582.0,Cash Flow
Changes in Working Capital,,,,,3003.0,-11418.0,-13376.0,-25431.0,Cash Flow
Total Cash from Operations,,,,,-28864.0,-18406.0,-27500.0,-41782.0,Cash Flow
Capital Expenditures,,,,,-3519.0,-1953.0,-6213.0,-9143.0,Cash Flow
Sale/Maturity of Investment,,,,,104810.0,14500.0,48250.0,76916.0,Cash Flow
Purchase of Investments,,,,,-72024.0,-2033.0,-9508.0,-10496.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,32786.0,12467.0,38742.0,66420.0,Cash Flow
Total Cash from Investing,,,,,29267.0,10514.0,32529.0,57277.0,Cash Flow
Financing Cash Flow Items,,,,,0.0,,,,Cash Flow
"Common Stock, Net",,,,,419.0,203.0,203.0,140523.0,Cash Flow
Options Exercised,,,,,974.0,202.0,439.0,1880.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,1393.0,405.0,642.0,142403.0,Cash Flow
Long Term Debt Issued,,,,,0.0,,,58509.0,Cash Flow
Long Term Debt Reduction,,,,,0.0,,,-36050.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,0.0,,,22459.0,Cash Flow
Total Cash From Financing,,,,,1393.0,405.0,642.0,164862.0,Cash Flow
Foreign Exchange Effects,,,,,-797.0,-196.0,-865.0,-1475.0,Cash Flow
Net Change in Cash,,,,,999.0,-7683.0,4806.0,178882.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,25081.0,26080.0,26080.0,26080.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,26080.0,18397.0,30886.0,204962.0,Cash Flow
"Depreciation, Supplemental",,,,,1817.0,507.0,1302.0,2193.0,Cash Flow
Free Cash Flow,,,,,-32383.0,-20359.0,-33713.0,-50925.0,
FCF Growth,,,,,,-0.3713059321248804,0.6559261260376246,0.5105448936611989,
