,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
"Cost of Revenue, Total",,,,47697.0,49396.0,52845.0,53127.0,Income Statement
Selling/Gen/Admin Expense,,,,47296.0,51744.0,49388.0,,Income Statement
Labor & Related Expense,,,,21568.0,19265.0,21212.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,68864.0,71009.0,70600.0,,Income Statement
Research & Development,,,,37097.0,35681.0,38758.0,,Income Statement
Depreciation/Amortization,,,,18126.0,18080.0,18066.0,,Income Statement
Impair-Assets Held for Use,,,,0.0,,,,Income Statement
Other Unusual Expnse (In),,,,0.0,,,,Income Statement
Unusual Expense (Income),,,,0.0,,,,Income Statement
"Other Operat Expse, Total",,,,,,,128553.0,Income Statement
Total Operating Expense,,,,171784.0,174166.0,180269.0,181680.0,Income Statement
Total Operating Income,,,,15299.0,12657.0,12517.0,17054.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-7442.0,-7341.0,-7944.0,-10501.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,0.0,3578.0,0.0,6000.0,Income Statement
OtherNon-OperatInc (Expnse),,,,-37499.0,2218.0,21116.0,694.0,Income Statement
"Other, Net",,,,-37499.0,2218.0,21116.0,694.0,Income Statement
Income Before Tax,,,,-29642.0,11112.0,25689.0,13247.0,Income Statement
Income Tax - Total,,,,28227.0,-863.0,10125.0,3452.0,Income Statement
Income After Tax,,,,-57869.0,11975.0,15564.0,9795.0,Income Statement
Minority Interest,,,,0.0,0.0,0.0,,Income Statement
Net Inc Before Extra Items,,,,-57869.0,11975.0,15564.0,9795.0,Income Statement
Total Net Income,,,,-57869.0,11975.0,15564.0,9795.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,-57869.0,11975.0,15564.0,9795.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-57869.0,11975.0,15564.0,9795.0,Income Statement
Basic/Primary Weighted Average Shares,,,,596600.0,603105.0,605949.0,609421.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.1,0.02,0.03,0.02,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.1,0.02,0.03,0.02,Income Statement
Diluted Weighted Average Shares,,,,596600.0,641028.0,639965.0,643583.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.1,0.02,0.02,0.02,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.1,0.02,0.02,0.02,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,7442.0,7341.0,7944.0,10501.0,Income Statement
"Depreciat/Amort, Suppl",,,,6290.0,6807.0,6683.0,6665.0,Income Statement
Total Special Items,,,,2736.0,4027.0,342.0,-364.0,Income Statement
Normalzd Income Before Tax,,,,-26906.0,15139.0,26031.0,12883.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,958.0,1409.0,135.0,-95.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,29185.0,546.0,10260.0,3357.0,Income Statement
Normalized Income After Tax,,,,-56091.0,14593.0,15771.0,9526.0,Income Statement
Normalzd Inc Avail to Common,,,,-56091.0,14593.0,15771.0,9526.0,Income Statement
Basic Normalized EPS,,,,-0.09,0.02,0.03,0.02,Income Statement
Diluted Normalized EPS,,,,-0.09,0.02,0.02,0.01,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-248919.0,11975.0,27539.0,37334.0,Cash Flow
Depreciation/Depletion,,,,24451.0,6807.0,13490.0,20155.0,Cash Flow
Amortization,,,,98678.0,24775.0,49591.0,74405.0,Cash Flow
Deferred Taxes,,,,-46883.0,-21223.0,-43703.0,-53061.0,Cash Flow
Unusual Items,,,,60781.0,-1341.0,-22345.0,-28648.0,Cash Flow
Other Non-Cash Items,,,,266822.0,20631.0,49596.0,78903.0,Cash Flow
Non-Cash Items,,,,327603.0,19290.0,27251.0,50255.0,Cash Flow
"Cash Interest Pd, Suppl",,,,54980.0,6783.0,14153.0,24150.0,Cash Flow
Accounts Receivable,,,,-4725.0,2043.0,-4027.0,-19532.0,Cash Flow
Other Assets,,,,-15425.0,1611.0,14511.0,11602.0,Cash Flow
Accounts Payable,,,,-1052.0,4825.0,3204.0,2466.0,Cash Flow
Accrued Expenses,,,,20980.0,-13916.0,-4221.0,2035.0,Cash Flow
Changes in Working Capital,,,,-27595.0,5241.0,13517.0,-10650.0,Cash Flow
Total Cash from Operations,,,,127335.0,46865.0,87685.0,118438.0,Cash Flow
Purchase of Fixed Assets,,,,-38321.0,-14280.0,-25469.0,-38844.0,Cash Flow
Purchase/Acq of Intangibles,,,,-49.0,,0.0,,Cash Flow
Capital Expenditures,,,,-38370.0,-14280.0,-25469.0,-38844.0,Cash Flow
Acquisition of Business,,,,,-32227.0,-32242.0,-32242.0,Cash Flow
Sale/Maturity of Investment,,,,0.0,,0.0,,Cash Flow
Purchase of Investments,,,,-10228.0,,,,Cash Flow
Other Investing Cash Flow,,,,,3892.0,3892.0,3901.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-10228.0,-28335.0,-28350.0,-28341.0,Cash Flow
Total Cash from Investing,,,,-48598.0,-42615.0,-53819.0,-67185.0,Cash Flow
Financing Cash Flow Items,,,,755689.0,,,-5005.0,Cash Flow
Total Cash Dividends Paid,,,,-269174.0,,0.0,,Cash Flow
Sale/Issuance of Common,,,,790934.0,,0.0,3197.0,Cash Flow
Repurch/Retirement Common,,,,0.0,,,,Cash Flow
"Common Stock, Net",,,,790934.0,,0.0,3197.0,Cash Flow
Options Exercised,,,,5085.0,10691.0,15511.0,22814.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,796019.0,10691.0,15511.0,26011.0,Cash Flow
Long Term Debt Issued,,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,,-1340974.0,-2000.0,-4000.0,-6000.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-1340974.0,-2000.0,-4000.0,-6000.0,Cash Flow
Total Cash From Financing,,,,-58440.0,8691.0,11511.0,15006.0,Cash Flow
Foreign Exchange Effects,,,,129.0,12.0,-281.0,-650.0,Cash Flow
Net Change in Cash,,,,20426.0,12953.0,45096.0,65609.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,162118.0,182544.0,182544.0,182544.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,182544.0,195497.0,227640.0,248153.0,Cash Flow
"Depreciation, Supplemental",,,,24451.0,6807.0,13490.0,20155.0,Cash Flow
Free Cash Flow,,,,88965.0,32585.0,62216.0,79594.0,
FCF Growth,,,,,-0.6337323666610465,0.909344790547798,0.2793172174360292,
