,2020,2021,2022,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Report
Prepaid Expenses,,,,-6620.0,-7681.0,2054.0,547.0,Cash Flow
Accounts Payable,,,,16648.0,68301.0,-58588.0,-13698.0,Cash Flow
Accrued Expenses,,,,3195.0,1247.0,-7999.0,-7950.0,Cash Flow
Changes in Working Capital,,,,3981.0,-6465.0,3885.0,1924.0,Cash Flow
Total Cash from Operations,,,,60202.0,88681.0,19314.0,39782.0,Cash Flow
Purchase of Fixed Assets,,,,-22846.0,-30432.0,-148.0,-12384.0,Cash Flow
Purchase/Acq of Intangibles,,,,-6755.0,-8929.0,-4235.0,-6777.0,Cash Flow
Capital Expenditures,,,,-29601.0,-39361.0,-4383.0,-19161.0,Cash Flow
Sale/Maturity of Investment,,,,25600.0,33200.0,16000.0,28200.0,Cash Flow
Purchase of Investments,,,,-53118.0,-90562.0,-39422.0,-82616.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-27518.0,-57362.0,-23422.0,-54416.0,Cash Flow
Total Cash from Investing,,,,-57119.0,-96723.0,-27805.0,-73577.0,Cash Flow
Financing Cash Flow Items,,,,-805.0,0.0,0.0,0.0,Cash Flow
Sale/Issuance of Common,,,,2635.0,4804.0,,2402.0,Cash Flow
Repurch/Retirement Common,,,,-52.0,-52.0,0.0,0.0,Cash Flow
"Common Stock, Net",,,,2583.0,3946.0,0.0,2402.0,Cash Flow
Options Exercised,,,,3327.0,5423.0,481.0,838.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,5910.0,9369.0,481.0,3240.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,-10.0,-28.0,-56.0,Cash Flow
Total Cash From Financing,,,,5105.0,9359.0,453.0,3184.0,Cash Flow
Net Change in Cash,,,,8188.0,1317.0,-8038.0,-30611.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,81188.0,81188.0,82505.0,82505.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,89376.0,82505.0,74467.0,51894.0,Cash Flow
"Depreciation, Supplemental",,,,15992.0,23073.0,7183.0,14505.0,Cash Flow
Free Cash Flow,,,,30601.0,49320.0,14931.0,20621.0,
FCF Growth,,,,,0.6117120355543937,-0.6972627737226278,0.3810863304534191,
