,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Additional Paid-In Capital,,,,,,242.0,243.0,244.0,518.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,364.0,381.0,399.0,411.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,-66.0,-117.0,-176.0,Balance Sheet
Other Equity,,,,,,0.0,0.0,0.0,,Balance Sheet
Other Comprehensive Income,,,,,,6.0,0.0,1.0,1.0,Balance Sheet
"Other Equity, Total",,,,,,6.0,0.0,1.0,1.0,Balance Sheet
Total Equity,,,,,,730.0,677.0,646.0,907.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,7861.0,8112.0,8112.0,9463.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,24.0,24.0,24.0,31.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Interest & Fees on Loans,,,,,,53260.0,51183.0,55986.0,79803.0,Income Statement
Inter & Divs/ Invest Securs,,,,,,6184.0,6513.0,8609.0,9952.0,Income Statement
Other Interest Income,,,,,,686.0,587.0,1193.0,1482.0,Income Statement
"Interest Income, Bank",,,,,,60130.0,58283.0,65788.0,91237.0,Income Statement
Interest on Deposit,,,,,,2957.0,2886.0,3069.0,7734.0,Income Statement
Inter on Other Borrowings,,,,,,2993.0,2895.0,3215.0,4980.0,Income Statement
Total Interest Expense,,,,,,5950.0,5781.0,6284.0,12714.0,Income Statement
Net Interest Income,,,,,,54180.0,52502.0,59504.0,78523.0,Income Statement
Loan Loss Provision,,,,,,-2647.0,-327.0,3452.0,16942.0,Income Statement
NetInterIn after Loan Loss Provision,,,,,,56827.0,52829.0,56052.0,61581.0,Income Statement
Commish & Fees/Secur Act,,,,,,2857.0,4096.0,2354.0,-929.0,Income Statement
Insur Commish Fees& Premium,,,,,,2826.0,6456.0,5693.0,5666.0,Income Statement
Fees for Other Cust Serv,,,,,,4411.0,4735.0,4913.0,5921.0,Income Statement
Invest Securities Gains,,,,,,106.0,-363.0,282.0,1776.0,Income Statement
Other Unusual Income,,,,,,-97.0,0.0,-279.0,70.0,Income Statement
Other Revenue,,,,,,6598.0,982.0,1253.0,1219.0,Income Statement
"Non-Interest Income, Bank",,,,,,16701.0,15906.0,14216.0,13723.0,Income Statement
Labor & Related Expenses,,,,,,-24718.0,-26488.0,-27319.0,-31834.0,Income Statement
Amortization of Intangibles,,,,,,-194.0,-537.0,-525.0,-1872.0,Income Statement
Other Unusual Expense,,,,,,,,,-3614.0,Income Statement
Other Expense,,,,,,-15434.0,-15749.0,-16306.0,-18921.0,Income Statement
"Non-Interest Expense, Bank",,,,,,-40346.0,-42774.0,-44150.0,-56241.0,Income Statement
Income Before Tax,,,,,,33182.0,25961.0,26118.0,19063.0,Income Statement
Income Tax - Total,,,,,,4860.0,5278.0,4807.0,2820.0,Income Statement
Income After Tax,,,,,,28322.0,20683.0,21311.0,16243.0,Income Statement
Net Inc Before Extra Items,,,,,,28322.0,20683.0,21311.0,16243.0,Income Statement
Total Net Income,,,,,,28322.0,20683.0,21311.0,16243.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,28322.0,20683.0,21311.0,16243.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,28322.0,20683.0,21311.0,16243.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,23437.0,23701.0,23741.0,28299.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,1.21,0.87,0.9,0.57,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,1.21,0.87,0.9,0.57,Income Statement
Diluted Weighted Average Shares,,,,,,23595.0,23771.0,23788.0,28482.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,1.2,0.87,0.9,0.57,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,1.2,0.87,0.9,0.57,Income Statement
Div/Share-ComStockPrimIssue,,,,,,0.13,0.13,0.15,0.15,Income Statement
Gross Divid - Common Stock,,,,,,3074.0,3096.0,3587.0,4617.0,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,,,1513.0,1530.0,1549.0,1796.0,Income Statement
Total Special Items,,,,,,97.0,0.0,279.0,3544.0,Income Statement
Normalzd Income Before Tax,,,,,,33279.0,25961.0,26397.0,22607.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,14.0,0.0,51.0,524.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,4874.0,5278.0,4858.0,3344.0,Income Statement
Normalized Income After Tax,,,,,,28405.0,20683.0,21539.0,19263.0,Income Statement
Normalzd Inc Avail to Common,,,,,,28405.0,20683.0,21539.0,19263.0,Income Statement
Basic Normalized EPS,,,,,,1.21,0.87,0.91,0.68,Income Statement
Diluted Normalized EPS,,,,,,1.2,0.87,0.91,0.68,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,109.0,21.0,42.0,58.0,Cash Flow
Depreciation/Depletion,,,,,,7.0,2.0,4.0,8.0,Cash Flow
Deferred Taxes,,,,,,6.0,3.0,2.0,11.0,Cash Flow
Unusual Items,,,,,,-5.0,,,0.0,Cash Flow
Equity in Net Earnings/Loss,,,,,,0.0,,,0.0,Cash Flow
Other Non-Cash Items,,,,,,14.0,-1.0,3.0,6.0,Cash Flow
Non-Cash Items,,,,,,9.0,-1.0,3.0,6.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,21.0,0.0,1.0,21.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,26.0,6.0,12.0,1.0,Cash Flow
Changes in Working Capital,,,,,,41.0,-9.0,4.0,10.0,Cash Flow
Total Cash from Operations,,,,,,171.0,15.0,55.0,94.0,Cash Flow
Capital Expenditures,,,,,,-5.0,-1.0,-4.0,-6.0,Cash Flow
Acquisition of Business,,,,,,-7.0,,,,Cash Flow
Sale of Business,,,,,,,,,70.0,Cash Flow
Sale of Fixed Assets,,,,,,0.0,0.0,0.0,0.0,Cash Flow
Sale/Maturity of Investment,,,,,,63.0,20.0,27.0,502.0,Cash Flow
"Investment, Net",,,,,,164.0,41.0,49.0,115.0,Cash Flow
Purchase of Investments,,,,,,-717.0,-431.0,-557.0,-564.0,Cash Flow
Loans,,,,,,512.0,36.0,-280.0,-401.0,Cash Flow
Foreclosed Real Estate,,,,,,4.0,0.0,0.0,0.0,Cash Flow
Other Investing Cash Flow,,,,,,-1.0,5.0,5.0,7.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,18.0,-329.0,-756.0,-271.0,Cash Flow
Total Cash from Investing,,,,,,13.0,-330.0,-760.0,-277.0,Cash Flow
Deposits,,,,,,819.0,196.0,-268.0,-360.0,Cash Flow
FHLB,,,,,,-664.0,0.0,600.0,150.0,Cash Flow
Fed. Funds/REPOs,,,,,,1.0,1.0,-2.0,-2.0,Cash Flow
Financing Cash Flow Items,,,,,,157.0,197.0,330.0,-212.0,Cash Flow
Total Cash Dividends Paid,,,,,,-12.0,-3.0,-7.0,-11.0,Cash Flow
"Common Stock, Net",,,,,,-1.0,,0.0,0.0,Cash Flow
Options Exercised,,,,,,0.0,,0.0,1.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,-1.0,,0.0,1.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,0.0,,,,Cash Flow
Total Cash From Financing,,,,,,144.0,194.0,323.0,-222.0,Cash Flow
Net Change in Cash,,,,,,328.0,-121.0,-382.0,-405.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,377.0,706.0,706.0,706.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,706.0,584.0,324.0,300.0,Cash Flow
"Depreciation, Supplemental",,,,,,7.0,2.0,4.0,8.0,Cash Flow
Free Cash Flow,,,,,,166.0,14.0,51.0,88.0,
FCF Growth,,,,,,,-0.9156626506024097,2.642857142857143,0.7254901960784315,
