,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Sale/Maturity of Investment,,,,,,4443.0,1818.0,3915.0,5140.0,Cash Flow
Purchase of Investments,,,,,,-12682.0,-5607.0,-8769.0,-8960.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-8239.0,-3789.0,-4854.0,-3820.0,Cash Flow
Total Cash from Investing,,,,,,-8523.0,-3921.0,-5073.0,-4128.0,Cash Flow
Sale/Issuance of Common,,,,,,0.0,,,,Cash Flow
Repurch/Retirement Common,,,,,,-857.0,-623.0,-1921.0,-2927.0,Cash Flow
"Common Stock, Net",,,,,,-857.0,-623.0,-1921.0,-2927.0,Cash Flow
Options Exercised,,,,,,124.0,12.0,29.0,40.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,-733.0,-611.0,-1892.0,-2887.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,-140.0,-31.0,-77.0,-123.0,Cash Flow
Total Cash From Financing,,,,,,-873.0,-642.0,-1969.0,-3010.0,Cash Flow
Net Change in Cash,,,,,,4224.0,-1800.0,-3975.0,-3819.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,2636.0,6860.0,6860.0,6860.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,6860.0,5060.0,2885.0,3041.0,Cash Flow
"Depreciation, Supplemental",,,,,,232.0,79.0,155.0,268.0,Cash Flow
Free Cash Flow,,,,,,13336.0,2631.0,2848.0,3011.0,
FCF Growth,,,,,,,-0.8027144571085782,0.0824781451919423,0.05723314606741581,
