,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Other Comprehensive Income,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Equity, Total",,,0.0,0.0,0.0,0.0,Balance Sheet
Total Equity,,,331.0,329.0,341.0,357.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,936.0,867.0,858.0,900.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,113.0,116.0,117.0,118.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,77.0,77.0,77.0,77.0,Balance Sheet
Ttl Comm. Shares Outs.,,,190.0,193.0,193.0,194.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,3.0,4.0,4.0,4.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,629.0,486.0,409.0,435.0,Income Statement
"Cost of Revenue, Total",,,552.0,413.0,335.0,355.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,62.0,76.0,60.0,64.0,Income Statement
Research & Development,,,34.0,9.0,9.0,11.0,Income Statement
Depreciation/Amortization,,,1.0,1.0,1.0,1.0,Income Statement
Total Operating Expense,,,649.0,498.0,405.0,430.0,Income Statement
Total Operating Income,,,-20.0,-13.0,4.0,5.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,0.0,0.0,0.0,0.0,Income Statement
OtherNon-OperatInc (Expnse),,,3.0,0.0,-1.0,0.0,Income Statement
"Other, Net",,,3.0,0.0,-1.0,0.0,Income Statement
Income Before Tax,,,-17.0,-13.0,3.0,5.0,Income Statement
Income Tax - Total,,,-7.0,-2.0,1.0,3.0,Income Statement
Income After Tax,,,-10.0,-11.0,2.0,2.0,Income Statement
Net Inc Before Extra Items,,,-10.0,-11.0,2.0,2.0,Income Statement
Total Net Income,,,-10.0,-11.0,2.0,2.0,Income Statement
Preferred Dividends,,,0.0,,,,Income Statement
Misc Earnings Adjustment,,,0.0,,,,Income Statement
Total Adjust to Net Income,,,0.0,,,,Income Statement
Income Available to Common Excl. Extra. Items,,,-10.0,-11.0,2.0,2.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-10.0,-11.0,2.0,2.0,Income Statement
Basic/Primary Weighted Average Shares,,,189.0,191.0,197.0,194.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.05,-0.06,0.01,0.01,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.05,-0.06,0.01,0.01,Income Statement
Diluted Weighted Average Shares,,,189.0,191.0,197.0,200.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.05,-0.06,0.01,0.01,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.05,-0.06,0.01,0.01,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,1.0,1.0,1.0,1.0,Income Statement
Normalzd Income Before Tax,,,-17.0,-13.0,3.0,5.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,-7.0,-2.0,1.0,3.0,Income Statement
Normalized Income After Tax,,,-10.0,-11.0,2.0,2.0,Income Statement
Normalzd Inc Avail to Common,,,-10.0,-11.0,2.0,2.0,Income Statement
Basic Normalized EPS,,,-0.05,-0.06,0.01,0.01,Income Statement
Diluted Normalized EPS,,,-0.05,-0.06,0.01,0.01,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-39400.0,-11000.0,-8700.0,-6700.0,Cash Flow
Depreciation/Depletion,,,2800.0,800.0,1800.0,2800.0,Cash Flow
Deferred Taxes,,,-3700.0,0.0,0.0,-200.0,Cash Flow
Unusual Items,,,,,700.0,700.0,Cash Flow
Other Non-Cash Items,,,134400.0,19600.0,25700.0,33600.0,Cash Flow
Non-Cash Items,,,134400.0,19600.0,26400.0,34300.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,36100.0,900.0,3000.0,4200.0,Cash Flow
"Cash Interest Pd, Suppl",,,200.0,100.0,100.0,200.0,Cash Flow
Accounts Receivable,,,1500.0,51000.0,118700.0,36900.0,Cash Flow
Inventories,,,-1400.0,-300.0,-19100.0,-22200.0,Cash Flow
Prepaid Expenses,,,,,-6900.0,29000.0,Cash Flow
Other Assets,,,-31600.0,-2700.0,-4500.0,-4300.0,Cash Flow
Accounts Payable,,,-32500.0,-45000.0,-81100.0,-62000.0,Cash Flow
Accrued Expenses,,,6200.0,-25700.0,-12400.0,-6300.0,Cash Flow
Changes in Working Capital,,,-52200.0,-19900.0,-200.0,-22400.0,Cash Flow
Total Cash from Operations,,,41900.0,-10500.0,19300.0,7800.0,Cash Flow
Capital Expenditures,,,-4400.0,-4000.0,-9900.0,-11700.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-200.0,-700.0,-1700.0,-60500.0,Cash Flow
Total Cash from Investing,,,-4600.0,-4700.0,-11600.0,-72200.0,Cash Flow
Financing Cash Flow Items,,,-73800.0,-11900.0,-12000.0,-12000.0,Cash Flow
Total Cash Dividends Paid,,,-600.0,0.0,0.0,0.0,Cash Flow
"Common Stock, Net",,,149700.0,0.0,0.0,0.0,Cash Flow
Options Exercised,,,12400.0,5200.0,8500.0,10700.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,162100.0,5200.0,8500.0,10700.0,Cash Flow
Total Cash From Financing,,,87700.0,-6700.0,-3500.0,-1300.0,Cash Flow
Foreign Exchange Effects,,,-1100.0,0.0,0.0,0.0,Cash Flow
Net Change in Cash,,,123900.0,-21900.0,4200.0,-65700.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,207700.0,331600.0,331600.0,331600.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,331600.0,309700.0,335800.0,265900.0,Cash Flow
"Depreciation, Supplemental",,,2800.0,800.0,1800.0,2800.0,Cash Flow
Free Cash Flow,,,37500.0,-14500.0,9400.0,-3900.0,
FCF Growth,,,,-1.3866666666666667,-1.6482758620689655,-1.4148936170212765,
