,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Liabilities & Shareholders’ Equity,,,,,470885.0,487226.0,446367.0,421403.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,,,108182.0,114978.0,119324.0,123973.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 3,,,,,30448.0,30120.0,26383.0,23750.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,138630.0,145097.0,145706.0,147723.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,3079.0,2787.0,2650.0,2544.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 3,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,18961.0,21999.0,25755.0,30016.0,Income Statement
"Cost of Revenue, Total",,,,,11606.0,14192.0,15178.0,14970.0,Income Statement
Selling/Gen/Admin Expense,,,,,13369.0,8877.0,8745.0,6455.0,Income Statement
Labor & Related Expense,,,,,,3765.0,3340.0,2547.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,13369.0,12642.0,12085.0,9002.0,Income Statement
Research & Development,,,,,20911.0,29499.0,28467.0,30229.0,Income Statement
Unusual Expense (Income),,,,,0.0,,0.0,1674.0,Income Statement
Total Operating Expense,,,,,45886.0,56333.0,55730.0,55875.0,Income Statement
Total Operating Income,,,,,-26925.0,-34334.0,-29975.0,-25859.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,-64.0,-58.0,-267.0,-166.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,13.0,33.0,175.0,612.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,-7180.0,47406.0,23894.0,-19156.0,Income Statement
"Other, Net",,,,,-7180.0,47406.0,23894.0,-19156.0,Income Statement
Income Before Tax,,,,,-34156.0,13047.0,-6173.0,-44569.0,Income Statement
Income Tax - Total,,,,,-361.0,-659.0,-869.0,863.0,Income Statement
Income After Tax,,,,,-33795.0,13706.0,-5304.0,-45432.0,Income Statement
Minority Interest,,,,,8436.0,-2873.0,1070.0,7825.0,Income Statement
Net Inc Before Extra Items,,,,,-25359.0,10833.0,-4234.0,-37607.0,Income Statement
Total Net Income,,,,,-25359.0,10833.0,-4234.0,-37607.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,-25359.0,10833.0,-4234.0,-37607.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,-25359.0,10833.0,-4234.0,-37607.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,146337.0,111189.0,116983.0,120507.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,-0.17,0.1,-0.04,-0.31,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,-0.17,0.1,-0.04,-0.31,Income Statement
Diluted Weighted Average Shares,,,,,146337.0,147397.0,116983.0,120507.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,-0.17,0.07,-0.04,-0.31,Income Statement
Diluted EPS Incl. Extra. Items,,,,,-0.17,0.07,-0.04,-0.31,Income Statement
Div/Share-ComStockPrimIssue,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,64.0,58.0,267.0,166.0,Income Statement
"Depreciat/Amort, Suppl",,,,,3570.0,760.0,798.0,753.0,Income Statement
Total Special Items,,,,,0.0,,0.0,1674.0,Income Statement
Normalzd Income Before Tax,,,,,-34156.0,13047.0,-6173.0,-42895.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,0.0,,0.0,586.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,-361.0,-659.0,-869.0,1449.0,Income Statement
Normalized Income After Tax,,,,,-33795.0,13706.0,-5304.0,-44344.0,Income Statement
Normalzd Inc Avail to Common,,,,,-25359.0,10833.0,-4234.0,-36519.0,Income Statement
Basic Normalized EPS,,,,,-0.17,0.1,-0.04,-0.3,Income Statement
Diluted Normalized EPS,,,,,-0.17,0.07,-0.04,-0.3,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,-118607.0,13706.0,8402.0,-37030.0,Cash Flow
Depreciation/Depletion,,,,,5967.0,5435.0,10366.0,11170.0,Cash Flow
Deferred Taxes,,,,,-516.0,,,1532.0,Cash Flow
Unusual Items,,,,,-86.0,-14.0,-216.0,-211.0,Cash Flow
Other Non-Cash Items,,,,,66663.0,-35720.0,-48738.0,-19031.0,Cash Flow
Non-Cash Items,,,,,66577.0,-35734.0,-48954.0,-19242.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,1844.0,0.0,,,Cash Flow
"Cash Interest Pd, Suppl",,,,,,58.0,128.0,218.0,Cash Flow
Accounts Receivable,,,,,-4477.0,-1796.0,-1753.0,-8854.0,Cash Flow
Inventories,,,,,-3171.0,-235.0,-2448.0,-2406.0,Cash Flow
Prepaid Expenses,,,,,-3706.0,-789.0,-2340.0,-6129.0,Cash Flow
Accounts Payable,,,,,-2476.0,1271.0,1945.0,2945.0,Cash Flow
Accrued Expenses,,,,,5382.0,893.0,-380.0,428.0,Cash Flow
Changes in Working Capital,,,,,-9240.0,879.0,-6696.0,-15245.0,Cash Flow
Total Cash from Operations,,,,,-55819.0,-15714.0,-36882.0,-58815.0,Cash Flow
Purchase of Fixed Assets,,,,,-2682.0,-565.0,-1846.0,-4508.0,Cash Flow
Purchase/Acq of Intangibles,,,,,-1388.0,0.0,0.0,0.0,Cash Flow
Capital Expenditures,,,,,-4070.0,-565.0,-1846.0,-4508.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,-80256.0,-8705.0,-8705.0,-8705.0,Cash Flow
Total Cash from Investing,,,,,-84326.0,-9270.0,-10551.0,-13213.0,Cash Flow
Financing Cash Flow Items,,,,,354618.0,0.0,-6000.0,-6273.0,Cash Flow
"Common Stock, Net",,,,,,,,12273.0,Cash Flow
Options Exercised,,,,,66.0,52.0,72.0,100.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,66.0,52.0,72.0,12373.0,Cash Flow
Long Term Debt Issued,,,,,5775.0,315.0,1059.0,1059.0,Cash Flow
Long Term Debt Reduction,,,,,-19813.0,-1087.0,-2978.0,-4628.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,-14038.0,-772.0,-1919.0,-3569.0,Cash Flow
Total Cash From Financing,,,,,340646.0,-720.0,-7847.0,2531.0,Cash Flow
Foreign Exchange Effects,,,,,265.0,-398.0,-52.0,804.0,Cash Flow
Net Change in Cash,,,,,200766.0,-26102.0,-55332.0,-68693.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,18698.0,219464.0,219464.0,219464.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,219464.0,193362.0,164132.0,150771.0,Cash Flow
"Depreciation, Supplemental",,,,,5967.0,5435.0,10366.0,11170.0,Cash Flow
Free Cash Flow,,,,,-59889.0,-16279.0,-38728.0,-63323.0,
FCF Growth,,,,,,-0.7281804671976491,1.379015910068186,0.6350702334228464,
