,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,-157924.0,-25210.0,-45191.0,178902.0,Cash Flow
Depreciation/Depletion,,,,,,2355.0,656.0,1307.0,1800.0,Cash Flow
Deferred Taxes,,,,,,11.0,0.0,,-185843.0,Cash Flow
Unusual Items,,,,,,103.0,,34.0,23.0,Cash Flow
Other Non-Cash Items,,,,,,28468.0,6930.0,14428.0,21122.0,Cash Flow
Non-Cash Items,,,,,,28571.0,6930.0,14462.0,21145.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,1279.0,,3293.0,4608.0,Cash Flow
Accounts Receivable,,,,,,-3910.0,-25455.0,-3823.0,-7174.0,Cash Flow
Inventories,,,,,,-3675.0,-9548.0,-16241.0,-10946.0,Cash Flow
Prepaid Expenses,,,,,,2941.0,-3932.0,-7421.0,-8726.0,Cash Flow
Other Assets,,,,,,-3284.0,2755.0,2918.0,2919.0,Cash Flow
Accounts Payable,,,,,,1366.0,1515.0,654.0,-399.0,Cash Flow
Accrued Expenses,,,,,,7786.0,3442.0,-3325.0,-2135.0,Cash Flow
Changes in Working Capital,,,,,,689.0,-19222.0,-15248.0,1379.0,Cash Flow
Total Cash from Operations,,,,,,-126298.0,-36846.0,-44670.0,17383.0,Cash Flow
Purchase of Fixed Assets,,,,,,-415.0,0.0,-115.0,-137.0,Cash Flow
Purchase/Acq of Intangibles,,,,,,-20000.0,0.0,0.0,0.0,Cash Flow
Capital Expenditures,,,,,,-20415.0,0.0,-115.0,-137.0,Cash Flow
Sale of Fixed Assets,,,,,,,,91.0,81.0,Cash Flow
Sale/Maturity of Investment,,,,,,306300.0,7500.0,71300.0,107700.0,Cash Flow
Purchase of Investments,,,,,,-157250.0,-30223.0,-55734.0,-73062.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,149050.0,-22723.0,15657.0,34719.0,Cash Flow
Total Cash from Investing,,,,,,128635.0,-22723.0,15542.0,34582.0,Cash Flow
"Common Stock, Net",,,,,,,-569.0,-593.0,-801.0,Cash Flow
Options Exercised,,,,,,5885.0,992.0,1558.0,2127.0,Cash Flow
Total Cash From Financing,,,,,,5885.0,423.0,965.0,1326.0,Cash Flow
Net Change in Cash,,,,,,8222.0,-59146.0,-28163.0,53291.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,114248.0,122470.0,122470.0,122470.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,122470.0,63324.0,94307.0,175761.0,Cash Flow
"Depreciation, Supplemental",,,,,,2355.0,656.0,1307.0,1800.0,Cash Flow
Free Cash Flow,,,,,,-146713.0,-36846.0,-44785.0,17246.0,
FCF Growth,,,,,,,-0.7488566112069142,0.21546436519567935,-1.3850842916154962,
