,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Customer Advances,,,,45.0,48.0,46.0,40.0,Balance Sheet
Income Taxes Payable,,,,,1.0,3.0,2.0,Balance Sheet
Other Payables,,,,,1.0,1.0,1.0,Balance Sheet
Other Current Liabilities,,,,6.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,52.0,51.0,50.0,43.0,Balance Sheet
Total Current Liabilities,,,,92.0,82.0,82.0,77.0,Balance Sheet
Total Long Term Debt,,,,292.0,291.0,291.0,290.0,Balance Sheet
Total Debt,,,,295.0,295.0,294.0,293.0,Balance Sheet
Deferred Income Tax,,,,76.0,75.0,70.0,76.0,Balance Sheet
"Other Liabilities, Total",,,,10.0,10.0,11.0,12.0,Balance Sheet
Total Liabilities,,,,470.0,459.0,453.0,454.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,2.0,2.0,2.0,2.0,Balance Sheet
Additional Paid-In Capital,,,,1120.0,1127.0,1137.0,1144.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-76.0,-73.0,-74.0,-70.0,Balance Sheet
Treasury Stock - Common,,,,0.0,0.0,-2.0,-3.0,Balance Sheet
"Other Equity, Total",,,,-4.0,-7.0,-14.0,-18.0,Balance Sheet
Total Equity,,,,1042.0,1048.0,1048.0,1054.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,1512.0,1507.0,1502.0,1509.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,160.0,160.0,160.0,160.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,75346.0,81551.0,82760.0,84700.0,Income Statement
"Cost of Revenue, Total",,,,29289.0,32789.0,35194.0,32812.0,Income Statement
Selling/Gen/Admin Expense,,,,19624.0,20033.0,19840.0,20310.0,Income Statement
Labor & Related Expense,,,,5838.0,4417.0,5059.0,3393.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,25462.0,24450.0,24899.0,23703.0,Income Statement
Research & Development,,,,6517.0,7548.0,7741.0,6318.0,Income Statement
Depreciation,,,,448.0,482.0,422.0,417.0,Income Statement
Amortiz of Intangibles,,,,10188.0,10149.0,10355.0,10591.0,Income Statement
Depreciation/Amortization,,,,10636.0,10631.0,10777.0,11008.0,Income Statement
Total Operating Expense,,,,71904.0,75418.0,78611.0,73841.0,Income Statement
Total Operating Income,,,,3442.0,6133.0,4149.0,10859.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-3288.0,-3228.0,-3879.0,-5221.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,-311.0,,2521.0,2855.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,841.0,,,Income Statement
"Other, Net",,,,,841.0,,,Income Statement
Income Before Tax,,,,-157.0,3746.0,2791.0,8493.0,Income Statement
Income Tax - Total,,,,9542.0,1536.0,3380.0,4557.0,Income Statement
Income After Tax,,,,-9699.0,2210.0,-589.0,3936.0,Income Statement
Net Inc Before Extra Items,,,,-9699.0,2210.0,-589.0,3936.0,Income Statement
Total Net Income,,,,-9699.0,2210.0,-589.0,3936.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,-9699.0,2210.0,-589.0,3936.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-9699.0,2210.0,-589.0,3936.0,Income Statement
Basic/Primary Weighted Average Shares,,,,155688.0,155937.0,156479.0,157140.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.06,0.01,0.0,0.03,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.06,0.01,0.0,0.03,Income Statement
Diluted Weighted Average Shares,,,,155688.0,159160.0,156479.0,159588.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.06,0.01,0.0,0.02,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.06,0.01,0.0,0.02,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,3288.0,3228.0,3879.0,5221.0,Income Statement
"Depreciat/Amort, Suppl",,,,448.0,482.0,422.0,417.0,Income Statement
Total Special Items,,,,2613.0,294.0,919.0,1620.0,Income Statement
Normalzd Income Before Tax,,,,2456.0,4040.0,3710.0,10113.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,965.0,3916.0,4063.0,4257.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,10507.0,5452.0,7443.0,8814.0,Income Statement
Normalized Income After Tax,,,,-8051.0,-1412.0,-3733.0,1299.0,Income Statement
Normalzd Inc Avail to Common,,,,-8051.0,-1412.0,-3733.0,1299.0,Income Statement
Basic Normalized EPS,,,,-0.05,-0.01,-0.02,0.01,Income Statement
Diluted Normalized EPS,,,,-0.05,-0.01,-0.02,0.01,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-13266.0,2210.0,1621.0,5557.0,Cash Flow
Depreciation/Depletion,,,,2135.0,482.0,904.0,1321.0,Cash Flow
Amortization,,,,42980.0,12450.0,25161.0,38007.0,Cash Flow
Deferred Taxes,,,,-1184.0,-715.0,-5607.0,-3209.0,Cash Flow
Unusual Items,,,,1495.0,5.0,7.0,56.0,Cash Flow
Other Non-Cash Items,,,,31144.0,7933.0,18002.0,25442.0,Cash Flow
Non-Cash Items,,,,32639.0,7938.0,18009.0,25498.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,8595.0,2769.0,5558.0,7784.0,Cash Flow
"Cash Interest Pd, Suppl",,,,14169.0,3547.0,7468.0,12310.0,Cash Flow
Accounts Receivable,,,,-10066.0,-3244.0,-5706.0,-7895.0,Cash Flow
Prepaid Expenses,,,,585.0,653.0,4586.0,4209.0,Cash Flow
Accounts Payable,,,,1130.0,-11830.0,-7934.0,-3404.0,Cash Flow
Accrued Expenses,,,,,95.0,371.0,-211.0,Cash Flow
Changes in Working Capital,,,,-2916.0,-12562.0,-7026.0,-10116.0,Cash Flow
Total Cash from Operations,,,,60388.0,9803.0,33062.0,57058.0,Cash Flow
Purchase of Fixed Assets,,,,-1143.0,-506.0,-859.0,-1249.0,Cash Flow
Software Development Costs,,,,-7759.0,-2187.0,-5172.0,-8106.0,Cash Flow
Capital Expenditures,,,,-8902.0,-2693.0,-6031.0,-9355.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-261020.0,-5983.0,-5883.0,-5883.0,Cash Flow
Total Cash from Investing,,,,-269922.0,-8676.0,-11914.0,-15238.0,Cash Flow
Financing Cash Flow Items,,,,-6076.0,-694.0,-3397.0,-3912.0,Cash Flow
Sale/Issuance of Common,,,,133351.0,,,,Cash Flow
Repurch/Retirement Common,,,,0.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,133351.0,,,,Cash Flow
Long Term Debt Issued,,,,89.0,,0.0,,Cash Flow
Long Term Debt Reduction,,,,-3973.0,-826.0,-1654.0,-2483.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-3884.0,-826.0,-1654.0,-2483.0,Cash Flow
Total Cash From Financing,,,,123391.0,-1520.0,-5051.0,-6395.0,Cash Flow
Foreign Exchange Effects,,,,-524.0,-1171.0,-4471.0,-8266.0,Cash Flow
Net Change in Cash,,,,-86667.0,-1564.0,11626.0,27159.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,273291.0,186624.0,186624.0,186624.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,186624.0,185060.0,198250.0,213783.0,Cash Flow
"Depreciation, Supplemental",,,,2135.0,482.0,904.0,1321.0,Cash Flow
Free Cash Flow,,,,51486.0,7110.0,27031.0,47703.0,
FCF Growth,,,,,-0.8619042069688847,2.80182841068917,0.764751581517517,
