,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Income After Tax,,,,310.0,353.0,348.0,350.0,Income Statement
Minority Interest,,,,-29.0,-42.0,-27.0,-26.0,Income Statement
Net Inc Before Extra Items,,,,281.0,311.0,321.0,324.0,Income Statement
Total Net Income,,,,281.0,311.0,321.0,324.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,281.0,311.0,321.0,324.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,281.0,311.0,321.0,324.0,Income Statement
Basic/Primary Weighted Average Shares,,,,425.0,424.0,421.0,419.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,0.66,0.73,0.76,0.77,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,0.66,0.73,0.76,0.77,Income Statement
Diluted Weighted Average Shares,,,,430.0,428.0,424.0,421.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,0.65,0.73,0.76,0.77,Income Statement
Diluted EPS Incl. Extra. Items,,,,0.65,0.73,0.76,0.77,Income Statement
Div/Share-ComStockPrimIssue,,,,0.24,0.24,0.29,0.29,Income Statement
Gross Divid - Common Stock,,,,102.0,102.0,122.0,121.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,31.0,29.0,31.0,30.0,Income Statement
Total Special Items,,,,24.0,14.0,25.0,6.0,Income Statement
Normalzd Income Before Tax,,,,471.0,503.0,476.0,499.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,7.0,4.0,6.0,2.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,144.0,140.0,109.0,145.0,Income Statement
Normalized Income After Tax,,,,327.0,363.0,367.0,354.0,Income Statement
Normalzd Inc Avail to Common,,,,298.0,321.0,340.0,328.0,Income Statement
Basic Normalized EPS,,,,0.7,0.76,0.81,0.78,Income Statement
Diluted Normalized EPS,,,,0.69,0.75,0.8,0.78,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,1420.0,353.0,701.0,1051.0,Cash Flow
Depreciation/Depletion,,,,203.0,48.0,97.0,145.0,Cash Flow
Deferred Taxes,,,,-92.0,17.0,6.0,6.0,Cash Flow
Unusual Items,,,,0.0,,,,Cash Flow
Other Non-Cash Items,,,,59.0,31.0,67.0,45.0,Cash Flow
Non-Cash Items,,,,59.0,31.0,67.0,45.0,Cash Flow
Accounts Receivable,,,,-152.0,-51.0,-104.0,-171.0,Cash Flow
Inventories,,,,14.0,-14.0,-39.0,-80.0,Cash Flow
Other Assets,,,,43.0,56.0,,-14.0,Cash Flow
Accounts Payable,,,,130.0,-36.0,135.0,137.0,Cash Flow
Accrued Expenses,,,,72.0,-178.0,-140.0,-166.0,Cash Flow
Changes in Working Capital,,,,160.0,55.0,-14.0,-151.0,Cash Flow
Total Cash from Operations,,,,1750.0,504.0,857.0,1096.0,Cash Flow
Capital Expenditures,,,,-156.0,-30.0,-57.0,-81.0,Cash Flow
Acquisition of Business,,,,-80.0,-8.0,-28.0,-38.0,Cash Flow
Sale of Business,,,,,,,61.0,Cash Flow
"Investment, Net",,,,113.0,-7.0,71.0,114.0,Cash Flow
Other Investing Cash Flow,,,,34.0,28.0,4.0,6.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,67.0,13.0,47.0,143.0,Cash Flow
Total Cash from Investing,,,,-89.0,-17.0,-10.0,62.0,Cash Flow
Financing Cash Flow Items,,,,-199.0,-47.0,-68.0,-135.0,Cash Flow
Total Cash Dividends Paid,,,,-393.0,-102.0,-224.0,-345.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,-725.0,-200.0,-2202.0,-2502.0,Cash Flow
"Short Term Debt, Net",,,,-304.0,26.0,57.0,80.0,Cash Flow
Long Term Debt Issued,,,,2182.0,0.0,,0.0,Cash Flow
Long Term Debt Reduction,,,,-503.0,-500.0,-500.0,-500.0,Cash Flow
"Long Term Debt, Net",,,,1679.0,-500.0,-500.0,-500.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,1375.0,-474.0,-443.0,-420.0,Cash Flow
Total Cash From Financing,,,,58.0,-823.0,-2937.0,-3402.0,Cash Flow
Foreign Exchange Effects,,,,-43.0,-63.0,-122.0,-191.0,Cash Flow
Net Change in Cash,,,,1676.0,-399.0,-2212.0,-2435.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,1801.0,3477.0,3477.0,3477.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,3477.0,3078.0,1265.0,1042.0,Cash Flow
"Depreciation, Supplemental",,,,203.0,48.0,97.0,145.0,Cash Flow
Free Cash Flow,,,,1594.0,474.0,800.0,1015.0,
FCF Growth,,,,,-0.7026348808030113,0.6877637130801688,0.26875000000000004,
