,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
"Depreciat/Amort, Suppl",,,,,,2509.0,2556.0,2658.0,2921.0,Income Statement
Normalzd Income Before Tax,,,,,,-8612.0,-8280.0,-10352.0,-12845.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,138.0,343.0,-10.0,110.0,Income Statement
Normalized Income After Tax,,,,,,-8750.0,-8623.0,-10342.0,-12955.0,Income Statement
Normalzd Inc Avail to Common,,,,,,-8750.0,-8623.0,-10342.0,-12955.0,Income Statement
Basic Normalized EPS,,,,,,-0.2,-0.2,-0.23,-0.29,Income Statement
Diluted Normalized EPS,,,,,,-0.2,-0.2,-0.23,-0.29,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,-29669.0,-8623.0,-18965.0,-31920.0,Cash Flow
Depreciation/Depletion,,,,,,9179.0,2556.0,5214.0,8135.0,Cash Flow
Amortization,,,,,,5880.0,1182.0,2329.0,3492.0,Cash Flow
Deferred Taxes,,,,,,37.0,-4.0,-1.0,-1.0,Cash Flow
Unusual Items,,,,,,16.0,,0.0,-190.0,Cash Flow
Other Non-Cash Items,,,,,,40903.0,7420.0,14810.0,23099.0,Cash Flow
Non-Cash Items,,,,,,40919.0,7420.0,14810.0,22909.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,526.0,79.0,189.0,250.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,117.0,0.0,0.0,0.0,Cash Flow
Accounts Receivable,,,,,,-9509.0,4690.0,-4975.0,-3431.0,Cash Flow
Inventories,,,,,,-18994.0,-3433.0,-7383.0,-8761.0,Cash Flow
Prepaid Expenses,,,,,,-3630.0,-5061.0,663.0,1091.0,Cash Flow
Other Assets,,,,,,-570.0,-317.0,-656.0,-308.0,Cash Flow
Accounts Payable,,,,,,3463.0,-3019.0,-1726.0,-5792.0,Cash Flow
Accrued Expenses,,,,,,-3133.0,-1901.0,-1600.0,-22.0,Cash Flow
Changes in Working Capital,,,,,,-33789.0,-9535.0,-15152.0,-17167.0,Cash Flow
Total Cash from Operations,,,,,,-7443.0,-7004.0,-11765.0,-14552.0,Cash Flow
Purchase of Fixed Assets,,,,,,-19317.0,-5019.0,-12893.0,-16442.0,Cash Flow
Purchase/Acq of Intangibles,,,,,,-2245.0,-114.0,-228.0,-359.0,Cash Flow
Capital Expenditures,,,,,,-21562.0,-5133.0,-13121.0,-16801.0,Cash Flow
Acquisition of Business,,,,,,-291.0,0.0,0.0,-664.0,Cash Flow
Sale of Fixed Assets,,,,,,0.0,,,,Cash Flow
Purchase of Investments,,,,,,,,-50000.0,-50000.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-291.0,0.0,-50000.0,-50664.0,Cash Flow
Total Cash from Investing,,,,,,-21853.0,-5133.0,-63121.0,-67465.0,Cash Flow
Financing Cash Flow Items,,,,,,-10932.0,-78.0,-2546.0,-3967.0,Cash Flow
"Common Stock, Net",,,,,,83957.0,0.0,1201.0,1201.0,Cash Flow
Options Exercised,,,,,,1145.0,689.0,762.0,1146.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,85102.0,689.0,1963.0,2347.0,Cash Flow
Long Term Debt Issued,,,,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,,,,-428.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,-428.0,0.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,,,,73742.0,611.0,-583.0,-1620.0,Cash Flow
Foreign Exchange Effects,,,,,,-235.0,-59.0,-432.0,-712.0,Cash Flow
Net Change in Cash,,,,,,44211.0,-11585.0,-75901.0,-84349.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,102573.0,146784.0,146784.0,146784.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,146784.0,135199.0,70883.0,62435.0,Cash Flow
"Depreciation, Supplemental",,,,,,9179.0,2556.0,5214.0,8135.0,Cash Flow
Free Cash Flow,,,,,,-29005.0,-12137.0,-24886.0,-31353.0,
FCF Growth,,,,,,,-0.5815549043268402,1.0504243223201781,0.2598649843285381,
