,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Special Items,,,132.0,,,619.0,Income Statement
Normalzd Income Before Tax,,,-4325.0,2847.0,1694.0,9713.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,46.0,,,125.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,-994.0,620.0,555.0,1961.0,Income Statement
Normalized Income After Tax,,,-3331.0,2227.0,1139.0,7752.0,Income Statement
Normalzd Inc Avail to Common,,,-3331.0,2227.0,1139.0,7752.0,Income Statement
Basic Normalized EPS,,,-0.06,0.04,0.02,0.14,Income Statement
Diluted Normalized EPS,,,-0.06,0.04,0.02,0.14,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,18992.0,2227.0,3366.0,10624.0,Cash Flow
Depreciation/Depletion,,,2069.0,470.0,945.0,1442.0,Cash Flow
Deferred Taxes,,,-1644.0,,0.0,,Cash Flow
Unusual Items,,,-1849.0,-8706.0,-5464.0,-5797.0,Cash Flow
Other Non-Cash Items,,,3456.0,2709.0,4870.0,6968.0,Cash Flow
Non-Cash Items,,,1607.0,-5997.0,-594.0,1171.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,2440.0,76.0,807.0,,Cash Flow
"Cash Interest Pd, Suppl",,,349.0,4.0,16.0,,Cash Flow
Accounts Receivable,,,-16917.0,-10186.0,-27167.0,-20696.0,Cash Flow
Inventories,,,-43501.0,10608.0,4730.0,-255.0,Cash Flow
Prepaid Expenses,,,2725.0,-5299.0,-5713.0,-4433.0,Cash Flow
Payable/Accrued,,,20503.0,-14371.0,-8939.0,-6034.0,Cash Flow
Changes in Working Capital,,,-37190.0,-19248.0,-37089.0,-31418.0,Cash Flow
Total Cash from Operations,,,-16166.0,-22548.0,-33372.0,-18181.0,Cash Flow
Capital Expenditures,,,-557.0,-244.0,-857.0,-907.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,0.0,0.0,,,Cash Flow
Total Cash from Investing,,,-557.0,-244.0,-857.0,-907.0,Cash Flow
Financing Cash Flow Items,,,17646.0,,,0.0,Cash Flow
Sale/Issuance of Common,,,30356.0,,,,Cash Flow
Repurch/Retirement Common,,,-50003.0,0.0,0.0,0.0,Cash Flow
"Common Stock, Net",,,-19647.0,0.0,0.0,0.0,Cash Flow
Options Exercised,,,177.0,152.0,242.0,2675.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,-19470.0,152.0,242.0,2675.0,Cash Flow
Long Term Debt Issued,,,30000.0,12000.0,22000.0,22000.0,Cash Flow
Long Term Debt Reduction,,,-55000.0,-8.0,-16.0,-12522.0,Cash Flow
"Long Term Debt, Net",,,-25000.0,11992.0,21984.0,9478.0,Cash Flow
Total Debt Issued,,,21.0,,,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-24979.0,11992.0,21984.0,9478.0,Cash Flow
Total Cash From Financing,,,-26803.0,12144.0,22226.0,12153.0,Cash Flow
Foreign Exchange Effects,,,35.0,-56.0,-276.0,-544.0,Cash Flow
Net Change in Cash,,,-43491.0,-10704.0,-12279.0,-7479.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,72181.0,28690.0,28690.0,28690.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,28690.0,17986.0,16411.0,21211.0,Cash Flow
"Depreciation, Supplemental",,,2069.0,470.0,945.0,1442.0,Cash Flow
Free Cash Flow,,,-16723.0,-22792.0,-34229.0,-19088.0,
FCF Growth,,,,0.3629133528673085,0.5017988767988768,-0.44234421104911037,
