,2019,2020,2021,2022,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Report
Capital Expenditures,,,,,,-230.0,-297.0,-437.0,Cash Flow
Acquisition of Business,,,,,,,-23065.0,,Cash Flow
Sale/Maturity of Investment,,,,,,,11300.0,11699.0,Cash Flow
Purchase of Investments,,,,,,-303163.0,-308772.0,-265.0,Cash Flow
Other Investing Cash Flow,,,,,,-503.0,-504.0,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-303666.0,-321041.0,11434.0,Cash Flow
Total Cash from Investing,,,,,,-303896.0,-321338.0,10997.0,Cash Flow
Financing Cash Flow Items,,,,,,333219.0,333280.0,-5.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,24.0,144.0,21.0,Cash Flow
Short Term Debt Issued,,,,,,0.0,,,Cash Flow
Short Term Debt Reduction,,,,,,-1165.0,-1165.0,,Cash Flow
"Short Term Debt, Net",,,,,,-1165.0,-1165.0,,Cash Flow
"Long Term Debt, Net",,,,,,,0.0,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,-1165.0,-1165.0,,Cash Flow
Total Cash From Financing,,,,,,332078.0,332259.0,16.0,Cash Flow
Foreign Exchange Effects,,,,,,,,3.0,Cash Flow
Net Change in Cash,,,,,-361.0,18357.0,-4694.0,951.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,846.0,12276.0,12276.0,3225.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,485.0,30633.0,7582.0,4176.0,Cash Flow
"Depreciation, Supplemental",,,,,,405.0,596.0,1145.0,Cash Flow
Free Cash Flow,,,,,,-10055.0,-15912.0,-10502.0,
FCF Growth,,,,,,,0.582496270512183,-0.33999497234791354,
