,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Income Available to Common Excl. Extra. Items,,,,144900.0,6200.0,15900.0,17900.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,144900.0,6200.0,15900.0,17900.0,Income Statement
Basic/Primary Weighted Average Shares,,,,390774.0,400218.0,401099.0,401962.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,0.37,0.02,0.04,0.04,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,0.37,0.02,0.04,0.04,Income Statement
Diluted Weighted Average Shares,,,,1156334.0,403138.0,403222.0,403471.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,0.13,0.02,0.04,0.04,Income Statement
Diluted EPS Incl. Extra. Items,,,,0.13,0.02,0.04,0.04,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,13400.0,11800.0,11700.0,11600.0,Income Statement
"Depreciat/Amort, Suppl",,,,3300.0,3500.0,4600.0,4800.0,Income Statement
Total Special Items,,,,10600.0,4000.0,1900.0,-10100.0,Income Statement
Normalzd Income Before Tax,,,,60500.0,23200.0,28300.0,39900.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,3710.0,1400.0,756.0,-3535.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,-91590.0,14400.0,11256.0,28565.0,Income Statement
Normalized Income After Tax,,,,152090.0,8800.0,17044.0,11335.0,Income Statement
Normalzd Inc Avail to Common,,,,151790.0,8800.0,17044.0,11335.0,Income Statement
Basic Normalized EPS,,,,0.39,0.02,0.04,0.03,Income Statement
Diluted Normalized EPS,,,,0.13,0.02,0.04,0.03,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,95.0,6.0,22.0,40.0,Cash Flow
Depreciation/Depletion,,,,69.0,20.0,43.0,65.0,Cash Flow
Deferred Taxes,,,,-15.0,11.0,19.0,48.0,Cash Flow
Unusual Items,,,,10.0,0.0,0.0,0.0,Cash Flow
Other Non-Cash Items,,,,102.0,59.0,123.0,180.0,Cash Flow
Non-Cash Items,,,,113.0,59.0,123.0,180.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,18.0,1.0,7.0,9.0,Cash Flow
"Cash Interest Pd, Suppl",,,,33.0,20.0,26.0,44.0,Cash Flow
Accounts Receivable,,,,-68.0,19.0,26.0,21.0,Cash Flow
Prepaid Expenses,,,,-10.0,-5.0,-4.0,-6.0,Cash Flow
Other Assets,,,,-53.0,-19.0,-39.0,-56.0,Cash Flow
Accounts Payable,,,,5.0,2.0,4.0,6.0,Cash Flow
Accrued Expenses,,,,33.0,-29.0,-23.0,-11.0,Cash Flow
Changes in Working Capital,,,,37.0,10.0,6.0,-35.0,Cash Flow
Total Cash from Operations,,,,299.0,105.0,211.0,297.0,Cash Flow
Capital Expenditures,,,,-24.0,-7.0,-15.0,-41.0,Cash Flow
Acquisition of Business,,,,-684.0,,-144.0,-144.0,Cash Flow
Sale of Business,,,,,2.0,,,Cash Flow
Sale/Maturity of Investment,,,,132.0,17.0,21.0,27.0,Cash Flow
Purchase of Investments,,,,-120.0,-11.0,-15.0,-23.0,Cash Flow
Other Investing Cash Flow,,,,,-10.0,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-672.0,-2.0,-138.0,-140.0,Cash Flow
Total Cash from Investing,,,,-696.0,-9.0,-153.0,-180.0,Cash Flow
Financing Cash Flow Items,,,,-53.0,-11.0,-14.0,-20.0,Cash Flow
"Common Stock, Net",,,,0.0,,,,Cash Flow
"Preferred Stock, Net",,,,0.0,,,,Cash Flow
Options Exercised,,,,2.0,0.0,1.0,1.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,2.0,0.0,1.0,1.0,Cash Flow
Long Term Debt Issued,,,,1072.0,0.0,0.0,0.0,Cash Flow
Long Term Debt Reduction,,,,-581.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,490.0,0.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,,440.0,-10.0,-14.0,-18.0,Cash Flow
Net Change in Cash,,,,43.0,86.0,44.0,98.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,271.0,314.0,314.0,314.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,314.0,400.0,359.0,412.0,Cash Flow
"Depreciation, Supplemental",,,,69.0,20.0,43.0,65.0,Cash Flow
Free Cash Flow,,,,275.0,98.0,196.0,256.0,
FCF Growth,,,,,-0.6436363636363636,1.0,0.30612244897959173,
