,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,,,,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,7.0,7.0,7.0,7.0,Income Statement
"Depreciat/Amort, Suppl",,,,7.0,9.0,7.0,7.0,Income Statement
Total Special Items,,,,8.0,0.0,1.0,0.0,Income Statement
Normalzd Income Before Tax,,,,67.0,-20.0,-10.0,165.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,2.0,0.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,17.0,-5.0,-3.0,42.0,Income Statement
Normalized Income After Tax,,,,50.0,-14.0,-7.0,123.0,Income Statement
Normalzd Inc Avail to Common,,,,50.0,-14.0,-7.0,123.0,Income Statement
Basic Normalized EPS,,,,0.27,-0.08,-0.04,0.67,Income Statement
Diluted Normalized EPS,,,,0.26,-0.08,-0.04,0.67,Income Statement
Date,,,,2021-10-02 00:00:00,2022-01-01 00:00:00,2022-04-02 00:00:00,2022-07-02 00:00:00,Cash Flow
Net Income,,,,126634.0,-14451.0,-21891.0,101095.0,Cash Flow
Depreciation/Depletion,,,,26553.0,9241.0,15817.0,22880.0,Cash Flow
Deferred Taxes,,,,2848.0,1407.0,1305.0,2504.0,Cash Flow
Unusual Items,,,,7563.0,17.0,118.0,271.0,Cash Flow
Other Non-Cash Items,,,,28805.0,3496.0,6939.0,10668.0,Cash Flow
Non-Cash Items,,,,36368.0,3513.0,7057.0,10939.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,-28559.0,-50.0,-7358.0,-7442.0,Cash Flow
"Cash Interest Pd, Suppl",,,,36408.0,6725.0,13325.0,19409.0,Cash Flow
Accounts Receivable,,,,-9484.0,-742.0,4823.0,-9129.0,Cash Flow
Inventories,,,,-47787.0,-43723.0,-132358.0,-146196.0,Cash Flow
Prepaid Expenses,,,,2674.0,-17593.0,-20306.0,-9075.0,Cash Flow
Other Assets,,,,-11164.0,-2741.0,-4922.0,-9429.0,Cash Flow
Payable/Accrued,,,,36044.0,-48528.0,26588.0,91145.0,Cash Flow
Changes in Working Capital,,,,-22843.0,-125269.0,-139045.0,-64760.0,Cash Flow
Total Cash from Operations,,,,169560.0,-125559.0,-136757.0,72658.0,Cash Flow
Capital Expenditures,,,,-28931.0,-5402.0,-14322.0,-25927.0,Cash Flow
Acquisition of Business,,,,-8868.0,-5146.0,-29988.0,-40670.0,Cash Flow
Sale of Fixed Assets,,,,2444.0,21.0,407.0,414.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-6424.0,-5125.0,-29581.0,-40256.0,Cash Flow
Total Cash from Investing,,,,-35355.0,-10527.0,-43903.0,-66183.0,Cash Flow
Financing Cash Flow Items,,,,-9579.0,,0.0,0.0,Cash Flow
Sale/Issuance of Common,,,,458587.0,0.0,0.0,0.0,Cash Flow
Repurch/Retirement Common,,,,,-152146.0,-152146.0,-152146.0,Cash Flow
"Common Stock, Net",,,,458587.0,-152146.0,-152146.0,-152146.0,Cash Flow
Options Exercised,,,,,100.0,329.0,1378.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,458587.0,-152046.0,-151817.0,-150768.0,Cash Flow
Short Term Debt Issued,,,,0.0,,,,Cash Flow
Short Term Debt Reduction,,,,0.0,,,,Cash Flow
"Short Term Debt, Net",,,,0.0,,,,Cash Flow
Long Term Debt Issued,,,,907.0,,45000.0,45000.0,Cash Flow
Long Term Debt Reduction,,,,-396135.0,-2025.0,-4050.0,-51075.0,Cash Flow
"Long Term Debt, Net",,,,-395228.0,-2025.0,40950.0,-6075.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-395228.0,-2025.0,40950.0,-6075.0,Cash Flow
Total Cash From Financing,,,,53780.0,-154071.0,-110867.0,-156843.0,Cash Flow
Net Change in Cash,,,,187985.0,-290157.0,-291527.0,-150368.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,157072.0,343498.0,343498.0,343498.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,345057.0,53341.0,51971.0,193130.0,Cash Flow
"Depreciation, Supplemental",,,,26553.0,9241.0,15817.0,22880.0,Cash Flow
Free Cash Flow,,,,140629.0,-130961.0,-151079.0,46731.0,
FCF Growth,,,,,-1.9312517332840309,0.1536182527622727,-1.3093149941421376,
