,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Other Long Term Assets,,,,1036.0,966.0,875.0,715.0,Balance Sheet
Total Assets,,,,12300.0,11894.0,10749.0,10442.0,Balance Sheet
Accounts Payable,,,,203.0,184.0,154.0,158.0,Balance Sheet
Accrued Expenses,,,,981.0,939.0,959.0,738.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,30.0,30.0,30.0,30.0,Balance Sheet
Customer Advances,,,,165.0,178.0,170.0,159.0,Balance Sheet
Discontinued Operations,,,,0.0,,,,Balance Sheet
"Other Curr. Lblts, Total",,,,165.0,178.0,170.0,159.0,Balance Sheet
Total Current Liabilities,,,,1379.0,1332.0,1314.0,1085.0,Balance Sheet
Total Long Term Debt,,,,2046.0,2040.0,2033.0,2026.0,Balance Sheet
Total Debt,,,,2076.0,2070.0,2063.0,2056.0,Balance Sheet
Deferred Income Tax,,,,386.0,308.0,82.0,109.0,Balance Sheet
Minority Interest,,,,592.0,609.0,662.0,667.0,Balance Sheet
Other LT Liabilities,,,,721.0,685.0,667.0,651.0,Balance Sheet
Discont. Ops. - Lblts,,,,0.0,,,,Balance Sheet
"Other Liabilities, Total",,,,721.0,685.0,667.0,651.0,Balance Sheet
Total Liabilities,,,,5125.0,4974.0,4759.0,4538.0,Balance Sheet
Common Stock,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,6266.0,6249.0,6262.0,6283.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,905.0,669.0,-200.0,-264.0,Balance Sheet
Treasury Stock - Common,,,,,,-59.0,-85.0,Balance Sheet
"Other Equity, Total",,,,4.0,1.0,-13.0,-30.0,Balance Sheet
Total Equity,,,,7175.0,6919.0,5990.0,5904.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,12300.0,11894.0,10749.0,10442.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,,84.0,84.0,83.0,83.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,,6.0,6.0,6.0,6.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,90.0,90.0,89.0,89.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,1.0,1.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,,0.0,0.0,,,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,1159.0,1325.0,1363.0,1301.0,Income Statement
"Cost of Revenue, Total",,,,505.0,528.0,505.0,452.0,Income Statement
Selling/Gen/Admin Expense,,,,617.0,686.0,726.0,705.0,Income Statement
Labor & Related Expense,,,,20.0,27.0,27.0,27.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,637.0,713.0,753.0,733.0,Income Statement
Research & Development,,,,36.0,80.0,84.0,74.0,Income Statement
Depreciation,,,,21.0,30.0,29.0,21.0,Income Statement
Amortiz of Intangibles,,,,30.0,57.0,56.0,121.0,Income Statement
Depreciation/Amortization,,,,51.0,87.0,85.0,141.0,Income Statement
Restructuring Charge,,,,,22.0,14.0,18.0,Income Statement
Impair-Assets Held for Use,,,,0.0,,87.0,7.0,Income Statement
Other Unusual Expnse (In),,,,-3.0,3.0,1.0,1.0,Income Statement
Unusual Expense (Income),,,,-3.0,26.0,102.0,26.0,Income Statement
Total Operating Expense,,,,1226.0,1434.0,1529.0,1426.0,Income Statement
Total Operating Income,,,,-66.0,-109.0,-166.0,-125.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-16.0,-22.0,-24.0,-29.0,Income Statement
"Inter Income, Non-Operating",,,,,,2.0,9.0,Income Statement
"Invest Income, Non-Operat",,,,129.0,-155.0,-881.0,43.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,129.0,-155.0,-879.0,52.0,Income Statement
OtherNon-OperatInc (Expnse),,,,-52.0,-26.0,-36.0,10.0,Income Statement
"Other, Net",,,,-52.0,-26.0,-36.0,10.0,Income Statement
Income Before Tax,,,,-5.0,-311.0,-1104.0,-92.0,Income Statement
Income Tax - Total,,,,-12.0,-70.0,-229.0,-26.0,Income Statement
Income After Tax,,,,7.0,-241.0,-875.0,-66.0,Income Statement
Minority Interest,,,,5.0,5.0,6.0,2.0,Income Statement
Net Inc Before Extra Items,,,,13.0,-236.0,-869.0,-64.0,Income Statement
Discontinued Operations,,,,0.0,,0.0,0.0,Income Statement
Tax on Extraordinary Items,,,,0.0,,,,Income Statement
Total Extraordinary Items,,,,0.0,,0.0,0.0,Income Statement
Total Net Income,,,,13.0,-236.0,-869.0,-64.0,Income Statement
Total Adjust to Net Income,,,,0.0,,,,Income Statement
Income Available to Common Excl. Extra. Items,,,,13.0,-236.0,-869.0,-64.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,13.0,-236.0,-869.0,-64.0,Income Statement
Basic/Primary Weighted Average Shares,,,,87.0,87.0,87.0,86.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,0.15,-2.72,-10.02,-0.74,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,0.15,-2.72,-10.02,-0.74,Income Statement
Dilution Adjustment,,,,0.0,,,,Income Statement
Diluted Weighted Average Shares,,,,91.0,87.0,87.0,86.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,0.14,-2.72,-10.02,-0.74,Income Statement
Diluted EPS Incl. Extra. Items,,,,0.14,-2.72,-10.02,-0.74,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,16.0,22.0,24.0,29.0,Income Statement
"Depreciat/Amort, Suppl",,,,21.0,30.0,29.0,21.0,Income Statement
Total Special Items,,,,-3.0,26.0,102.0,26.0,Income Statement
Normalzd Income Before Tax,,,,-8.0,-286.0,-1003.0,-66.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,-1.0,9.0,36.0,9.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,-13.0,-61.0,-193.0,-17.0,Income Statement
Normalized Income After Tax,,,,5.0,-224.0,-809.0,-49.0,Income Statement
Normalzd Inc Avail to Common,,,,11.0,-219.0,-803.0,-47.0,Income Statement
Basic Normalized EPS,,,,0.12,-2.52,-9.26,-0.55,Income Statement
Diluted Normalized EPS,,,,0.12,-2.52,-9.26,-0.55,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,589.0,-241.0,-1116.0,-1182.0,Cash Flow
Depreciation/Depletion,,,,75.0,30.0,59.0,87.0,Cash Flow
Amortization,,,,75.0,57.0,113.0,234.0,Cash Flow
Deferred Taxes,,,,133.0,-77.0,-306.0,-333.0,Cash Flow
Discontinued Operations,,,,20.0,,0.0,0.0,Cash Flow
Unusual Items,,,,-934.0,145.0,1103.0,1046.0,Cash Flow
Other Non-Cash Items,,,,274.0,102.0,236.0,339.0,Cash Flow
Non-Cash Items,,,,-640.0,247.0,1338.0,1385.0,Cash Flow
Accounts Receivable,,,,-157.0,75.0,-1.0,4.0,Cash Flow
Other Assets,,,,4.0,5.0,3.0,0.0,Cash Flow
Accounts Payable,,,,83.0,-84.0,-76.0,-244.0,Cash Flow
Accrued Expenses,,,,-31.0,-17.0,-32.0,-48.0,Cash Flow
Changes in Working Capital,,,,-95.0,-4.0,-96.0,-292.0,Cash Flow
Total Cash from Operations,,,,137.0,13.0,-8.0,-101.0,Cash Flow
Capital Expenditures,,,,-90.0,-30.0,-74.0,-113.0,Cash Flow
Acquisition of Business,,,,-2700.0,,,0.0,Cash Flow
Sale of Business,,,,16.0,1.0,28.0,41.0,Cash Flow
Sale/Maturity of Investment,,,,225.0,,0.0,0.0,Cash Flow
"Investment, Net",,,,,,19.0,19.0,Cash Flow
Purchase of Investments,,,,-24.0,-203.0,-204.0,-247.0,Cash Flow
Other Investing Cash Flow,,,,-327.0,0.0,5.0,5.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-2810.0,-201.0,-152.0,-181.0,Cash Flow
Total Cash from Investing,,,,-2900.0,-232.0,-225.0,-294.0,Cash Flow
Financing Cash Flow Items,,,,63.0,-12.0,-16.0,-20.0,Cash Flow
Sale/Issuance of Common,,,,0.0,,35.0,35.0,Cash Flow
Repurch/Retirement Common,,,,-35.0,-8.0,-67.0,-93.0,Cash Flow
"Common Stock, Net",,,,-35.0,-8.0,-33.0,-59.0,Cash Flow
Options Exercised,,,,1.0,,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,-34.0,-8.0,-33.0,-59.0,Cash Flow
Long Term Debt Issued,,,,1600.0,,,,Cash Flow
Long Term Debt Reduction,,,,-220.0,-8.0,-15.0,-23.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,1380.0,-8.0,-15.0,-23.0,Cash Flow
Total Cash From Financing,,,,1409.0,-27.0,-64.0,-101.0,Cash Flow
Foreign Exchange Effects,,,,-2.0,-1.0,-4.0,-8.0,Cash Flow
Net Change in Cash,,,,-1355.0,-247.0,-301.0,-505.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,3477.0,2122.0,2122.0,2122.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,2122.0,1875.0,1821.0,1617.0,Cash Flow
"Depreciation, Supplemental",,,,75.0,30.0,59.0,87.0,Cash Flow
Free Cash Flow,,,,47.0,-17.0,-82.0,-214.0,
FCF Growth,,,,,-1.3617021276595744,3.8235294117647056,1.6097560975609757,
