,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Income Before Tax,,,,-20465.0,-5973.0,-25909.0,-86414.0,Income Statement
Income Tax - Total,,,,-356.0,-177.0,468.0,-23.0,Income Statement
Income After Tax,,,,-20109.0,-5796.0,-26377.0,-86391.0,Income Statement
Net Inc Before Extra Items,,,,-20109.0,-5796.0,-26377.0,-86391.0,Income Statement
Total Net Income,,,,-20109.0,-5796.0,-26377.0,-86391.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,-20109.0,-5796.0,-26377.0,-86391.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-20109.0,-5796.0,-26377.0,-86391.0,Income Statement
Basic/Primary Weighted Average Shares,,,,97906.0,96075.0,97142.0,97792.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.21,-0.06,-0.27,-0.88,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.21,-0.06,-0.27,-0.88,Income Statement
Diluted Weighted Average Shares,,,,97906.0,96075.0,97142.0,97792.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.21,-0.06,-0.27,-0.88,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.21,-0.06,-0.27,-0.88,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,1461.0,2293.0,1858.0,2085.0,Income Statement
"Depreciat/Amort, Suppl",,,,656.0,1000.0,1000.0,1000.0,Income Statement
Total Special Items,,,,1046.0,964.0,214.0,57263.0,Income Statement
Normalzd Income Before Tax,,,,-19419.0,-5009.0,-25695.0,-29151.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,366.0,337.0,75.0,20042.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,10.0,160.0,543.0,20019.0,Income Statement
Normalized Income After Tax,,,,-19429.0,-5169.0,-26238.0,-49170.0,Income Statement
Normalzd Inc Avail to Common,,,,-19429.0,-5169.0,-26238.0,-49170.0,Income Statement
Basic Normalized EPS,,,,-0.2,-0.05,-0.27,-0.5,Income Statement
Diluted Normalized EPS,,,,-0.2,-0.05,-0.27,-0.5,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-106606.0,-5796.0,-32173.0,-118564.0,Cash Flow
Depreciation/Depletion,,,,16386.0,6483.0,12899.0,21574.0,Cash Flow
Deferred Taxes,,,,,,0.0,0.0,Cash Flow
Unusual Items,,,,8697.0,-6846.0,-9274.0,48304.0,Cash Flow
Other Non-Cash Items,,,,62783.0,-3067.0,5945.0,12926.0,Cash Flow
Non-Cash Items,,,,71480.0,-9913.0,-3329.0,61230.0,Cash Flow
Accounts Receivable,,,,-2905.0,-1296.0,-9907.0,-8639.0,Cash Flow
Prepaid Expenses,,,,-5323.0,-6749.0,-7758.0,-6297.0,Cash Flow
Other Assets,,,,-4156.0,-1540.0,-2940.0,-4409.0,Cash Flow
Accounts Payable,,,,-11779.0,1051.0,-4226.0,-248.0,Cash Flow
Accrued Expenses,,,,-18122.0,-3380.0,990.0,-9937.0,Cash Flow
Changes in Working Capital,,,,-16037.0,-4065.0,20297.0,22952.0,Cash Flow
Total Cash from Operations,,,,-34777.0,-13291.0,-2306.0,-12808.0,Cash Flow
Purchase of Fixed Assets,,,,-972.0,-1167.0,-1539.0,-1986.0,Cash Flow
Software Development Costs,,,,-3719.0,-1574.0,-3496.0,-5803.0,Cash Flow
Capital Expenditures,,,,-4691.0,-2741.0,-5035.0,-7789.0,Cash Flow
Acquisition of Business,,,,-256430.0,0.0,-32049.0,-37003.0,Cash Flow
Sale/Maturity of Investment,,,,21694.0,8449.0,12241.0,17794.0,Cash Flow
Purchase of Investments,,,,-24006.0,-8835.0,-13561.0,-19446.0,Cash Flow
Other Investing Cash Flow,,,,,-4950.0,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-258742.0,-5336.0,-33369.0,-38655.0,Cash Flow
Total Cash from Investing,,,,-263433.0,-8077.0,-38404.0,-46444.0,Cash Flow
Financing Cash Flow Items,,,,-82052.0,-712.0,-3547.0,-4504.0,Cash Flow
"Common Stock, Net",,,,0.0,,,,Cash Flow
"Preferred Stock, Net",,,,0.0,,,,Cash Flow
Options Exercised,,,,4288.0,473.0,692.0,1108.0,Cash Flow
Warrants Converted,,,,126741.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,131029.0,473.0,692.0,1108.0,Cash Flow
Long Term Debt Issued,,,,413537.0,,1000.0,15000.0,Cash Flow
Long Term Debt Reduction,,,,-46965.0,-150.0,-150.0,-150.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,366572.0,-150.0,850.0,14850.0,Cash Flow
Total Cash From Financing,,,,415549.0,-389.0,-2005.0,11454.0,Cash Flow
Net Change in Cash,,,,117339.0,-21757.0,-42715.0,-47798.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,207453.0,324792.0,324792.0,324792.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,324792.0,303035.0,282077.0,276994.0,Cash Flow
"Depreciation, Supplemental",,,,16386.0,6483.0,12899.0,21574.0,Cash Flow
Free Cash Flow,,,,-39468.0,-16032.0,-7341.0,-20597.0,
FCF Growth,,,,,-0.5937975068409851,-0.5421032934131736,1.80574853562185,
